new_time,name,value,.lower,.upper,.width,.point,.interval
1,log_copies,3.142296934409451,2.0001016071755755,4.173988419436348,0.5,median,qi
6,log_copies,3.093821734080567,2.0379315167660215,4.199004956525765,0.5,median,qi
8,log_copies,3.176767391915802,2.1320159684632354,4.30670918043867,0.5,median,qi
10,log_copies,3.122555109438261,2.050312861821081,4.183754000411878,0.5,median,qi
15,log_copies,3.125980305424412,2.1483387762121176,4.288703888791988,0.5,median,qi
17,log_copies,3.1205002564384188,2.116973779563753,4.2480480211703515,0.5,median,qi
22,log_copies,3.219509489357049,2.1683223356000703,4.404125994708913,0.5,median,qi
24,log_copies,3.196567473269467,2.0598628448572933,4.276316422849791,0.5,median,qi
27,log_copies,3.231188691492396,2.0931811596482,4.3539449234658045,0.5,median,qi
29,log_copies,3.2744570000141158,2.212048272088987,4.40756720703164,0.5,median,qi
31,log_copies,3.159534316398383,2.032631702112767,4.414077112582664,0.5,median,qi
34,log_copies,3.246193345129054,2.0469792166472374,4.471913350967325,0.5,median,qi
36,log_copies,3.280497455304828,2.122967932936894,4.625411481815423,0.5,median,qi
41,log_copies,3.351154697116623,2.1118543220208092,4.533767970465739,0.5,median,qi
48,log_copies,3.3924423278174665,2.163770550120977,4.667565981321305,0.5,median,qi
50,log_copies,3.3709384668905584,2.02686267875567,4.665016081138232,0.5,median,qi
55,log_copies,3.351993963081945,2.000532481400153,4.7397461018572,0.5,median,qi
57,log_copies,3.474535253723496,2.1134641063212105,4.836034033679674,0.5,median,qi
59,log_copies,3.4925662328204705,2.141196075046099,4.796256182882921,0.5,median,qi
62,log_copies,3.4863787345693344,2.086317000673187,4.885079325717886,0.5,median,qi
64,log_copies,3.56715354356678,2.085900284320197,4.991759675805621,0.5,median,qi
69,log_copies,3.4588126228395586,1.9898776250875596,5.123152740611336,0.5,median,qi
71,log_copies,3.5371913905751886,1.9495747781823691,5.132728448082506,0.5,median,qi
78,log_copies,3.644116903281838,1.9551872306480687,5.453439490388891,0.5,median,qi
80,log_copies,3.589403823011943,2.0331053491333257,5.517666003870435,0.5,median,qi
83,log_copies,3.597733754323988,1.9139553029824241,5.488338686280463,0.5,median,qi
85,log_copies,3.632457349764116,1.8464970606250808,5.652444601018032,0.5,median,qi
87,log_copies,3.7119537378207497,2.041744149501276,5.834460040845102,0.5,median,qi
90,log_copies,3.7133793497542253,1.946973438188281,5.837343390266666,0.5,median,qi
92,log_copies,3.678592208780882,1.9189496053451707,5.676415868526389,0.5,median,qi
94,log_copies,3.6984796438063547,1.9137208565509691,5.922865660592743,0.5,median,qi
97,log_copies,3.8110164599067815,1.8025424256562856,5.9371995591160225,0.5,median,qi
99,log_copies,3.857072361393095,1.9819434372196492,6.089688891851946,0.5,median,qi
101,log_copies,3.8307531323540185,1.868710112663909,6.046947122290778,0.5,median,qi
104,log_copies,3.9614321109296915,1.978750091680483,6.280849755706701,0.5,median,qi
106,log_copies,3.746645460862533,1.7107052583013949,6.195128658530847,0.5,median,qi
108,log_copies,3.760829745174221,1.917987749173483,6.278632213566426,0.5,median,qi
111,log_copies,3.888898530126696,1.932117868010451,6.388623734076927,0.5,median,qi
1,log_copies,3.142296934409451,0.6892737021130565,5.3279895507542046,0.8,median,qi
6,log_copies,3.093821734080567,0.8968094021690872,5.443177172748617,0.8,median,qi
8,log_copies,3.176767391915802,0.8831776283631672,5.481348917335679,0.8,median,qi
10,log_copies,3.122555109438261,0.641574593115591,5.341638446903437,0.8,median,qi
15,log_copies,3.125980305424412,0.887256190628345,5.461963473439115,0.8,median,qi
17,log_copies,3.1205002564384188,0.8171661143355143,5.557702870143289,0.8,median,qi
22,log_copies,3.219509489357049,1.0637479205370253,5.57228323359798,0.8,median,qi
24,log_copies,3.196567473269467,0.719823307902517,5.602577693021654,0.8,median,qi
27,log_copies,3.231188691492396,0.8388399676852221,5.707824096162219,0.8,median,qi
29,log_copies,3.2744570000141158,0.82521798128936,5.762794730577479,0.8,median,qi
31,log_copies,3.159534316398383,0.6428787007214979,5.702184746976363,0.8,median,qi
34,log_copies,3.246193345129054,0.6781421386869703,6.002147775595759,0.8,median,qi
36,log_copies,3.280497455304828,0.7526935906698026,5.890150559253173,0.8,median,qi
41,log_copies,3.351154697116623,0.6476349443077535,5.754483043428493,0.8,median,qi
48,log_copies,3.3924423278174665,0.7263533154623798,6.028242263927757,0.8,median,qi
50,log_copies,3.3709384668905584,0.5220873097176594,6.031336546333817,0.8,median,qi
55,log_copies,3.351993963081945,0.46743712454956365,6.180137556430213,0.8,median,qi
57,log_copies,3.474535253723496,0.6480035124304537,6.364582105394286,0.8,median,qi
