seed,time,total_conc,total_conc_I1,total_conc_I2,total_conc_I3,total_conc_I4,total_conc_I5,total_conc_I6,total_conc_I7,total_conc_R1,total_conc_R2,num_I1,num_I2,num_I3,num_I4,num_I5,num_I6,num_I7,num_R1,num_R2,sim,log_genes_mean,log_gene_copies1,log_gene_copies2,log_gene_copies3,log_gene_copies4,log_gene_copies5,log_gene_copies6,log_gene_copies7,log_gene_copies8,log_gene_copies9,log_gene_copies10,log_mean_copiesten,log_mean_copiesthree,new_time,everyother,week
31,67,1401637.7863935637,780.3608753436624,4252.23772823183,284025.1220398828,1627.5402622957326,717583.7627328673,6313.773534836177,11048.322050938508,183466.92891958237,192539.73824958582,3,9,5,2,6,12,10,84,138,31,7.140036163631194,7.239924448145937,6.99205664458517,6.507002211586344,7.643573906433621,6.320797821704769,7.5842880426060235,7.326700978073015,6.668358881650673,7.893720847909822,7.826189329354204,7.330092989343487,6.957104272847435,67,TRUE,9
31,69,1971081.2686996555,140.58115099846052,1358.9719776694772,359257.5343177948,1033666.2466535899,66448.34916066543,163.9950218966164,174870.67249178237,128190.35737598297,206984.56054927572,2,2,5,9,4,2,10,87,122,31,7.480977022861843,7.889780449132418,8.031165514198676,6.780251433105385,7.763935071350406,6.070009413308558,6.9731626113575995,7.1276160932711825,7.063732501255677,8.157582282578996,8.923234552723255,7.778574288392673,7.700064550003336,69,TRUE,9
31,71,520947.16713497805,0,7216.041399544399,3391.6294707891816,1044.299281897126,20017.44953374722,32809.77043942958,1088.5427241398063,222543.20420819626,232836.2300772341,0,2,4,2,4,2,6,83,122,31,6.150288114302825,6.533100033104329,6.180491042710023,6.522201163788411,4.975486210252267,6.771951810878736,7.158028666320328,7.240303677671108,6.271303480712845,6.057054488695109,5.395584437860483,6.510893492706504,6.42477671404616,71,TRUE,10
31,73,435445.44266890205,1364.0991357994976,1740.5720066354336,0,7318.867760215242,4087.9325581888497,170.14959763881538,4841.404530404037,208121.72527427349,207800.69180574664,2,2,0,3,3,1,4,72,121,31,5.971008997629628,6.015387200136607,6.329521249743608,5.391916741264131,6.205139953665591,6.039754165189858,6.622972889750612,5.834609335059916,5.957611890565184,5.74134067443473,6.319562155857215,6.098721402193437,5.983261314930443,73,TRUE,10
31,75,513153.52736609225,25772.49024777773,128556.46183161515,23260.753694032694,409.0052061346378,1314.5781219216337,160.13987207634952,1705.4312562817906,144061.67443357853,187912.9927026737,1,2,2,1,4,2,3,67,111,31,6.1352145583576405,6.038857827314134,5.36326259400771,6.6328127154500995,6.2752496736511265,6.776613247097499,6.847211396123172,5.947625372266908,7.448035069155609,6.1218819845876205,6.959373013581733,6.599881267104156,6.140207477757743,75,TRUE,10
31,77,825800.2144644966,5635.284038336642,17790.601209345266,417576.36229697295,138448.76359228618,407.7567459895883,244.42098280557465,372.8798891402205,102741.6331589104,142582.5125507099,4,1,3,2,2,2,3,58,94,31,6.61099235749926,7.6340657291854885,7.064725984414973,6.951720720282447,6.679208284710214,6.282729000232999,6.525422290035106,6.434210763524081,6.617370970687413,6.402621671531118,6.18052826221733,6.774565463858436,7.2636440233276875,77,TRUE,10
31,79,392632.8370909929,51.578501098662215,54969.75888474056,12039.76966077548,5631.3653799690865,66450.33120918286,153.49575997010862,25904.972719246798,91874.87159445843,135556.6933815511,1,2,2,2,3,1,4,47,93,31,5.867514402755653,5.724995632598389,5.03913750176504,6.012113723431768,5.366838668127179,5.955415321762632,6.778155026061377,6.285318861707798,5.678341340320477,5.418431458615984,6.663057122085247,6.036712222281373,5.668862367093764,79,TRUE,11
31,81,265322.71601441485,315.4821793101312,37610.7862608826,11260.073773927075,0,10137.840276778314,1970.08364148319,50.81353573056736,100484.28405292827,103493.35229337473,2,3,1,0,2,3,1,44,81,31,5.475586365696774,5.298319676111479,5.698705341490823,6.028258859536302,5.945981782102571,5.177031044287558,6.772177850384617,5.8038428782294496,5.352042169657625,5.45459835599461,5.43227433322996,5.814478190166677,5.718641555145611,81,TRUE,11
31,83,211205.6917357328,0,205.379828908796,5617.897219153981,0,9.500288349007082,2028.7790577937253,7465.823435035084,93256.08870846365,102622.22319802862,0,1,3,0,1,2,4,37,76,31,5.247471985317459,5.2595284304823835,5.625043129038099,5.443964675942426,5.715673946512427,6.541183280911134,5.114848288321004,5.308011952043881,4.731300781283329,4.834183764479351,5.450093225806824,5.536589997771924,5.453942120989934,83,TRUE,11
31,85,188473.19490280276,0,0,0,0,201.86281712167548,0,1006.7825548743986,88201.34449089687,99063.20503990976,0,0,0,0,3,0,2,34,66,31,5.133595279011413,5.445470428672311,5.6598099801612,5.014827324933239,5.7542454967243115,3.8967255081523007,6.0973801968955295,4.701349261392885,6.048328246637694,4.650928778517856,4.931364688901857,5.418604341650076,5.407815007884452,85,TRUE,12
31,87,142944.11347381427,0,0,0,0,0,96.18126438633416,2.37507208725177,21305.336788733108,121540.22034860759,0,0,0,0,0,2,1,32,60,31,4.857093223345615,5.115661742268841,5.693367533168294,4.982227572151922,5.793886830635503,5.060580063070592,4.56415438439881,5.236379573490094,6.160058869172996,4.164119356387315,4.778273502430695,5.3161231645801665,5.313700975472447,87,TRUE,12
31,89,83895.90699527855,0,0,5033.318935066547,0,0,0,48.09063219316708,20435.675621610462,58378.82180640838,0,0,1,0,0,0,2,30,47,31,4.324216312302081,4.230344155680846,4.2127067527049595,3.2908590589003244,5.176615516614689,3.836775073040668,4.0743764295960965,3.7290335593407358,4.136544396984399,5.093667436137213,3.886957657042563,4.332562844718655,3.996032745444445,89,TRUE,12
31,91,81092.24809827819,0,0,0,2516.6594675332735,0,0,0,20443.481103745504,58132.10752699941,0,0,0,1,0,0,0,30,42,31,4.290226856410197,5.429267451198596,5.226675426971177,4.187266588740674,4.223816120833041,4.411585880901493,3.9837192944337705,4.185521720085541,4.190017627281532,4.1010851887337925,3.4719075342224577,4.509499582971683,5.075168762014634,91,TRUE,12
