iteration,chain,data_log_copies[1],data_log_copies[2],data_log_copies[3],data_log_copies[4],data_log_copies[5],data_log_copies[6],data_log_copies[7],data_log_copies[8],data_log_copies[9],data_log_copies[10],data_log_copies[11],data_log_copies[12],data_log_copies[13],data_log_copies[14],data_log_copies[15],data_log_copies[16],data_log_copies[17],data_log_copies[18],data_log_copies[19],data_log_copies[20],data_log_copies[21],data_log_copies[22],data_log_copies[23],data_log_copies[24],data_log_copies[25],data_log_copies[26],data_log_copies[27],data_log_copies[28],data_log_copies[29],data_log_copies[30],data_log_copies[31],data_log_copies[32],data_log_copies[33],data_log_copies[34],data_log_copies[35],data_log_copies[36],data_log_copies[37],data_log_copies[38],data_log_copies[39],data_log_copies[40],data_log_copies[41],data_log_copies[42],data_log_copies[43],data_log_copies[44],data_log_copies[45],data_log_copies[46],data_log_copies[47],data_log_copies[48],data_log_copies[49],data_log_copies[50],data_log_copies[51],data_log_copies[52],data_log_copies[53],data_log_copies[54],data_log_copies[55],data_log_copies[56],data_log_copies[57],data_log_copies[58],data_log_copies[59],data_log_copies[60],data_log_copies[61],data_log_copies[62],data_log_copies[63],data_log_copies[64],data_log_copies[65],data_log_copies[66],data_log_copies[67],data_log_copies[68],data_log_copies[69],data_log_copies[70],data_log_copies[71],data_log_copies[72],data_log_copies[73],data_log_copies[74],data_log_copies[75],data_log_copies[76],data_log_copies[77],data_log_copies[78],data_log_copies[79],data_log_copies[80],data_log_copies[81]
1,1,2.503566728286545,1.3787790270891884,3.0645694438790985,4.961946991022198,4.448822937438969,3.070081692989169,2.3234901979903224,2.5102647515503524,1.0640365840202861,1.4527450620154554,3.2693092594332365,2.758453500730037,3.1267911659119902,5.305501131670422,4.715462212837494,1.8347477406727712,4.905520468016568,4.528872142147006,3.5163854272178914,1.9634919339279007,3.2521536718192343,3.933576946306876,4.050136410281227,2.0830214216054306,4.265152345247736,4.414444985122506,5.149127588663132,3.5897427408738656,3.3291650908084947,5.0901522875901115,3.2418257689034995,4.279250714402067,5.131092725061805,5.23652939258064,6.860250902533647,3.802151409324903,1.4472236880268028,2.185312340014643,1.9839709543150224,4.222809686216583,6.258530041639449,4.065097611210772,4.669572713003428,4.215216468458677,5.837503025335356,2.4690965873897692,3.7150007277879977,5.276505505254484,5.477098670003829,2.4675192159734483,3.2962550300792817,3.909840401220329,5.384415950923643,5.787329007024494,4.452829213937612,4.8420433372878495,2.967687588568136,3.2305901111296964,4.941166523954971,3.134780426327861,3.22786742581933,5.692452987901919,4.459991663812954,3.605974166012683,5.49275186222124,3.0649868873771124,5.165326681572746,2.3236917086118973,2.448237205015307,6.106333202425389,3.9315929334517374,3.586630403165848,3.289732298856317,2.0182041578225967,3.793886772106517,4.058889024482416,4.851164336116325,3.2722469164870582,4.384842979667021,1.7059556710516577,3.1014486478252743
2,1,3.242371799313533,3.558793104783324,2.5339345012406356,4.708912645012037,3.9471849233388867,2.282465567606626,2.4116670487427085,3.91002759679357,1.5075807967361958,2.877796535322968,3.5135289968341286,4.43042389320956,2.923517600268974,5.366417974692854,5.013847950233711,4.774035407105969,2.484497670282042,5.144359810139223,3.9918658624016543,3.279951495579907,3.492712473871147,5.030519663584359,3.039978201285142,2.1467348242023876,5.066778908639844,4.599747354293495,4.394790780218961,3.7595494869976713,3.245568648840087,3.527611637599456,4.662108365003983,2.2985676688243943,5.4200977709381695,3.264848770784434,4.870091155432379,4.807891196962663,2.9849978487070246,7.101615443000587,2.675630388044736,3.4671978275909785,4.0848682659126885,3.9376664728042137,6.755390106352685,3.0216364284946904,2.5868569992089645,4.266376828416129,4.927064533469256,5.4174313632613575,4.3623495277280036,2.844453719299209,4.088699296802069,3.0517984858104032,3.5734644008955923,4.268208274831163,4.438101399248295,2.452187970108927,5.0948432760880165,3.289903415052198,5.124635148617272,3.678520448267468,2.980590929630676,3.8641310889977083,5.615856521274727,5.1516489665385645,3.4186465165862208,5.41425002623942,4.674232038083534,2.413885564478197,0.9866209515213664,3.9757570980993235,4.897056470142987,3.604961768537762,4.374839640026932,6.051197810141395,2.62471542313996,4.796088882491839,5.976794273929343,3.811024487620543,3.8895470078443064,3.917027465727256,3.8507777240794767
3,1,4.4505562955576075,4.780869042913143,5.428956535017859,2.200376867169642,2.6428271595173003,4.59252196141727,2.8941055923564405,3.4686169272078677,1.769385262269979,6.1669055381006315,1.688014103760685,2.170304016148738,4.8556104461392104,1.5020675828296244,3.2426966479717048,1.677863066238218,3.6594169752889982,2.462454065491463,3.9242279413019316,1.3803653126681144,2.673730210352385,3.0310689832512923,3.983776471393614,5.105484064099079,3.052849284785035,3.6705798936261975,2.74262492277514,4.341476695499307,3.0458914670727455,5.245306431767826,2.6178602886343008,4.578747799711009,3.4186474050722353,5.3210255645858435,3.0572958327913273,2.495445413429284,5.668379864697224,1.6556897199556304,4.699408184304898,4.15999282086951,4.1731303886902165,3.7545511180872517,4.114994465584307,3.5564116598228455,4.966035091747909,3.4594962591248137,4.715169121229043,2.8017020574747438,1.0515933983504766,4.605716802957554,4.0128660419942905,1.4588138875551353,5.206552818280153,4.559829650875183,4.163841426090192,6.439925328347928,4.697994688158902,2.0100018816626406,6.08869214283825,5.911878487784623,2.5651371300850894,4.437457753332717,5.116861852937588,5.1182545118381935,4.999935100855622,4.108445308545074,3.4665700608950507,4.223683174338873,4.525410515833469,4.78279690029812,4.605248600288236,4.770755427452219,3.4284725227209503,3.8465890785445427,3.824441232443636,4.1308451871544065,4.854230214828944,4.487551862260309,3.1075886285172976,5.09156939622642,2.352314056273376
4,1,2.337655014400556,3.6091218542146892,3.381490637318236,3.4733612404888627,3.5642971402336676,0.3039827281077798,3.034893881978579,5.030951108052461,2.763445901522809,5.083104904242496,0.5736983215576545,3.4026290706227353,2.472215502623249,2.3113493452721867,6.2127601278991404,6.8955376403704935,3.534188309128998,5.228224529412107,3.619880854603777,2.9673709869451588,5.113219295491104,3.023918551850792,2.250471051390522,5.1972545115315505,3.9185699980666304,0.8867418602273491,4.703792081313334,4.002852166739807,4.997069439676217,5.1126518667479095,6.510427602383187,3.3147720266487983,5.158875472330435,6.0708216120734475,5.435216486824399,6.174382419104601,5.778697421202713,3.987526458590046,4.369103055453038,3.2062093835926584,4.08030252531264,5.772345067139734,4.533679409398426,4.768321315432667,4.95250632095398,5.019890006308487,5.2847903302181685,3.1268434341557967,5.135685987694617,4.35109758415179,5.763546621690494,5.903251852804227,5.385588889015127,6.358984703841877,3.079585940200811,3.412211040315162,4.333050309314748,6.428037390678318,2.785459327807151,6.1489717438564835,2.9040998738241335,4.409953932287349,4.776887311628604,4.194895673630928,4.057953021374521,2.8304296865721534,3.0758026417793847,3.000755493019092,5.652476311113736,4.538260712003489,5.007163549918588,4.5199378793073,3.9490739826790846,3.0484879763365003,4.7406738124287635,5.135371283930995,5.01351437850859,4.3183276428529735,4.1809837883872385,4.607118366906253,3.973508525041738
5,1,1.8172172488370149,4.997697571437526,3.2596586980871454,3.612185514681537,3.979895177460356,4.6022877025504245,5.341578920528111,4.424546965152423,3.542879403050974,1.6812840453190299,1.8456612414955929,3.2389809264289355,1.4279383252698974,5.464466429454875,4.075753092925855,5.294250110539382,2.4112742856690406,2.2658569739774075,3.5907401475927245,4.828873378886787,4.350124121774736,3.2434783714601045,4.17864847801004,-0.5759328060797437,2.1019817437480652,3.8761894585681373,3.2792539353245966,2.197979815067302,6.595682362427205,4.129516719135968,6.187865917266023,4.52119382759997,3.510570104758253,3.085429143002721,4.165008567566491,5.475704278129881,3.5830012208354023,4.0074507395307135,4.110583791429916,3.524616445316388,7.372317733523614,6.296946349366483,4.960612152459277,2.839750288361123,2.3700310917067755,4.297806798338732,5.173424956505894,2.7381630544988567,4.90162255565885,5.2122465469573935,5.0274068311694755,1.945130919780735,7.089660954537081,3.5217109035820404,7.604128504512352,5.980234479601066,5.899790148733386,5.189440343393811,5.4617665359693275,5.447964762161288,3.533823166570421,7.490185407500066,4.870976541433295,4.4160643879001205,4.036823366042895,2.8762310970210194,4.235273493003188,4.389672025834537,4.873857419942115,3.280210431362227,3.1521330456362397,5.104307036057802,3.848648489879939,4.552157702010238,4.575650939464482,4.801221535434951,2.713041362433464,5.615399457292095,5.390237732894164,3.406551209492906,4.095467680695162
6,1,3.320584621671554,3.2167464276189417,3.691129205026084,3.1074301161152587,1.0947040211693735,4.9620450906007,2.75344307319984,3.7304599395075284,3.2302563237815707,3.077026503275775,2.3940597971379955,3.1867036269048414,2.865418217041096,1.9127027206867566,4.895961094745401,5.053675653763616,3.115564341258637,3.053991476050747,2.7555292508727005,1.5127515675177003,1.6706063552159816,3.207429380029822,3.9925354407542755,2.6012904578419924,3.5360020875507594,3.9122018487194627,-1.1151946117895206,3.797719283297898,3.9942445718839372,4.12334898935167,4.60138138315033,3.3319070580503327,3.5287486081455333,4.286482992706742,3.5538405283306,5.092415571185308,3.3425873197454,4.328367643278676,3.895380638372293,4.038401995776955,3.5061842905693825,5.913305236918829,5.198646295024279,4.618401360502533,3.9517213309995483,3.0596208233538027,4.675396546057835,5.5362474817641685,4.248123406671603,2.7922043806897117,5.2569812111282905,2.440268160290878,3.7041195857468274,3.973490953619058,6.329776077456302,2.0899049565107877,5.325351271447734,4.396904591411886,3.7948027650833263,6.09527257504542,6.871076952456512,3.9446268168701026,4.720959076495737,4.179857569633226,5.208673407870223,5.399744601351732,4.755822057340354,2.6015833000685396,5.301746340006125,6.076611143376756,3.2537871777995075,3.822675300904301,2.9484926990696314,5.738323185139858,4.565783913130909,4.269463676375545,4.249190279907014,2.5951137197297323,5.492794389672844,3.41036126150645,5.178890148044477
7,1,3.2312102915885204,2.5226394784791335,5.355137188185534,5.14025023448453,4.284591772153225,7.278415564097879,-0.21524707181114344,1.0809441691608792,1.7264784820569778,3.8573526457511917,4.6116212125563285,5.404551838652459,4.66484714789209,3.092675525876485,1.4765176657202734,2.7861249452480568,4.880899770592402,3.8889262436752303,0.9882403761401899,3.9111440245858926,3.9045024810248905,5.076342628218409,5.885001627161943,5.398793788463411,4.932642347681227,5.665059487552797,4.581617891157523,3.425115530686434,4.903798473116447,3.7867838283256496,3.780504539635704,1.7475401138534536,3.1365737773219697,4.694327651884445,4.025643120771293,4.51258747510697,4.183644477920128,1.9923529832151599,6.480119608036032,2.748441694325591,4.503193369459915,4.472520940145743,3.9339095659699215,4.023229806840422,3.590578236917652,4.791368417129354,4.93956216880753,3.2610837792824956,4.793911075272423,0.8173047369313502,3.523503972023117,4.685499772499721,5.53633856203999,3.7655679321990907,4.532779120002257,2.5062410151334493,2.757222644135638,4.024762998882844,7.469735630718272,3.891803282956961,5.5120852275689725,4.470225299706625,5.971310615615116,5.388434909762957,8.277778688894932,4.679163996510529,4.851479732694668,8.532763557259514,2.4187551466451223,6.488926358585944,2.699099857553627,3.7421498529599235,3.644966252786716,2.807320225159388,2.9504525608939236,6.917244468596314,4.690777888554418,6.909028584873953,5.304310823263522,8.625528663680871,4.971091105147378
8,1,5.458377031260902,3.091640066935692,3.183763043113496,2.1987937603869123,3.02078999403874,3.4214510292911857,1.5099022986722062,4.145196002185799,3.8178159992032916,4.714291770015052,3.55282493955886,2.9100890953415455,2.4328168304987168,1.0702456398787543,2.099120844593411,5.022274349727444,5.125698928705813,3.3104945248762325,2.481668366604348,4.156007539391251,3.9515430121651263,3.1218625314487607,2.9790058072214456,1.4010849456910308,3.4099651722029622,5.191826797565674,0.5844466802972739,1.866553391374116,1.929580413113065,1.8353645556607199,2.6487561521960954,5.9503865176871535,3.923086453457876,4.124843144058276,5.489329251156068,3.0674326647618573,2.4622246555305543,4.9453793318154515,5.272817097458783,3.112886279622944,4.7540684189022375,6.09031543017819,4.381903094769028,5.320440956103047,2.7798835153977777,5.487495264241605,4.727384246952938,3.137170085766236,7.336349190032973,5.376066036887712,6.450972784206725,6.210955724758279,4.003134362226754,1.2075488620325845,4.286597637502417,4.698957785272238,5.408984088158018,5.5682029778842566,5.966341605731917,5.372119064487009,4.017296448047735,5.338516266133976,3.3048518871758388,3.797632356767492,3.4668971977274685,5.182396882093513,5.15718730763701,5.466579665143452,5.136936440423342,4.832711194544194,3.108857372610667,4.900944227016082,5.516844854882912,0.26578352433506325,3.481007637134038,2.5722993906566893,4.555134239532974,3.2056852282821,6.046720919429518,3.5388478023781853,3.051235041678
9,1,6.292461866211445,3.022971526796689,1.78583358944625,1.8869475362580999,3.0506509140611215,4.348403594203883,1.36608339845453,0.5896448853356286,2.6032219637037968,2.615761886246363,2.4642871351832385,3.3670439152837552,2.882825870968577,2.0489022159835772,2.7814581232399203,3.2482086879714456,3.1623448385004207,2.5868436046059076,4.111760296872965,3.046706040481385,2.331853967080052,3.6123904121079358,4.413081849343578,1.1592118838341983,3.915011642185606,3.11893953443781,4.688423039227347,3.760946270219555,3.674755291370951,3.533450505818313,4.369431170675593,3.386214432416466,3.169726827666084,4.908010775363937,4.7175454601944695,2.7074100175181472,2.1876955826614237,5.595415690349247,5.6434384685144625,4.706189475533009,3.427453829897648,5.6771300069188815,3.2909421770848555,4.669117844934839,3.596384530358022,6.342406137874334,4.1487067555201715,6.099408296066911,3.2905445641709523,3.5634141380185143,4.173052495710643,4.13057100759175,5.603176839073174,4.085806361795623,3.2633906685180616,4.777963020715991,6.677736242868791,4.3663556052259285,3.8324408705692745,4.223989372585867,4.679861146314359,4.048325918133004,4.8579876021849895,5.828863808148927,2.8968262542635514,5.711936553994453,3.6928198582640195,4.309199928590478,3.32164774677568,4.1331330862041105,4.334658931822684,4.724002046062507,2.9495157137235575,3.5495038057627806,5.169325008970443,2.852518183757137,4.883638272198165,5.545793965231409,5.170387222150601,5.02950358053986,2.474612358338641
10,1,1.3865618448183081,3.878727035272715,1.6982343327921854,4.511712861136065,3.027817099246583,3.3024915312041134,3.292538870078711,3.5419412305400684,3.771099746514023,2.9778883566496837,2.0101381703283367,3.193094050087721,2.832278610438091,2.3067624624160548,2.842811253161072,5.778072940922898,1.755980714877381,5.6689674919653354,4.526160570732783,2.438344138678198,3.4313881776384694,4.57329018305118,3.3101203845364533,2.2986387039343588,4.228368714814015,4.26761340065854,2.3680421622614807,2.927316952369864,1.2549084511962278,3.49308258668659,2.6175757212876496,5.3801143110178415,4.175762642204373,4.365272151785552,4.390236939800382,4.910855833487512,3.7275307735875,3.3470312430955627,4.891492289540488,4.104619209388766,4.369613305327175,3.830864626561229,3.460793353660424,5.960590163619527,4.577969473549548,3.6724385338946206,5.0415749773936875,3.5412359470039227,4.725981288527383,5.481096947992141,4.558325621684341,4.173531150930015,5.1075047571472965,3.5745247494312276,2.6665006101705657,4.443208917756648,4.164473658944418,4.964184005299655,2.8844409984946933,2.5332625261310864,3.479260851547131,2.742212294837864,5.931772949429568,2.942097418735501,2.9961119900915243,2.3027971264983713,6.117404586378332,3.949028876138042,5.177660705681148,3.650666990355797,2.536893744690923,4.554537756642242,5.431063217816386,2.9813621319067867,3.1418523687585904,5.056433253312243,0.4764794673765933,3.032946604550176,2.774967247404726,3.877663919477626,1.07096944488935
