iteration,chain,data_log_copies[1],data_log_copies[2],data_log_copies[3],data_log_copies[4],data_log_copies[5],data_log_copies[6],data_log_copies[7],data_log_copies[8],data_log_copies[9],data_log_copies[10],data_log_copies[11],data_log_copies[12],data_log_copies[13],data_log_copies[14],data_log_copies[15],data_log_copies[16],data_log_copies[17],data_log_copies[18],data_log_copies[19],data_log_copies[20],data_log_copies[21],data_log_copies[22],data_log_copies[23],data_log_copies[24],data_log_copies[25],data_log_copies[26],data_log_copies[27],data_log_copies[28],data_log_copies[29],data_log_copies[30],data_log_copies[31],data_log_copies[32],data_log_copies[33],data_log_copies[34],data_log_copies[35],data_log_copies[36],data_log_copies[37],data_log_copies[38],data_log_copies[39],data_log_copies[40],data_log_copies[41],data_log_copies[42]
11,1,4.494027110290997,4.884929065746499,0.8975649775395105,2.7460034125602237,5.780522507437298,5.360800980259241,4.990208101779827,5.220904453519993,3.2589867894362143,4.080884289275787,5.350721923428039,6.606218451616386,-0.4659721246880107,4.596634443001461,2.1226228513329444,3.7868077056764147,1.8912480286992286,4.620813667115991,2.1756784796465762,6.637332065649822,4.218752548119383,3.7131172791825433,6.143809548738921,2.891655582772486,5.092111474569315,4.682280797725315,9.785326305014314,6.837762514547882,2.2069470536501528,2.4965120423001204,7.549610012605536,2.976885377286411,5.293006415532191,2.8013069387784633,4.993674162277637,2.373297393868792,4.290245199435125,1.8771845967148793,6.317105441880147,6.715758814592647,2.2395716212393944,3.0372071013056106
12,1,1.506932465214572,2.870098824300271,3.2541716486427537,5.659230441258653,6.939309448100569,5.352718021126111,5.624690987883414,4.536328462783325,4.86818968905928,3.1614975264520515,2.4963615374322625,2.96111435525092,3.643842358481304,0.7539708393035636,2.5444533030463203,3.3486535937688124,0.9374808031614175,2.833113121172162,2.1804476239811144,4.354171756714552,3.2892935885882855,8.310382673437704,2.8661718376678067,2.63620107213022,2.9856764872463972,4.051158345020315,4.800801846323678,6.980848753922515,6.4372982401829475,5.914224559645913,5.515076736846297,4.197981944845689,5.496748811512922,3.7178735012801813,5.178859711055859,4.533013490384467,6.0348776523516605,7.062297955249681,5.553902977652578,6.869997248235774,5.298868864398926,8.238999495783576
13,1,4.025499288787014,5.789203663359725,4.680604248770202,6.243488727724915,7.176586938778852,6.96598668909703,4.829736074594193,6.683428992883997,5.969941845487753,1.8795283385633972,3.7978129523873467,2.481052651620578,3.165233995494365,4.480941555472705,3.8071700746992514,2.538529391880624,5.67554768921225,5.356036986467453,4.441867009398115,6.530876252237403,4.062962362786466,6.819835685786481,4.477802787106411,6.32781548937615,6.037901402989351,4.224684486790319,4.073429601826322,3.8569615676020144,4.24213478596567,6.952600660020671,5.918677343832339,5.330524104479594,4.0265069250234635,4.743083581445617,4.914423516559141,5.003079414671904,5.150697199868829,5.987315439755711,3.3216665434820745,4.341116231881573,4.797883881866836,6.802057680659906
14,1,4.441932859071195,2.17513493837199,6.438601086718633,3.6844511326547025,2.657761792562297,5.635213323932803,6.3832632636746744,6.473950413797306,2.968475870877051,6.014480987031612,4.023721992153561,4.7797690851092005,2.891092236097169,1.8859268546644121,3.2738370182291225,6.837991651595048,4.581843724995483,4.382836999593259,5.101564065989139,4.5627892601802715,2.7706071921292375,4.572150919392884,3.1993659925807125,4.209932957578791,2.972381943711918,4.394477988076319,2.3358107815259657,3.6207425877288872,4.557319724651304,4.136453358403443,6.95896750617178,6.188160296141253,2.782182812806584,6.896590649763011,6.165136725769389,5.20128572845264,7.272170716847466,8.044552940694834,6.96432997053632,7.3708477384006805,7.700728932384677,4.049178675662281
15,1,0.23671084709400073,0.9238201333266347,4.186263291223019,7.191569565823293,4.335198233939429,2.612518467943802,5.228458892436159,5.961433763573918,2.7279734469996946,2.0529394795724634,3.0766452549681587,2.298596688805598,5.327396552583427,1.951028461917815,6.044333054155137,4.320551716935426,7.61162723711525,7.713093612811896,5.849978537407259,3.4165963648856805,3.279217279808678,4.698551290697354,2.9878353212026822,6.027212339336638,7.043453165790809,5.994131484102574,6.719149055975682,4.411619168257659,2.7530710860207863,5.483259242153566,2.3871106554188866,4.986532552716926,8.908130579389702,3.8214844805035386,1.7581174818557295,7.552999116261492,5.380265314311151,5.5751038586460275,7.032401241085364,6.26817186193069,8.174957547549234,9.163351866801865
16,1,1.5228521916341733,1.0592551073754903,4.266426188980872,0.007917545189304438,5.618763483776099,2.9904557456760505,5.277311764606483,3.7565757858255915,5.824094989893527,5.604755052676817,3.1611547352780756,4.215303245940447,4.659115627489432,2.4745531538077046,4.351453271315447,3.2684066943003365,2.7966610902697306,5.379178287070191,6.035020229333634,3.1080339346602384,3.118275731960702,3.4541959664038875,2.3988927258143553,2.701048198469318,4.101749458269391,1.5836882165776482,3.4378211863806065,3.4482660508874092,5.356768138735983,3.299953628387465,4.248493209631848,6.004492573938027,6.817936243710978,4.568693033867519,5.247566317023308,4.601835723053941,6.569163773898991,3.2967177606292024,5.581885435079531,6.654557564210852,1.1484854610252881,7.180529085648714
17,1,4.160767407584597,2.0700506278373685,3.6512117864814826,6.981916881134704,5.753813546415286,3.871869660590613,5.069448222949114,5.379830494491883,3.2295655240038275,5.903569699456544,3.853144572690987,2.4630087713293496,3.9451811424223497,4.967692764389081,3.153891791617912,6.1067491940528305,5.719780603915534,6.376604759168019,6.774464920579462,5.3611401063778565,5.789499447174786,7.667626757570396,3.9832981861236614,4.867244892772339,5.271973416233021,5.7982212185276065,3.599475310275308,4.271478915607632,3.673129005224552,7.871539577369916,3.938273673177819,6.012166853973215,4.054572266847408,3.650546547278766,3.415476607374576,5.176174442569082,1.8303211289655992,8.70968085331897,5.5326816690609695,4.095260025016328,2.4905714262658183,6.649730714736642
18,1,2.519680148698312,0.06101536147677403,4.925331277158021,5.491101936725715,5.748567797524762,4.375477506421944,3.4529331283601077,7.484589924777664,5.0954855749232895,3.060858739334537,4.08596916736716,3.594805706494084,3.9197925348200036,3.00447217514551,4.2287311290209635,3.246584771806941,3.376200324166609,2.9983949169390844,2.935301817360164,7.083381983241647,6.200197908029946,3.3883083411510775,5.448410308426088,5.5008076887371145,3.677595840398489,4.426748241953486,7.629502460498968,4.925120079818717,5.712271637445576,4.865546990720504,7.649656139185639,4.3048322844612965,5.1334306457272465,5.946087655569856,5.693310487049676,5.190067539890991,7.889123706958942,4.825591456061938,7.413399073929707,6.568343333031485,8.472251945536922,8.08457076740944
19,1,0.09501039541982553,3.1242040003021345,2.5521806082844893,3.651751200601569,3.1217219981636837,8.120543717130333,5.208639579817331,4.557008070275006,1.5813543953145595,1.6142487415759912,0.2716387050667465,2.1632426862398373,0.8370246153406637,2.1873744389339933,2.410228743828954,2.186162155256281,5.902726156419434,4.175737349353616,3.4459087932042545,1.4316457635697635,3.505018953624488,4.18352124124147,2.7409834917326545,2.862002397496132,5.449317470605812,5.101162670227001,5.112435973425125,5.90164313156758,4.573218715879017,6.4232752059560125,3.5048888548808623,6.538330015579996,4.344959909282905,5.2485189624894115,3.4746764838970026,5.4182687543432895,7.120006490615524,6.996425300030578,5.490213203456745,3.6382411785293822,5.967852399826032,7.478617884954368
20,1,6.619180485596565,5.104309863515574,5.136143015934985,4.595154141879901,3.8658912213374976,6.49293849029799,3.7193592641534656,3.522647447595456,3.5001032463650037,1.9310786828730577,3.739541977526859,5.011146171376141,4.345623408296697,6.005707757791228,1.9861685938695899,3.8930149595852566,2.694776018669943,4.281784928339374,1.996914771720072,6.084999981142436,4.58086275658575,2.227883949065365,2.960549229996148,2.99405211784937,5.134675481806041,0.035103550694178066,6.119412980734158,3.994197893100403,5.1983450038268755,4.78589524152016,3.802394657560217,3.949718569651896,2.1941984032795627,6.048593561562573,1.3267192613449694,6.483966167899939,5.442657281933768,7.849287584411571,3.9114290431665895,4.985254678444043,6.226703311143707,1.9020847783759582
21,1,2.4366389482402124,2.4175209390378356,3.141202636278433,3.287416715396568,1.5312283114403276,5.091833103851646,4.985958011392275,6.212340317959178,3.167516447717,2.065431132087815,3.4843289402884507,3.7474264932940797,3.005544616064251,3.6536849319005396,1.6911619359926704,-0.8664606907833919,1.2353551307414836,2.348107826017573,3.596654929414107,5.372705552593984,7.446033134740146,4.52356968850643,6.840333207085609,4.052237545593223,3.855273492986953,4.146382079286378,2.7906319071767216,3.0060308255159938,4.737988732206903,5.658884767629812,2.3627034786600225,6.666900428036556,8.953991282711817,8.387108100916349,4.951003840351542,5.382842790773652,8.466936218250558,6.676730114691484,4.1231423009447905,6.001593538553529,5.6759004493075835,6.7540014718601
22,1,5.083669345193048,3.405170114204047,3.49402069280433,3.7576655317433274,5.022109109095774,4.7963979382441195,6.599777874987676,5.535735805523304,4.083132720909531,3.3583899015307845,1.59902002747724,5.8167605612560385,4.035563462819838,4.665138052137852,0.307094855288491,0.9561430987634263,4.2451767397569515,5.8700493675787015,3.6279295780993004,5.416339524628346,4.330302942191945,1.7591718006432624,10.474072462914904,1.4059379481260246,1.8308321846283255,2.6470105829187465,6.859898157780597,1.0519004461276835,7.570601886458298,2.811748653339097,4.191577134423278,3.6094517201640315,5.905965227747364,7.461363339104981,6.603559437913675,5.651664900241115,3.711035890003969,7.952979292283521,3.2332381313602676,6.019902774560177,6.017824152609858,4.670066764750606
23,1,-0.003152511249381097,2.8133940270835174,0.3987490724778682,3.605677886044166,6.664554635986746,3.4504981385408144,5.081183619480405,1.885351957894048,3.6803834254317556,-0.23379060248211142,1.948536646808119,5.514311428553226,-0.06725218751450884,3.7728316491663114,1.3180410667904454,2.217292364956336,1.2801538157052248,3.4076166515672868,5.606577798283275,4.778672067299667,2.809354510576513,5.297567595219613,4.892112961010421,2.9640791520552403,4.746648122264786,2.404476361721008,2.714361726866564,2.700644431694554,3.889451048550609,5.819202115922166,5.781067686452697,4.2276576351824335,3.4093286312243936,4.425532458372774,5.3466302989741825,3.5394820723003186,3.2935858037166814,7.112040158903898,6.242574663667702,3.889170864725172,4.6386301007042965,1.5734816338479896
24,1,4.227894902873224,4.4191377971713495,6.341366803626245,2.4956522483615613,3.6700904486092836,5.3374043254220815,4.261531117417493,4.991845031593002,3.8359882174657263,3.1014781838092778,2.4186219780939036,-1.1467189532473772,4.2606907453671425,1.6480234122157986,1.5174623273014223,3.0734032501977837,4.6879399696316435,3.7141454836356163,5.245051886036947,4.92012872886665,4.418466000466826,4.13959352832807,2.801145279919593,4.349608037234643,4.0063698376407615,5.546310090176796,5.006477246736462,8.193033142086932,4.775256913849826,5.300992677583396,4.895269295768416,5.636034043852233,5.7585649422593965,2.9776768598292227,5.598066124810698,6.133585900317512,4.2905608663915675,5.393647419040377,8.32856313692149,5.96012085382367,7.492938639715009,7.6016133577119405
25,1,6.605077129152839,1.689777252211976,3.233584968528322,4.220563951422513,2.995867517160228,6.010096252989467,1.5942792331857385,2.074269438746495,2.4162635269650354,1.9993412611717938,5.856563209914665,5.457013390012368,4.3320998360475365,4.955593419874416,4.07178176062709,2.0663903574062292,3.6567599970921365,2.589632006238155,4.67939073947443,5.695415096162718,3.0053703181022358,2.3460513106676246,3.216697129813081,6.2758579101785195,6.159699839171074,7.124691681852134,7.060087253108058,3.9858425046059307,5.112025809204154,5.631734863713416,3.0413358156739156,5.630674761586589,6.841312765243703,7.662748984659569,4.692068127170995,4.665960317755368,5.50391990853495,6.422886373487744,4.4966002761081185,5.303229400950491,6.085041158631372,6.853745804141245
26,1,6.725385151165771,3.363427978799775,4.338137359029626,0.022114422440259816,6.141940604009938,3.554647581671849,6.376311696815251,4.878261027270846,4.136563721362969,2.0165327894719973,0.17293960769289074,0.9359136643178734,0.9307969932330333,5.868809062485196,-1.1160842621992138,1.4613092219042596,3.884997112011141,2.0109463103028427,3.4038455589207053,0.017866131867001506,6.967277525084183,0.591165466745316,0.8849215474395563,1.4504726047758796,4.042637854043336,6.401626785598327,4.7968996355279145,6.900533777145133,0.12337241829113531,4.795131695362066,7.102132773765136,5.508446817599759,4.803733283653178,4.237607444525899,4.62993343124992,4.266975838499226,4.649593328002276,5.669354615542839,3.160958513374739,7.5280202994006595,6.362436998882539,5.618430099292966
27,1,1.0252075344773814,0.04674068346397581,4.0122714963331765,2.5201905390556556,0.8428867359694221,7.08132291764847,6.532300982224873,3.427355070784733,1.8480225619669985,5.842215795106006,2.9163998402905653,2.2695640284919536,4.999300569820573,-1.640053277975152,3.0971689244289773,3.5524454559110237,0.7738287293510087,3.9450851667313955,3.1995096381432675,2.784162209913818,2.1933114310899233,5.009219989685773,1.1026242038983738,7.843224946649445,5.647138422120107,3.765029981558267,7.3730305801911555,0.22480813663106156,5.353837140756823,5.2447373779394555,1.8698298646337586,2.8248865353342416,8.879446748338038,3.4529338608813753,3.5071123782753695,4.394210092564785,5.677564715325099,5.094201316966205,5.631190228907756,3.109229497203114,6.193717073874199,5.956552120917338
28,1,3.9059854557516536,1.6352392229740935,2.807883818711336,3.479690899009413,4.082988964441249,3.490159042676589,6.180727540543791,5.64070441536594,1.3828628985764486,3.203220048677397,-0.8518063598253673,1.4429815015233007,2.369512937351625,3.656439643317692,3.192431434590395,3.762010536986036,3.9825821004436754,4.741162788776125,1.7855046169801658,3.946165322935139,3.245829196328853,2.965210220311839,2.617659014007034,3.35983039952189,2.243393951696188,5.737128676543702,4.139871108219468,4.67701487120616,5.072175365401269,3.0739182342122238,4.7115884279489695,5.016973041256189,5.428164868893293,5.583267962782119,6.5625466927006775,5.362853458306784,9.703384460010172,5.441414647652821,8.929033200764607,5.455092232750454,5.969242545808115,4.951623636513121
29,1,3.1699491487927673,6.728461698806419,3.755638487443825,3.634550125654416,3.142884466982927,2.374089594797181,1.4769766822237693,6.267083039784045,3.4594627330438867,3.880483007414039,1.5787062929629716,4.919137980275924,2.42150055485943,4.335664161203474,1.1094042028569835,2.2709905868538782,5.571039997139061,3.8085905706515,1.1576667368924363,1.6300992318012706,5.05502274472398,5.587041357121253,3.357737782463164,-1.5730743466760009,4.4587353483620245,2.9497695858106274,2.6132327847372236,2.7469408931605757,7.393944337805423,0.4546645335695938,3.5288539457419406,5.6985288512388586,4.20188037116466,3.5254865143693395,3.0716673966014825,4.8167971453625755,5.1965286985161985,3.7552853406946785,3.171499678153072,4.85490962037941,6.659279253577213,6.535815128047181
30,1,0.6210043124282684,4.651669137405243,5.701335880770251,6.284904643027645,6.023426200759357,3.8355943929430567,4.72162369577043,5.413769129171407,5.236047744901041,3.25070692398251,5.957549102100122,3.046069753706019,4.3783851338792426,2.511668084843159,1.6538511942171727,4.466974561601515,5.8251994179595465,4.524606140739525,4.344814938390669,2.2620220210238995,6.93045809882961,5.787573196217827,5.38143295480294,5.25462590244751,2.8454004793295775,5.533355686127853,4.8692653029938695,1.9850630005090337,1.5865197033350447,5.001511997564984,8.157399950167795,3.3885457015748712,8.222006665258972,8.509026650386867,7.247956287633391,6.554342801914957,4.3528941798876915,5.120501864636115,4.074498709423666,7.02859642054148,5.758036741773343,4.559190103294741
31,1,2.34211955245292,4.912298904918139,4.948431896057296,7.432654360806347,3.0426163095688925,7.120588906468611,4.3637176048457205,7.323061876399643,1.315741502044866,1.8280567524248827,4.067746234134894,4.717671732391267,4.799698214629988,2.214427607742582,3.2914516326353103,5.665752292721353,8.123748425514911,4.353374646056654,6.84715679095426,6.600246822998022,4.6537036497650535,6.037917166973778,6.04812571288163,3.445268580110983,3.7075275894082886,6.355303425528564,4.354533066848853,2.4479369938552233,3.200220616977319,5.530542201763875,5.985936364776772,6.11689476110015,7.6878776683719465,4.097783496157966,4.064167990267223,5.412694898496216,4.728923490185248,5.868132931481287,5.5611747906943885,5.4150284084669735,3.148378092990674,7.083084409284177
32,1,5.317777797389572,0.6189296052510823,6.940979703215447,2.67867050354082,4.563996535075796,3.569744083045272,5.112118623534077,6.096219220223067,3.824774432827998,2.0980119714579724,6.838005373049007,6.368391545675279,2.845827601506696,1.0416276169736736,1.9816384974065864,2.9620040832656658,5.4495190853832,2.925535102771363,1.4414339069649835,3.4752994091084215,2.4605563962096912,6.3434163758466715,2.8185538907046253,7.215242571534555,6.097650703740347,5.066855841340602,5.516471409551537,8.735386541043528,5.871082973118585,5.386278671682954,5.093390484935006,6.361805586810884,5.462755020072865,7.490876730555807,5.265242905574876,3.027155073264081,6.972280456574044,7.8147498063771135,2.7719470368551073,6.010911107160258,5.785264485149249,4.252997213768514
33,1,1.4954213288184528,2.521894267823715,3.3610151334137406,3.838472910310336,4.979441170874589,4.555613253999696,3.4980732012838636,4.998450243243645,1.2577583026484473,1.555441480168413,1.1329179954204607,3.65178159480775,0.7989822013538355,2.9342432969920496,1.3473509785694087,3.318680487103242,4.055745615942896,5.121643507267062,3.3058987042035044,4.305326508979572,7.15827932800266,5.953260800445979,3.8204157861456056,5.157076405524923,3.8962640494938543,6.6795575811162635,6.834606935893497,3.2801151107673676,1.1045302093853206,7.5796759951699135,4.770189675379926,5.741709218648387,7.181820131036024,6.1652071618427495,8.250416536596095,6.567562060550837,6.361116244134891,8.05565507234428,6.241126170292008,5.1715150966262176,5.879034462831875,3.603186565661604
34,1,-0.5501255210886162,4.2960562000741405,0.7152813639417048,1.9022969446544566,5.67131962778407,4.715657435950497,7.143582946852872,5.958360602509207,4.094806654410834,3.8433789303338752,3.1681143539671375,4.661460630404302,2.766990105329856,1.839524632373528,2.7600865418851463,1.3326337150400551,3.7585351034523504,4.100924646321192,1.3132443015212445,5.9193357579783,5.458350798179422,5.961506696837559,5.206193791528171,4.033051659634116,6.796193599451752,9.500911071187716,5.355264238139522,3.8492299880552774,4.055126142133618,4.887191950025288,7.583331170702072,4.796257836714754,6.242715587969765,5.403603063347862,4.718275030683118,8.004459089197344,4.56603254183554,4.581198550103462,7.889219523089501,6.602149158323741,8.094779160998838,9.604773873425046
35,1,3.361215693437719,4.962511845529067,4.756179231034724,5.585703022284469,1.5486489886942088,5.671618748594189,3.885969666744024,3.9179509769524015,3.3826828026930493,3.041573244936737,4.451420109946529,1.9579236157578215,1.3086701002673091,3.7638328566161583,5.265291260786556,4.669709862828112,6.345866594443868,2.63268123839551,3.9366867999444777,4.539453474403069,1.9914320713272662,6.120121197565282,4.398773126179759,4.346909437743819,5.884196550855998,6.3156531528670055,6.083965437300111,5.113121308701333,5.02087855000849,5.240583508436097,5.662834599151902,6.868733804402176,-0.740108876357816,2.749176580133185,8.146465903513283,5.275872424795902,4.081530603850331,6.731839546446493,4.767958358238427,5.539738216481844,6.47766125382281,2.891413526670142
36,1,0.872711844061684,2.0420081323356642,-0.22388890282410534,4.23477919693434,3.395764569249737,5.693409217589587,4.537085331719988,2.476434272340586,3.392710921804197,0.044726359782956956,4.905438625635292,3.5996407114493114,5.65107290091635,2.143156661773678,1.1932014759010863,2.625124798937615,3.5041346704899174,2.969203831420126,7.471968067067344,6.7211083590184835,3.883350513183329,4.173299295797188,3.4318581399574954,2.4612460937929623,7.06599045234586,8.160618235525341,5.693251874793771,4.706076680935458,8.885150857224698,4.266069724066398,4.2455546691846715,6.1523044685455766,8.632775703609875,6.365028087188734,4.0899729408429,3.6441192336114048,5.1828900091328105,3.011628196929919,4.921363974941413,6.5823439856957515,0.1719325171817139,7.370099362818819
37,1,4.385270712575892,3.91304699625278,4.522038768621839,4.050020571879357,3.9997637230282126,6.25045820412415,6.229599819673486,4.275595638891465,5.312614588455502,2.879768877212335,2.2161714813342828,3.6921261793469484,3.6326213202743136,3.880499654597561,4.625805237655857,5.175812110130796,3.1009677619164724,2.73876101263708,2.995731925869774,6.996595389236351,4.419482447638702,5.031334897177784,5.642814689458861,2.858943805600057,3.5469812039543585,4.4606070093813255,2.812679787522653,7.4690520991061495,5.149153906488399,6.739163912321794,5.0410185591113486,4.633158133862997,7.088325265550321,8.20442777036172,4.984620178515427,5.548010072903496,5.81264412164858,5.453105892174313,6.548020783486726,8.456139437023376,5.157187705671231,6.6557698707314135
