iteration,chain,data_log_copies[1],data_log_copies[2],data_log_copies[3],data_log_copies[4],data_log_copies[5],data_log_copies[6],data_log_copies[7],data_log_copies[8],data_log_copies[9],data_log_copies[10],data_log_copies[11],data_log_copies[12],data_log_copies[13],data_log_copies[14],data_log_copies[15],data_log_copies[16],data_log_copies[17],data_log_copies[18],data_log_copies[19],data_log_copies[20],data_log_copies[21],data_log_copies[22],data_log_copies[23],data_log_copies[24],data_log_copies[25],data_log_copies[26],data_log_copies[27],data_log_copies[28],data_log_copies[29],data_log_copies[30],data_log_copies[31],data_log_copies[32],data_log_copies[33],data_log_copies[34],data_log_copies[35],data_log_copies[36],data_log_copies[37],data_log_copies[38],data_log_copies[39],data_log_copies[40],data_log_copies[41],data_log_copies[42],data_log_copies[43],data_log_copies[44],data_log_copies[45],data_log_copies[46],data_log_copies[47],data_log_copies[48],data_log_copies[49],data_log_copies[50],data_log_copies[51],data_log_copies[52],data_log_copies[53],data_log_copies[54],data_log_copies[55],data_log_copies[56],data_log_copies[57],data_log_copies[58],data_log_copies[59],data_log_copies[60]
11,1,2.4113731260213536,0.7503540817898973,3.0147786623053427,0.22780951290506213,2.6871145299604673,6.2627994283834685,1.411208718641653,-0.6650110074506794,4.639361345315692,2.546812910863148,2.602688677847511,3.9044444871080612,3.0013018427189597,4.805305882219229,5.737296527626068,1.1197339890438096,0.7629028406263667,3.291666550133688,-0.38556576514760543,4.635211089997952,1.7815779254054236,3.7562835222735536,2.4431243973445285,4.991185425264432,5.205606863142119,3.157667692682788,4.514233456037356,4.942996772063795,3.6243521804312566,5.4146184135773865,4.380002830015378,4.189379703182469,6.41938942846251,6.985710501292537,4.29423577494175,4.393935512696144,4.791026905054027,3.7846905076564075,4.218886997653254,5.554965892464387,3.2317849176791604,4.832833135187868,5.008339038788633,6.554484392465815,4.502516390138544,5.5995802574961955,7.115889873881264,7.700891465784929,6.105062675821125,6.551804437473414,5.768470084520958,7.836288799180888,4.863501613688217,6.836749321092951,7.775917205419408,3.0214108836767424,8.230094861808272,7.042427006706083,5.178139185437076,6.408490569171942
12,1,5.78662430340006,4.579492154772076,2.1711114857503593,3.0961174152552555,3.40119957548655,1.8557586915068631,4.736360145821813,2.7770462636741304,1.4106485271467357,2.827251565632215,3.832302701254923,1.8679323427119077,4.828025491950861,4.027370856843283,4.611712658096431,5.00277892908559,3.1634354229567307,3.584480067020988,5.430536332402532,1.6118709021897542,2.4401499905054376,2.837967338870301,3.2358827983327,1.0476441853257834,1.7081726059052231,1.0454375881994464,4.997109144258031,1.1310079882528188,3.4637125450357473,1.8768373752127891,1.479710829607172,2.072618711967002,3.790643049134656,0.5019237815764503,7.394247572054593,4.35595765214207,3.003782748144812,1.4264959341397914,5.5980630898817765,2.80842462358885,0.21606497474725206,4.674249703014279,5.289782293454791,5.561248380234344,3.477380065340835,2.505532189358841,6.756418463620646,5.388672430967373,3.506928333758445,4.623084182428857,4.105212716757591,4.447490825104224,3.4823980729259945,4.773228579083068,3.4567897993589285,3.121771678928183,2.7234223399287814,2.6677085710493778,6.7702295310297735,5.839020538662162
13,1,1.8930313816116595,3.926540451280281,3.980515700661424,1.902453774082587,2.532414630459616,5.83161502228003,2.9669874472741444,3.6800163062961455,2.5367976371308094,5.337820073126832,1.8922718296252048,2.5058318564669535,3.3429608218316327,2.9870499212197448,2.3127284588966295,5.093062682601104,1.8549478687410397,4.520683458874007,3.557993054945504,5.5637443170951,5.188101830324292,0.3766526814636002,3.5114687279642833,1.0941266035897323,2.2320372117133633,1.6835268602329414,5.885553243989435,2.8721163343089176,2.6847521065196966,2.7264762685956043,2.9848355553352386,2.137746951744053,4.095307704628439,2.6862145137021383,4.179004032343035,4.470374097106912,3.6181086707421826,6.478960821863774,4.7865600601200615,4.0956285770371315,1.3520829040548281,3.497750825739348,4.268023627772084,2.593969583881454,2.7192081975857247,5.5025972942005,4.8763317037521965,4.88799808641773,5.812661299410442,4.265742598736661,5.812426193077734,2.843995287714734,5.9832069945362125,3.566305895294541,4.518912410583788,2.5047156867662137,4.225107760072414,6.014415004136885,5.689761923710749,4.131030965688494
14,1,0.22042858448785108,2.7549348607903568,4.39857589800503,5.538632906219034,4.146513833630516,4.234194232388337,3.642981709990947,2.9728117259535862,4.897301566783256,2.258954040363582,2.0781819878580325,1.9607514208862205,1.037062937217292,2.7656389311051957,3.8679575798353687,3.3047781002265313,4.700728081379863,1.0068963761844798,2.9067517565429055,1.4657523653571298,2.930668271197675,0.8309435309762707,4.291556450537482,2.9274663384676645,0.7651518624987792,1.3713783373583466,1.5758335223467794,3.542999938247709,-0.649205192416678,5.309307430576042,3.356300742266488,5.25904335281814,4.716036308309358,3.812229804390384,4.0851737609710295,2.49616380079917,6.087286593386053,1.731499976672454,6.524571017499122,5.588340396125132,7.810958224775385,4.192188476047859,5.186971445960131,6.327824198683024,2.353634024696085,4.343969793488578,4.325532269380335,4.219032790437821,4.364239621740404,2.6705608660813382,4.841114848153859,4.766724624775623,5.949455164545366,4.751730594700798,4.251014867425996,5.68942092992854,5.943153806872545,5.287801391749785,5.912871846118547,4.02020275766899
15,1,0.08200596137624849,1.3517385975380276,2.3213837541905376,3.207643821688418,4.265515071106966,6.072198673597167,3.444805899801618,5.299724306273511,2.8701966439934377,2.619794465976324,2.6171498095104804,1.246260670007462,1.4339578275183171,2.768087296730332,3.03530348525179,0.16303345088878274,3.7907892709620135,5.601447124714997,5.107468962317145,1.9148822262690617,2.101643847130067,4.789101956476493,3.1190517614943793,0.8892322410869598,2.425285713096708,2.141478962609199,3.1564346032557187,5.129360995791349,4.234205459505366,3.250813961526901,3.4822804501729303,5.366409444144144,4.106275423660435,5.689549434760314,4.931049862792637,6.017492210555115,5.648377813729021,4.099853096308832,7.919358419694536,6.417630040212174,6.970363862412746,3.144228064716211,3.4197816055873123,5.489920707103178,6.916474563315662,5.061150956858589,6.068126622463215,5.1146428550989995,3.0304594381103396,10.53013883525,2.568787256531236,3.204365652497342,3.6994980186152993,7.3981947120081335,2.404599037900882,7.9821265673383355,3.4557909083484284,4.824061481940291,4.312985573409497,6.18416337245183
16,1,4.96099401161077,4.0050147335324375,2.8511296235591246,0.818832252979758,4.444145054649612,0.18821379496545454,2.412561064638289,2.4106867092798487,1.195373707594305,0.9146933420996597,3.059871360250561,0.5063074837992318,2.9488139728661866,5.278558954851684,2.0983055062905653,3.3402912503997166,0.9440759430385428,3.5475858135117324,0.79095840164416,2.596389963388021,5.376407100977131,1.1438203470427706,4.068559321595667,2.2820237341337313,2.8541242683860064,1.6066811882388583,3.6636440131789025,5.3384479088372725,4.871548891713571,3.7436301424218543,5.638738190880079,6.085112459202281,4.616656075140375,5.97432147093205,4.138617696710399,4.434404249361516,4.470468546795686,5.278474203246807,6.579274094902667,6.584973400880143,5.401843262674782,4.684165006562022,5.484320434774035,6.066901985104393,4.493985948377054,4.338432253426811,7.11061970256302,6.448405092388194,4.536833605558217,5.107647350916812,2.7731256151740853,6.858908841899499,7.0663890472725015,7.888706020409822,3.7129389816955403,4.9870918326006315,5.910520187196311,4.73544423196325,5.527764811799724,6.124171398284568
17,1,3.1144868903648595,2.2998866122875903,-1.7970957555984128,4.251675685321787,1.2494236698193202,1.0993941289907987,2.4272748901648193,3.530475952328874,2.4114752968797912,4.099478610267288,3.187378326574521,2.4402692796804275,2.1198130811728024,0.4456098667459836,2.1841232057376683,1.7897034633339484,3.31575429501043,2.6954249397617085,6.357140205971239,2.3068717304432966,2.6737690530684923,2.2075467271969176,3.0587697014074626,3.119101339560083,-0.07645545576007784,2.8371787588507105,3.480177394364465,1.3623319448055997,3.086510653989754,6.728585193544598,3.913404109387516,6.3435622194687,6.468441834642252,7.990967285345249,2.6777919351299158,3.795130168972039,5.057250766884432,3.683145599139965,6.199530449796335,1.4006658812778618,1.9392132334836019,4.028797089985265,4.0933438410626035,8.519345866873175,8.071052349443422,7.008690388556744,7.70824803535279,6.716614407370436,4.44936770100044,5.400083149913769,4.202769231252363,6.730950314173104,7.473866737029535,4.455645790527378,3.7772869076284783,4.594119535977329,8.026487361718129,7.980439776229963,8.792837779030325,8.72035183319683
18,1,2.430493361099968,3.3574258890808215,3.395464859250132,0.720419745451208,3.2281278653839225,4.214402036494752,4.928242073291565,1.8843988648100203,1.6210853296796501,2.388752600060588,3.1164074215475903,1.2189148152264373,1.813390362355595,2.5705549259558893,3.3324079824106962,5.470444547493698,3.0367005971084726,3.4076466784596584,0.17839612368112778,4.894771217111211,2.3327624406466043,4.443932965710109,3.323090693371445,3.7612292674472405,2.473326080835118,1.1586008006804405,2.134785585789724,2.163896032275999,6.378268341125441,1.43729227052392,3.29971396576382,5.039399741147041,3.6372339788209613,4.679401904579087,1.9424388290372914,7.140126086188403,2.361017548552287,2.48219934730462,2.886649184112181,4.81515375337193,6.401610023798119,5.200952354511482,6.778867850843652,1.5801868048114671,4.706125705374408,6.451795676453131,5.259399034057939,4.58325391480208,4.189750223011504,4.349995586603367,3.889410381725538,4.2090044747790385,4.848351441694679,2.971568203158032,6.135256713374578,5.263166695518206,4.706500355103141,3.5360473901331373,2.801877158351708,4.960556609495757
19,1,1.8909510798192175,0.8648776743012392,4.145229759631966,3.8839944344391357,1.9845756055791182,2.077722722283258,4.637775425847412,2.83562784318501,2.4399326667941974,4.0699241268392425,0.008367478299043718,2.8534905838012534,2.9027804147507705,0.876678468290617,2.8115294302517135,2.355431244412236,1.779494554429598,1.418047647992449,3.140650839512858,0.7105201785457864,4.854477612575684,3.511044195868579,2.2598991757072557,4.508057567218022,0.13520577223126562,3.2115775018149826,3.3265315319252555,1.261966460818842,2.432423554728589,6.380517402535222,3.0609037772189542,3.7133546465223866,4.154485191994553,4.939564225285945,4.590029236801965,4.969385905355162,3.4131350055602976,5.300038657867871,5.252587956781902,5.375579076683801,3.48869316084704,4.172508978438386,4.805774829514182,5.307087836790415,3.809664204927791,6.164014616501132,5.715280180915235,3.3100479892594716,5.325786451344921,2.0283791723095987,3.9352425782286007,4.92777668720001,5.997153723325844,5.611584195017417,6.1134508634706295,5.8260460036179165,6.456391744669497,4.101660706647553,5.579302586541783,4.997355403465901
20,1,1.7532377090493254,0.9844950514166877,2.0740990139975564,0.21137891532831388,4.900914155454924,2.5559326462297456,3.2553694072064587,3.5243654954141572,-0.32407269457064025,2.016495488553252,2.4648397541300495,2.6015260245289986,2.8292375060119173,4.021295859800883,1.9174577961281212,8.289920911073223,1.7435135474685686,6.863790439853679,1.5416275474115837,2.2911439213101823,0.8037140464053709,2.4512293590146417,6.520353544832112,3.138226235466167,2.9997628818448883,2.4375480252390402,0.54058598360727,-0.48525382970113595,5.313197275857062,3.169989373711097,4.165298890386302,2.5230502339556895,6.342801093022928,3.5642540136980445,5.99646821950242,2.460029473634445,3.9822726915778954,7.298706542026224,5.402935659838183,2.4404921675988462,2.655723882454716,6.572090315096711,7.224755966389619,4.521069141062568,-1.1172661488678663,5.82885319118901,3.836999077036893,3.4521725470137863,3.6708969452677107,8.796143872522768,0.3138313705055591,3.927710501604721,6.408712467801207,4.489823566046664,3.7699151539394404,3.1211982402340643,4.975128152580293,5.498322888102201,3.761092208341831,3.093539031166044
21,1,2.9440290399807423,4.286908597294497,4.195021964320041,0.7924239760770555,4.438610737884085,4.157261493878096,4.652930597005965,4.416394125705104,2.0622129141136356,2.8234662132996187,3.4495891052039953,4.588705356201471,3.0682163618956255,5.527091659458337,2.86401204217352,4.054450299776794,2.317981454487492,1.5419902157039977,3.5963315085724523,4.061974034580892,2.863828757162226,2.7011875229341946,0.49921410418771384,4.709804241540119,3.675937129507055,3.254792218032161,3.1745092882768993,0.9950956616348652,3.91808846139825,3.6404687169987295,1.0313854242062952,1.3170652968997891,4.356925603612714,7.211778927863607,2.9992165305291385,7.418888285658362,7.735715458731107,6.569072534453339,5.973249773739321,4.0346583877438675,4.695545349525412,3.749318604570056,6.451712102073898,5.302348887325166,4.21785813146518,4.320215535396552,6.309104977358471,5.295767631475009,7.356336094464623,3.9591800471473357,6.596119353891698,4.632796550282293,6.922834625321157,3.6329530671317753,4.351925108306668,6.099849602985219,6.602783361403322,6.675848564834874,4.675281013110903,5.50871767961975
22,1,4.263831231234181,5.796139391804973,2.332609657076353,4.4648068894991,3.861929252766953,2.073801455688411,3.2497039886658414,3.1712812910971304,0.7802522839155301,0.9473163113426557,3.257898892797295,1.2942995097930436,-0.4571321988899819,0.15665106142472895,2.181493679147621,2.5998265333623167,2.953467221659724,4.33396176835498,1.0360399592006422,1.1772094846287875,2.4034881410541824,1.7753640496590355,2.7494175526931186,2.5461365919132914,2.3288191854574425,0.24663550153309188,4.162372209367893,4.890001050043748,0.8919967561162099,6.412580360762525,2.188325313276973,4.7454857367226335,3.2024297240854596,4.731033852164768,5.782531316525481,4.966461626571148,3.6730091232387947,8.39417289750045,7.961076763525986,4.471688211963115,2.683596233108373,3.6152146400186913,4.145333780271034,5.921636198884539,3.4201864966586566,1.913759547119831,3.583293440400534,2.577610113985505,6.372906786459908,2.800221298246633,7.157656078819618,5.988183646067743,4.857205580650384,5.3028069541002765,8.449904607047696,5.541778943640995,4.914007692451464,4.544137366059132,5.801227981825604,4.8531886027181
23,1,5.0589838238405065,2.9685159999080675,0.8345051885208843,4.353045243762435,5.060002189479814,0.4527769404880453,3.2830442527659587,3.0768881007621482,1.6769720652638573,2.0955366276970304,3.0804580939491597,2.3326709389926594,2.790801295697627,3.8855833298261704,2.337460910577333,1.322729922782737,2.73053516317156,1.4326562874765152,2.2454027558456766,1.9078108584749274,4.330930895347184,1.6296315572751385,3.678457599572136,2.170841799420102,3.6613038089707493,3.1729978527770313,4.3078481174927745,2.5656043955042342,3.0617460397724225,6.000622390402729,4.844382834616422,3.2467869796353135,4.529339774837456,3.3195649165013643,5.924332512589874,6.172900463529414,2.872970278767532,0.6489517440173205,6.656649401519454,4.080763500009826,5.012956075856841,6.245078855624547,5.392453496033533,7.276085398636984,5.511362629393965,5.500009317435204,7.035563493794875,5.294486453324518,4.4574312449698335,5.136310331875292,2.9525884209791298,2.74515937260269,7.0346436449069785,2.7219152922904124,3.915417184230223,7.2514793567736735,5.487339485095643,7.854712953420717,6.8056411484893164,7.1200583006082
24,1,4.353343930101587,3.729171093993081,5.130220920877713,3.1452217161859184,2.275078360401676,3.1387448283256068,1.2025135922896528,2.870816377184522,3.192044492413083,0.5200375155571813,4.407212644739246,3.8611249760596364,4.333183262763796,3.48954696482189,2.361563983936531,4.953929597674382,7.251283224689149,3.3618586020059396,1.9489049832397831,2.059778639317063,2.437171202087165,4.966675207948606,2.3518572827893642,3.579298213439314,2.7920471411943084,1.9254093662160197,5.084366518040225,1.8584523446509298,2.426929307182112,5.713881825789607,4.144608833813297,5.788303368643413,7.204972672891325,4.199999866402379,5.6825277058343335,5.714014837484198,6.503256150375357,2.9357538849828346,5.691689736848706,4.177081819669318,4.205343367736124,4.209968482211039,4.48513910030896,5.785020856805304,3.5815441835303927,3.1867390058226794,5.356340557425503,6.683163585728372,6.575255159881296,7.76873649368585,4.487433578415199,5.797347248686675,5.947914090972682,3.696254328158579,7.402212830262192,5.732975145579378,5.687143748613338,7.128449137808145,7.2683699496432785,7.0636299478322435
25,1,3.963942577272035,3.7394155538403213,3.608299109182108,3.7975816021360815,4.788274001212238,-1.5819115443054752,1.1900318701859114,5.50068711328214,2.953984674195204,1.9039866427711918,3.9591416510012065,2.2231395644565657,2.754176948757873,3.5247166588485443,0.5644313459655486,1.4325073360607425,2.429890373700027,-0.9643688870965899,2.8115233256217915,2.1412609108446437,3.2983587612442227,2.319107949489066,0.5740136490942684,3.5599800323390474,0.8875686326793484,5.014724676853117,4.0333266415437325,5.7223867294384245,3.4013578600137477,2.8384424860042987,3.4075934474626313,4.152515563506646,3.699501088243066,7.512736797357245,6.546977926065418,4.230989146559151,4.5562401302723545,3.8143669300895557,3.107096401488409,7.081801359979961,7.8495602965152,5.7600328369775955,4.996479100479828,8.432420247333395,4.276637944948757,4.36621182704139,5.980972459123252,7.985094786298889,6.2002037186069465,4.175879605760399,3.650957975060279,5.121373500237545,3.1841788517075513,4.801468206107791,6.220737815503567,0.7919814688281761,6.887860670906768,6.590251400217413,6.181840275683493,6.279503700245268
