new_time,name,value,.lower,.upper,.width,.point,.interval
1,log_copies,3.6260288839869976,2.8358625693941724,4.495582100907901,0.5,median,qi
8,log_copies,3.517212233836757,2.719319680649068,4.317468636585531,0.5,median,qi
10,log_copies,3.447445602482765,2.6810917947062674,4.223020389641922,0.5,median,qi
22,log_copies,3.217183438984796,2.4259409164422165,4.044065018786862,0.5,median,qi
24,log_copies,3.202540977283511,2.358683376529788,4.0103994825999045,0.5,median,qi
29,log_copies,3.310934964520671,2.468323743841596,4.064144766038503,0.5,median,qi
31,log_copies,3.2089632922597175,2.3930399755106047,4.055038813236975,0.5,median,qi
34,log_copies,3.3475945147942445,2.5338376317959455,4.129114405616895,0.5,median,qi
36,log_copies,3.2977326087237406,2.504943845210129,4.0901064282327715,0.5,median,qi
48,log_copies,3.6386638003364897,2.8498625482499516,4.449202982490458,0.5,median,qi
50,log_copies,3.7293366373562513,2.9364459679666863,4.5221940471096325,0.5,median,qi
55,log_copies,3.8084303275999227,2.9517395770421473,4.607440073884065,0.5,median,qi
57,log_copies,3.9248360381160463,3.10427056887995,4.713471218866996,0.5,median,qi
59,log_copies,3.957711694948638,3.195562041304715,4.791724852204181,0.5,median,qi
62,log_copies,4.022575439242275,3.184182767478488,4.825207340532841,0.5,median,qi
64,log_copies,4.1366140236647375,3.3421008233507714,4.972464524706057,0.5,median,qi
69,log_copies,4.23516087687161,3.3990163764334387,5.033432461905826,0.5,median,qi
71,log_copies,4.219706620217372,3.459551278353009,5.056753723954275,0.5,median,qi
78,log_copies,4.417955810348417,3.5788401132163052,5.167612332244554,0.5,median,qi
80,log_copies,4.420148207938158,3.634764044491232,5.247070270778787,0.5,median,qi
83,log_copies,4.423730049260729,3.601839979568642,5.211668907146906,0.5,median,qi
85,log_copies,4.439946452644906,3.6770552616142127,5.25947373593349,0.5,median,qi
87,log_copies,4.444961484896377,3.6447925187248202,5.260061191341954,0.5,median,qi
90,log_copies,4.390867356947258,3.6018407720069154,5.191396459697877,0.5,median,qi
92,log_copies,4.403988463730368,3.618640589763231,5.222852360373498,0.5,median,qi
94,log_copies,4.416808355313206,3.600903680522488,5.237920885030474,0.5,median,qi
97,log_copies,4.363761818491087,3.5169480528256045,5.170040799994734,0.5,median,qi
99,log_copies,4.305777372213334,3.491953495384246,5.1310129584198965,0.5,median,qi
101,log_copies,4.296154211447246,3.493606301408018,5.108551412984914,0.5,median,qi
104,log_copies,4.207920282745098,3.388878628409274,5.0016662738833375,0.5,median,qi
106,log_copies,4.174321508356039,3.3778333429237706,4.931030106160452,0.5,median,qi
108,log_copies,4.104978322752805,3.3119556706603976,4.931819047674147,0.5,median,qi
1,log_copies,3.6260288839869976,2.119857283707311,5.230170550016191,0.8,median,qi
8,log_copies,3.517212233836757,1.9200546374108272,5.086146385812431,0.8,median,qi
10,log_copies,3.447445602482765,1.9669279537661908,4.933395005453309,0.8,median,qi
22,log_copies,3.217183438984796,1.6696075251466906,4.782116403254458,0.8,median,qi
24,log_copies,3.202540977283511,1.5673199256024835,4.744302949659917,0.8,median,qi
29,log_copies,3.310934964520671,1.721384594269644,4.774943220770335,0.8,median,qi
31,log_copies,3.2089632922597175,1.6535742436325251,4.793751633531033,0.8,median,qi
34,log_copies,3.3475945147942445,1.777634794216073,4.843777209106355,0.8,median,qi
36,log_copies,3.2977326087237406,1.7825535295970492,4.801951366819432,0.8,median,qi
48,log_copies,3.6386638003364897,2.1022853824113037,5.188834860762865,0.8,median,qi
50,log_copies,3.7293366373562513,2.2303907037958406,5.287179924930055,0.8,median,qi
55,log_copies,3.8084303275999227,2.286034579944542,5.299564408772143,0.8,median,qi
57,log_copies,3.9248360381160463,2.2511808074205053,5.3760082775427485,0.8,median,qi
59,log_copies,3.957711694948638,2.374649466171288,5.4704800822139354,0.8,median,qi
62,log_copies,4.022575439242275,2.398953508204486,5.488706277481366,0.8,median,qi
64,log_copies,4.1366140236647375,2.5848872109208316,5.7132804106658766,0.8,median,qi
69,log_copies,4.23516087687161,2.6186728902111556,5.736335391766358,0.8,median,qi
71,log_copies,4.219706620217372,2.708492362938361,5.8369277319226045,0.8,median,qi
78,log_copies,4.417955810348417,2.8294574943777393,5.894231860225144,0.8,median,qi
80,log_copies,4.420148207938158,2.8554571833868407,5.903894870439515,0.8,median,qi
83,log_copies,4.423730049260729,2.9048537732685613,5.944208805587421,0.8,median,qi
85,log_copies,4.439946452644906,2.9738373320700617,5.990820923832079,0.8,median,qi
87,log_copies,4.444961484896377,2.8874083992293,5.94601999826725,0.8,median,qi
90,log_copies,4.390867356947258,2.9097624314749133,5.941226845978919,0.8,median,qi
92,log_copies,4.403988463730368,2.9125543174435697,5.977644187166137,0.8,median,qi
94,log_copies,4.416808355313206,2.8740460911299452,5.930280894164795,0.8,median,qi
97,log_copies,4.363761818491087,2.8191002556086695,5.871702220606839,0.8,median,qi
99,log_copies,4.305777372213334,2.8011429149323073,5.789829605262482,0.8,median,qi
101,log_copies,4.296154211447246,2.7448912339002782,5.865565076190947,0.8,median,qi
104,log_copies,4.207920282745098,2.6020523404412734,5.719251026328283,0.8,median,qi
106,log_copies,4.174321508356039,2.635198408333076,5.7257507036960105,0.8,median,qi
108,log_copies,4.104978322752805,2.552677768426781,5.753239993794956,0.8,median,qi
1,log_copies,3.6260288839869976,1.306354686123726,6.062668357762317,0.95,median,qi
8,log_copies,3.517212233836757,1.1118723875840124,5.926852479534803,0.95,median,qi
10,log_copies,3.447445602482765,1.1716590227757693,5.771095721474527,0.95,median,qi
22,log_copies,3.217183438984796,0.842816632448906,5.67107428725561,0.95,median,qi
24,log_copies,3.202540977283511,0.7614161098687151,5.566944439772254,0.95,median,qi
29,log_copies,3.310934964520671,0.810867612391406,5.610786307336606,0.95,median,qi
31,log_copies,3.2089632922597175,0.7890055051937848,5.682814788960975,0.95,median,qi
34,log_copies,3.3475945147942445,0.9684899975259407,5.652559255601029,0.95,median,qi
36,log_copies,3.2977326087237406,1.027452751703495,5.639789930285526,0.95,median,qi
48,log_copies,3.6386638003364897,1.344269468160755,6.024903924067989,0.95,median,qi
50,log_copies,3.7293366373562513,1.3690090392961634,6.066391074053535,0.95,median,qi
55,log_copies,3.8084303275999227,1.3957921770159312,6.259674431078842,0.95,median,qi
57,log_copies,3.9248360381160463,1.375228208172446,6.3233555839931475,0.95,median,qi
59,log_copies,3.957711694948638,1.3740151172765591,6.284165799801353,0.95,median,qi
62,log_copies,4.022575439242275,1.6512773125970488,6.282043875148196,0.95,median,qi
64,log_copies,4.1366140236647375,1.7725387916659554,6.537110944106162,0.95,median,qi
69,log_copies,4.23516087687161,1.7279822334618293,6.592967655746051,0.95,median,qi
71,log_copies,4.219706620217372,1.867989245814619,6.679907993092402,0.95,median,qi
78,log_copies,4.417955810348417,2.05469087997439,6.728719682541807,0.95,median,qi
80,log_copies,4.420148207938158,2.0258611041281513,6.669521422403542,0.95,median,qi
83,log_copies,4.423730049260729,2.0334754110443503,6.663266039130388,0.95,median,qi
85,log_copies,4.439946452644906,2.0367023315354453,6.757280881714112,0.95,median,qi
87,log_copies,4.444961484896377,1.9923573353931296,6.718709449023384,0.95,median,qi
90,log_copies,4.390867356947258,2.1528650425042963,6.80997923789986,0.95,median,qi
92,log_copies,4.403988463730368,1.9914174865755219,6.828881600373735,0.95,median,qi
94,log_copies,4.416808355313206,2.100903818273338,6.786608693932154,0.95,median,qi
97,log_copies,4.363761818491087,1.9826865831806935,6.75331806136317,0.95,median,qi
99,log_copies,4.305777372213334,1.9725047943720122,6.614943576734074,0.95,median,qi
101,log_copies,4.296154211447246,1.9842564326224226,6.712643116855813,0.95,median,qi
104,log_copies,4.207920282745098,1.7461932361096364,6.5249949874254085,0.95,median,qi
106,log_copies,4.174321508356039,1.8970668517197675,6.586936461584633,0.95,median,qi
108,log_copies,4.104978322752805,1.735014548706244,6.599996800422647,0.95,median,qi
