new_time,name,value,.lower,.upper,.width,.point,.interval
1,log_copies,2.6377099086097195,1.6793032995067265,3.6541929512577855,0.5,median,qi
6,log_copies,2.6594877293005634,1.6919753856407855,3.643132979909989,0.5,median,qi
8,log_copies,2.7516228542240486,1.7035583820292473,3.7419365921662187,0.5,median,qi
10,log_copies,2.656494497272348,1.6728293814470048,3.726894628161836,0.5,median,qi
15,log_copies,2.7443145647777496,1.8130224618358377,3.7707974355518816,0.5,median,qi
17,log_copies,2.841797187436587,1.8220180947907436,3.7890021375739265,0.5,median,qi
22,log_copies,2.981236532264452,1.9166662554664378,3.978861798834958,0.5,median,qi
27,log_copies,3.1524004925847606,2.130205666077636,4.055907846918558,0.5,median,qi
29,log_copies,3.1828418572885804,2.1893696633972017,4.188591986668815,0.5,median,qi
31,log_copies,3.183260350603996,2.188333254436748,4.158986409182628,0.5,median,qi
41,log_copies,3.491746793429235,2.475096920160381,4.470315550688431,0.5,median,qi
57,log_copies,3.9195946465632483,2.966777806580022,4.891000517267876,0.5,median,qi
64,log_copies,4.20729957283354,3.2028770308178016,5.220716368930841,0.5,median,qi
80,log_copies,4.678756752445191,3.638892769998713,5.682939256919221,0.5,median,qi
83,log_copies,4.808834297275751,3.8232893201465705,5.821388992871281,0.5,median,qi
85,log_copies,4.959924275079867,3.9733598366954395,5.9580000389961505,0.5,median,qi
87,log_copies,4.862344333786949,3.8703908135846645,5.935467466091282,0.5,median,qi
90,log_copies,4.988979605757584,3.956860178432315,6.032716200423735,0.5,median,qi
92,log_copies,5.022354107358625,4.021383184710171,6.03261557019486,0.5,median,qi
94,log_copies,5.198030191099064,4.167818307375742,6.177452017294051,0.5,median,qi
97,log_copies,5.173524065324265,4.1981418935122665,6.164519928254711,0.5,median,qi
101,log_copies,5.289979559510732,4.326773346479856,6.308700587454414,0.5,median,qi
106,log_copies,5.401245699334841,4.403015063315252,6.403059185731765,0.5,median,qi
