iteration,chain,data_log_copies[1],data_log_copies[2],data_log_copies[3],data_log_copies[4],data_log_copies[5],data_log_copies[6],data_log_copies[7],data_log_copies[8],data_log_copies[9],data_log_copies[10],data_log_copies[11],data_log_copies[12],data_log_copies[13],data_log_copies[14],data_log_copies[15],data_log_copies[16],data_log_copies[17],data_log_copies[18],data_log_copies[19],data_log_copies[20],data_log_copies[21],data_log_copies[22],data_log_copies[23],data_log_copies[24],data_log_copies[25],data_log_copies[26],data_log_copies[27],data_log_copies[28]
11,1,4.6412866958191685,4.246228343140779,3.358962631420168,4.95816592206316,2.113320804769995,2.954634825151694,2.8646992673513068,3.6275489449404485,3.7843508099036103,2.634652446316178,2.671869094844206,4.633997865075479,3.341566451702703,3.770310965237701,2.9634629201675895,2.4109776131880274,5.848991112010091,4.105537662071165,4.714607417492116,4.949231443091159,4.739638035622062,2.8335203786341547,4.139635957759625,4.357801521267053,5.309701234081955,5.768481751599752,5.096387405304544,5.169116149075419
12,1,1.1786329116232526,2.343433569170739,4.049774559746763,3.740356818616809,2.239906719770883,2.0098039809388926,2.4052817247223865,3.074274327392783,3.4043817212700787,4.761187698354366,4.016414315175002,3.0424207478037815,2.5165694382802815,3.1573676237836508,5.703943093097102,4.0610341052933006,4.241908257083996,3.842401025091057,4.254270547412678,5.0038709440685345,4.838392702163447,3.6918952932600377,6.2219101731502775,5.125678655700235,5.292379438835604,3.9536182609733803,5.201578210327112,4.768350808835703
13,1,4.431586727693152,3.274973940910198,4.2043873119983335,2.654523045570787,3.399612289455612,4.847963625234014,2.319764738660912,0.9811590962914194,6.184837092091538,5.0976400199641745,3.683652021219491,4.415933877568177,4.777765556974922,4.942571980463656,4.97519425033636,3.7203549495694057,2.719485572851669,5.408694644029197,3.8017172973119093,3.937607258422685,2.7197068840162637,5.368980483443098,2.8680558571257544,4.507552057149609,5.17155602536701,3.749799395010636,4.631399326367723,4.283947044060693
14,1,2.8008277223516065,3.279904395377475,3.4386498107287715,3.640847403194787,3.8208973881052692,3.17875822626316,2.3914819380477663,3.0978744429845033,3.325636172128974,4.36245194017856,2.8004664147172322,3.830276879911394,3.5930263106780704,4.09399509091236,1.7570303861675374,3.483574425429323,3.1279188965924383,3.344658384004755,3.202629135504693,5.448455087593474,4.027652220794476,3.614979043586351,3.351663309479657,3.2448862733702613,4.950617453132089,3.649699797528291,5.231039249360409,6.618881734844163
15,1,3.56595703031094,3.3622407402553187,4.004148073110552,2.337251999673229,3.131742780984962,-0.007080819302287848,2.9665796326246268,1.6540788561618152,2.9726297875550425,1.9651954209744857,1.6436150129571907,2.705395118630107,2.0506771235753005,3.7540564540378707,2.6631030155754574,2.757700869167551,5.509889026192764,5.383255449712816,3.6073815561687894,3.9272965105565043,4.486608851904291,3.6769396264792125,3.8288615380809685,6.176807837035662,4.000866225324884,4.428950650558624,6.049846588377999,3.6209050844045043
16,1,2.1715500416316043,5.568631611551176,2.404815340462284,2.915760193582413,3.0101077602422515,3.641863897855202,3.4044201536475227,2.5558861308366905,1.9265925792762564,2.5416524059746877,2.256368331005136,2.6999235713599345,3.376885339754142,3.6484756894767516,1.6958011189519357,2.645811987321109,4.310328149139303,4.036519376118405,3.9795706007153746,4.288914594448964,3.774983878311473,4.770601479705173,5.576408211037493,6.7580904650838685,3.5292146779969733,6.128024136416919,5.059570277693627,5.837846203478327
17,1,3.1467869490468616,4.384933416522411,3.111237932356906,5.206793251437195,3.8622183088376754,3.566929580223797,4.668725006591387,3.0335989140136137,4.10266094065007,3.8434132156636056,6.384179850704427,4.952709059695297,2.6467920629033737,2.733053890386707,5.2516888484871185,2.985301950666968,4.145810881770352,2.9346263092435323,4.033936481220516,2.7672678425215724,3.766772202503503,2.715306761050237,4.992553238149072,5.406373126492799,3.2359902703588403,3.692813331199906,3.4694993038672743,4.377888665562737
18,1,2.864879269027205,4.366002879814833,5.182796161137486,3.5234278218028656,3.581470788658515,2.8012304488378197,3.601288526016575,2.6876251758708904,2.271626124631326,2.5993698802380942,3.123542754338549,1.2159295597122053,2.490177093830559,3.0857146816938905,1.202180481152943,2.5230252494195113,2.2029683393746784,3.5494920010940323,2.883358941960645,6.4095881856057435,2.6768738574275313,2.7389069721931145,3.076865897932652,4.107801811534271,4.753062998803476,6.446325772724691,6.116244902498649,5.632605530793287
19,1,4.297067462956742,3.328433623191239,3.969147374547205,2.7716738427957246,3.494754688552878,2.9738878197370244,3.8870843810636195,4.481953376150173,3.5511038639591934,4.315878417309535,3.3300816985601713,5.1873376572109136,3.715901458054623,5.0761112607273535,4.054936307000184,5.229948192068186,6.006114106954824,5.339515176198646,3.910790912755056,5.260456922634148,5.753241148604321,3.2563880273232146,4.61059839984848,3.5914430696199386,4.043338822911049,4.8819050165407045,4.380146370833237,3.335400890651269
20,1,5.301117977626511,4.877799750605637,4.075069815105186,5.342142650288451,3.1851214600859747,5.314402417109191,3.2715518535841874,4.72210791766993,4.48182292604171,2.9029053395359163,2.7852554723670626,2.6210309267753287,2.8366361773651985,4.707748179296226,3.854015325716766,3.3817079054623367,2.2795903219134432,2.875611139207832,2.9666723575203653,3.0002926678125563,3.183409122835812,3.924220590109749,1.8737779758230142,2.7980784899918967,3.213213948371679,4.876489034882428,5.315588699118086,3.617801669589822
21,1,5.745420357871378,3.7678094798577746,2.976696093982066,4.151015540759196,4.5166173808836385,4.505306301346672,3.0522104152337826,5.496509785776161,4.062252316978558,4.560399039795084,3.2241939700490883,2.484721329007036,3.464725020849763,6.020183457964206,4.224827701312632,4.196102483886539,4.915918460989003,4.173705493997368,2.936566831740778,4.239722432850576,3.1454636855573583,3.828011353546738,2.9301892006924435,3.714203800192309,2.2612930368548256,3.1975987316384837,3.7529492843111196,3.169908092128014
22,1,5.050777825331051,4.192479803664504,1.45794795270699,4.3982607405702225,3.5434873257728072,2.603373400459946,3.9260670353415335,4.345447722229892,3.50195477678309,3.675118540553931,3.9179319311692757,1.24094397159759,0.894495983911018,1.4973396000556503,2.844628665577532,5.08992440720456,3.233066312929522,1.5958999506220517,3.527665753499225,4.133585275943417,3.492423548422537,3.3003168854047806,4.090632808236129,3.911919412939476,6.119675298234775,3.8615613723422046,6.896880637107113,5.229603730304665
23,1,4.781264244376788,4.628755787884356,3.4645960303279324,1.8447056941323934,1.6953382573617284,2.5019270129849875,1.5073400282386062,3.316452493343708,4.046861182008247,3.479190908419593,4.0071983656029175,2.8672223443479217,1.9811947669672967,3.5957073799395647,2.0004213064796605,3.504858565007544,5.752190408402613,2.898411686155275,1.7219729101022312,5.050435150722236,3.903930521596317,4.193890816587903,5.123283743849311,4.783111061445174,5.888686650836767,6.457761438729519,3.6754157641439513,3.4412758137940735
24,1,3.976533239805056,1.277730441544171,4.626774425633646,2.501067744816182,3.748930148265098,2.7788102460444892,4.420971098531732,4.539393607996683,3.05177125036857,3.6627693986074266,3.9414216836602045,2.5876129477228083,3.7149753482568735,3.0012493586070548,2.618115109310487,4.253487098483494,4.860527777060643,2.963380244693902,3.0472410816387283,3.3572314622121957,2.7156530979105225,3.040627638584505,3.946678417677764,2.578833383728655,3.798219804128023,3.9537983087087984,5.14390093974127,3.804153535854638
25,1,3.446338610804899,4.628438508133557,5.076940732904143,3.3429961803654296,3.684820070450838,3.0029558807754113,4.518022659737182,1.9452880015341667,3.7043162472484563,4.4410827285644805,0.3419581901128393,4.979389462219572,3.842595249607537,2.2554722282249466,3.2634595760237497,5.819708272769124,4.749568866697067,2.796036597063626,3.6963361042327363,3.9064174787556496,2.665786255610078,4.968428394972786,3.3935823587816056,2.1729295214513007,3.3083775354111937,4.019348874767022,2.5495258796327764,4.834727123098807
26,1,3.4246091281142603,3.785262392547096,3.9836723992613545,2.725669289624876,2.9282270077342383,4.198314121768298,1.5161900476954715,2.1170179020388,2.393927702509075,2.683651478997582,1.2104965279342879,1.7856452307635267,1.4017753805364908,4.481269645562907,2.15334339418312,3.7065580617189577,2.608028149645739,2.4374130909341463,2.3543156933740597,3.693594151686449,1.4559636427498517,6.377191995179912,4.236661409237781,3.5082342470744194,2.4893070626449023,5.5181903080969015,3.624927686648184,1.9308529958288092
27,1,4.182206299553529,4.481932896576563,4.604491492913752,3.2608837035638776,2.54963264892244,5.174631926964249,4.3036959352477275,3.1453859992872566,3.859992480347587,3.5522658399978773,3.7821732589125983,3.1925781447401977,4.0031047749862685,3.194629473913095,2.9978034488208625,2.7513064983695337,2.7097274725697167,5.265973208339265,4.6918230668291,2.8601670009949536,4.16955149702896,4.242637330558305,3.060055413392123,3.465913859658539,5.55623816061227,3.74821982119121,4.176736007076403,3.411945438304873
28,1,4.460794271306674,2.1484064876842783,2.497400760505958,2.9268180826346124,2.5470761618659363,2.093921347055025,3.684953950850341,1.672373265581708,3.2924367145783786,2.7051028656242706,3.9574463159709707,3.821074893538788,0.9527464271094717,3.1504375634857413,2.0880041450403977,2.920248442359601,2.9417622247481634,5.491156851637611,3.7613595345330886,3.5115846133440662,3.520224007568149,3.91580008933934,3.154729857590365,4.821697864410974,4.1394684629621175,5.292651306305428,5.649126173773672,5.364162596096242
29,1,5.058902306602665,3.367829830621816,2.649467058116325,0.3283022626159372,1.9434302634060132,2.471835596822983,0.9989294568171757,1.0779117002537075,3.2476515698937285,2.730648993980252,2.766980934579697,3.5017083124951727,2.2885902738643358,3.732319517956355,1.5013757938609147,4.13247127068957,2.2874417184647347,3.0977464641503856,1.4688368275578834,2.883501334668881,4.323687319008238,4.04718442193313,2.7679195206820015,1.0789712566141183,3.10604211874316,4.495994852612401,5.626242980391314,4.674170143956202
30,1,4.487544765585551,4.162262569500639,3.7073459364419703,4.8445373214396685,3.1517429959294176,3.000692863690315,2.9829019337905405,2.3944468903832448,3.4358059582653846,4.142488845143013,3.784128858368554,4.705906223048812,2.421690657960357,3.56748596499064,2.690761221838033,3.594029695874793,2.3241660760834004,4.466011396383031,3.637812287626211,2.3518756738324385,2.757949910845945,2.859461917847849,4.102453144510703,1.2573937854014339,4.712185282461303,3.5196269163226095,4.165302980907395,3.822675793733296
31,1,3.0125959244764298,2.8345424960323298,1.7932351422681756,3.6834184340333023,1.1734266620256384,3.783971897310678,3.234166190452698,4.487673697706783,2.5380295908393733,3.1283731774627337,3.8251524921276645,1.7369659801102975,2.9165924567793513,3.1135569518556743,3.302634554958392,3.4410021842770004,2.6106445969510457,3.8473538712250828,3.8085280234989627,4.477090937522883,3.8214585139963235,3.561118684568313,4.369487487943594,4.530204003284247,4.178107187744179,4.596885222407141,3.6139494637743113,2.186763562867249
32,1,2.3118105792995656,2.9403579875068195,3.6261472688913092,4.285493755312237,5.352767995910913,3.553787595707503,4.744829849958277,3.0613352923482853,2.9348039219407562,2.9300573053762005,2.1126083704375107,2.229456248736205,3.138402847220392,3.370907991330987,1.5265370987314306,4.163079373738023,5.585218677990004,5.318090679034732,3.226680785647747,3.4435760608519526,5.340691147178184,4.329300465074003,2.8587240254511013,4.175821792326716,4.035163545589503,4.743414266866406,6.133053614179696,5.138524640453295
33,1,3.3164679050584978,3.2629615833813523,3.8843421286325097,3.021367448261963,3.990084419107864,3.3982092766834007,4.077799752564994,3.7915464449291463,2.8003273902185946,5.187881454616868,4.191924914987065,4.584899391761488,2.1531386148285154,2.419625501721539,3.9241102453488854,4.8852029922300275,3.749738300178273,4.4530321518174265,3.893910700237632,2.5223805164241333,7.402488186038567,2.3927099966049536,2.6760546902463416,3.1370035668669773,5.580452208351279,2.407779740056589,6.070464291856549,3.2159277953759466
34,1,2.6805956209505037,2.1537311311280765,3.212062824960073,3.979137888059712,3.2453149632599576,2.4959944208530316,1.321823098434484,3.485727576201922,0.8927540985143442,2.288851920481785,2.32940937752192,1.6914914661084919,1.6352964862808055,3.290334898265119,2.26092386437561,3.860856339496891,5.565559558141265,3.7587554188345407,4.612801441997109,3.291012624166545,4.956998701786415,3.467846737066018,4.5420830171233,6.3036396838004505,3.7932896441732926,5.63916165293796,4.5592769108819855,4.927163269270502
35,1,2.3450271713225064,3.204566552659275,4.095892869865402,3.4812164024920653,2.556357554945678,3.5908061621866914,3.3539562529330156,2.555428540284176,3.354165374591328,2.313438461650451,2.477660308428396,2.519391857549856,2.9993658908109633,3.7605125247517583,3.866594869919272,3.2534461989491454,3.0205800894200303,3.5276879980673215,3.93586641016085,3.1952390200570804,3.1833623295743907,4.974128203303799,4.712612021510286,4.115919129363487,4.565771232319538,3.4567275756922196,5.850456385354047,6.089969627645603
36,1,5.171312813806658,1.8714641055139285,2.781692695842771,3.441780052261421,2.472757331488677,3.0511851197537245,3.4408010013653585,3.062568766926961,2.508073833547133,-0.4171134176969123,4.121365274426007,2.0637110529472666,2.037888620966472,3.3141029623165292,4.477069204295227,3.761465439107075,5.157726082226825,4.535033631820771,4.154223162166997,3.976016220329101,2.802015248038316,4.1750776347865814,3.9223622981012047,5.106564036464147,4.699345552523156,7.4328073955374485,4.574964677384265,4.9125584221538166
37,1,3.15207153233655,3.629251668670176,3.603076231302917,1.2985559671582552,3.240014243497263,3.5301239810226384,1.959438064727058,2.765350818098515,5.130170921647193,3.1469811405901456,4.413837809831933,4.56419087406111,5.6872160224723896,1.9746109515618078,2.9772597934816702,3.8551550461651027,3.098576078236966,4.781791997812431,1.3703726126682796,1.8690616537443707,3.422228923892848,3.60670015573984,6.817312049036901,6.7961567253803565,5.990879536830305,6.541582212664648,5.879278617945939,4.209498781212701
38,1,3.9084068994964354,2.9343067746006253,4.508269939205839,4.948670632983508,2.601417277577958,2.018922927347078,2.5019348741681524,4.930004323338037,4.837494392760507,5.420399170814822,5.377249844447308,2.9396979846160227,3.716379686104462,3.8201563438858805,1.8767997770268647,3.9754254255770847,4.8145487897900185,5.479696964175208,3.013027946885679,2.883635892118173,3.613172651417735,4.3195520587342475,2.8220208520734458,3.5024266065575884,4.193154416335188,4.913527529545808,6.74805064412685,4.7514630113959315
39,1,3.8499624779521704,1.5317524990232978,4.616449987408137,2.783235902893903,4.160361102023045,3.378212645934529,3.60539607127892,2.725501995815355,1.8349123200280892,2.235500648384802,2.277076049390227,4.849021431402073,1.3072327384556186,2.6727768714710667,3.750815531840802,2.85353854502743,3.7909632976164365,2.0105989826621298,5.640415779692541,2.464922898539828,2.600984909294679,3.020569477664415,4.396722965635808,5.584984819137877,4.777885137849325,5.86661386994685,2.3157790991669054,4.460912089722372
40,1,4.8827506094908495,3.781958472948704,3.130454282837005,2.6930935732207466,2.6115443770327174,2.1970876716679917,2.380600493324791,2.9073461775785177,1.4345971057324527,3.9921079491858285,3.303799684095101,2.8656767718360627,1.9070290300626547,1.3861372809233141,3.275578123054246,2.419028152097707,1.431835929645628,4.68147935292925,4.4171879409319725,2.683767589727168,2.8757266957330083,5.66672503524067,3.984241241134037,4.019946523268426,5.77274300258722,1.9344304616337642,4.905730311084531,5.058538611892066
41,1,1.3248633650283537,2.928442067476845,2.4694239027600515,1.9344408943730713,1.6828112531080592,3.256596246666205,1.1431125460210858,4.858172753579233,3.7068433628952446,2.6222816313067807,4.629803183503231,0.7845395786818858,3.5732105168556516,3.5405097404515065,1.8179992913709777,2.359797108867911,5.69462331398523,2.762301396759346,2.7782092534687792,3.239450851206904,3.99096166432994,3.8008967145713166,4.177014434500588,2.9922544891313625,4.788443229218767,4.85342238219274,5.0356281558471006,3.4783371628391135
42,1,3.196636426732828,3.719669930943365,4.208662593577343,2.4023611648367913,4.690704751577978,4.093604238438195,1.1904553259924893,3.2787781851944984,-0.5245386797819003,1.63664515716925,2.5716674341515717,3.815028645033411,3.3943441332638793,3.9393108910195522,3.8132938393803553,4.618839181222331,2.0443264097311555,3.8241983624691107,3.245248334085643,3.1014439000290297,2.682476154770145,3.5403603571505413,2.539349566273238,5.82810629888843,4.3533747939786105,4.894650222795614,5.082787922028069,2.613359257569371
43,1,2.727590563251866,2.840495572460566,2.8892578900733707,2.9549731360851133,3.40293151318666,2.6465577111556597,5.0156261795675245,2.645395912077082,4.567766386078156,2.6248459132403767,2.9372940100135554,2.444152305933276,3.09635550540635,4.741440040373444,3.6600190031490807,3.6467073225846622,3.498632108702165,2.8035915766688144,2.459236550552892,4.547984785888928,3.71103429733123,4.26427151628849,3.4121304575883817,5.066136608123993,4.142847133491853,5.133521268435664,3.896089746295797,4.544485348312051
44,1,4.699516568858476,3.3499669666317957,1.418879274181534,1.47876770327735,3.702568383396464,4.03599200045514,2.3472296550931206,-1.0931971017631907,3.2067807395918853,2.0330824643496794,1.8585833301445156,2.05620194841804,5.278559445509006,0.27301230805769583,2.7787198408263625,4.409058788265291,3.4597568929988265,3.0671730417983065,2.7276894051906067,3.9331947291968476,4.233660445044693,3.1596318948182796,2.731329797565393,3.759635464774993,4.985312673368752,4.819449821715587,1.3515754594331313,4.739680547342713
45,1,4.075743677008108,4.210404114243002,3.95285278251934,2.351281377902807,2.666894157320385,3.028071029377356,3.7873082219928813,2.804096158890227,4.367350437720616,2.6763167533122627,3.4569694239427475,2.420442888128023,1.9610244027234986,3.427185732071681,3.939307325928911,3.2320027133332454,3.3289399856187742,2.003467807950497,4.7737283538482895,4.191173137365764,3.972410036033156,4.046871818344079,2.7103796597363945,4.402205253868993,4.062892483311436,2.4592208895976024,2.2571202483595596,4.263400408459081
46,1,5.209614840523044,1.7630887324675115,5.126797041909604,5.284083368687619,4.26519436982503,3.698387510938974,2.0517587424642336,2.5571313790195993,1.8161273194462748,3.893050920146437,3.002035557449662,2.169980759147222,2.1855753233653554,3.793096041614704,3.1513097151471627,4.7162101147747695,2.1582647736828666,4.26546955869282,2.6509937706053286,4.5500791421388795,2.0434784913923467,2.74928317841784,4.1870512802374185,4.843567025305485,4.955922024237613,3.5017283952948826,4.22942253442807,5.409217652181577
47,1,5.27521009140222,2.9441801046840443,4.299825201461979,3.870272588302845,2.6684470416380757,3.464357440034661,3.486794974706497,2.0606268760636395,2.331886529353912,3.856344363681218,2.784077985000316,1.7932336128441677,2.239879237408389,3.611403201877565,4.090993189175912,4.2316549676324495,5.189286307411089,3.165048327605778,3.1467346931922084,3.928593271270833,3.5887165966326107,4.317754086096344,4.1907133016787705,4.254045103605351,3.0114084826332337,5.34548070159438,5.849007967741913,2.9788989087485227
48,1,5.123510500883072,1.322766633602327,2.821360551681178,1.4512949217828564,2.6432238227922866,3.4810594750871515,2.846893291081353,1.7655863993806968,5.82560935507873,5.462394308946798,2.488447069060901,0.9339109393921603,1.6905330232074973,2.0777432664660753,3.721574766381774,1.6872488545429059,0.6985307687471097,2.2221851815397753,1.4842226743387803,4.921312834107712,2.00928826075059,5.965535595771307,5.131388104666259,4.581954198620633,5.068917923136416,7.930622765262582,5.564374431224596,5.104093348008477
49,1,2.95249069548266,3.5766326068431162,2.9723041028568917,4.060782602427827,2.619526041023909,1.2560829924763697,3.437324303050637,3.8885453076560244,1.0794141280713787,2.9147264670719286,2.8560654495844737,2.1140851839398356,2.4876493389382075,3.301791377050599,3.166011279327259,3.5352005350741598,4.413011101735147,3.539030443080483,2.977771325196281,3.9657810686091186,3.221961347937831,3.8821959271154554,3.7336314054974107,5.3830389985647455,3.7440294385381723,5.069313157333257,4.161581780831195,5.1290409809205535
50,1,4.252678066772141,5.018649910542942,3.3355175520755442,3.520282687617053,5.881291001975304,4.775592971195251,2.6590583930629603,3.799312296220966,2.6427877604472285,4.867221955145248,4.969474010128372,1.7922092997801735,-0.27742511905120865,5.0416904064464125,2.610229562498957,3.488315345129951,4.75126703677067,3.921135844588652,5.718806161415162,4.2168240884762715,4.113477267552532,5.724354885901306,4.213057726536719,3.5254165595964024,4.2442651526748065,2.392736873120741,1.9841196960204355,5.982598390941331
51,1,0.7574861794272857,1.4402486026325387,3.891614916556437,2.4965058983438237,3.9838213909137026,3.16068467712467,3.369327296178627,3.34029040737492,2.9414554273522833,3.980995015996425,2.756181242283391,2.2566605909897115,2.957986583441848,1.8418275866584615,3.3358302739091332,3.650738425054473,1.9697847699635584,4.808419331115145,4.568287301357743,5.0064386036633906,4.472946447329617,3.8568713163136565,5.770514455491469,7.63858437740729,4.919603939491704,3.9876087175361157,4.07353475797518,4.377965393208559
52,1,5.371304390926641,3.363287974019342,4.045729952465504,3.4205528736249295,2.64753262397116,4.459373836084426,2.21459784520672,2.06122691048382,4.2147515504058815,3.1895053512886764,4.195683093070459,5.252969037107263,3.282444182291347,4.459736661254545,4.644380068127327,5.1696106460488895,2.718563306346928,4.502940394114786,3.4033668025552815,3.377032089545024,3.3482362020831027,3.3885336162500583,4.232956476947524,2.682706756824153,2.323588129421515,3.7835163259749973,4.672831487591663,4.47011229054523
53,1,4.845577873742472,2.34694414998029,3.162581732194319,3.2308436198879633,1.4446185271290812,4.145043938111181,2.8521468158574157,2.8113075500604316,3.825772353741416,3.9346478471110284,3.8009390036745896,3.2034470607175125,3.056058023102881,3.033139705941832,3.5211586050797803,4.40331458438812,-0.4087581857932426,2.033656152456758,5.638409066313648,3.796196298561616,3.1422054056862296,5.095826366314759,3.90929591920687,4.608905248915841,5.2806683177604095,2.9732366064100018,3.7113354164474734,4.557949281925104
54,1,1.2778010404380609,3.6810838989782955,3.0642178820204706,3.7817817314654514,2.8985650669780356,1.6041454668822872,3.614823787456603,1.7023714254761837,4.640051002672166,3.859055457599843,5.060836110516179,2.944443663868662,2.3743361050741645,2.8757775614798566,3.0694624541072866,2.798299918977341,5.574393685910412,4.811928720144949,3.136480127231632,3.3725419629141755,2.890917026809854,2.4642139380966874,5.310680845140357,6.239391807229352,4.897533435627879,4.536141614612984,7.133694668670727,4.313300374079838
55,1,2.65832046077067,3.8587567653082937,5.349392907509902,3.8113494484172836,2.1208973493191716,1.6940167487893885,2.703722028731879,1.2207331815022815,2.493004747004267,3.521418272458925,-0.6431421442193129,4.110022767710141,3.7677407596451515,3.5688328125090285,3.8360806775280922,3.579826975303167,3.711858329526324,4.707578214996399,4.749172233890315,3.5170088396625947,5.024728185142843,3.6971899178157503,3.305151090528131,4.323430966368557,4.304639431285894,4.49336964878149,5.010084333047211,5.283536196723902
56,1,2.3094082463946837,1.996074276486185,2.089548380231802,4.251516108356421,2.5631188735947616,2.925321358423026,3.2316250270766256,1.5321942345342825,1.9877467977944547,2.4570104121974543,1.4823878491134614,4.42688928387115,2.9724273957093756,3.9040571610714774,3.0499497082680906,2.8624108773219414,4.50416726689399,5.27312685624403,3.285648165306268,3.611692363691561,3.83584021936251,3.6169339448872733,4.316673669624042,5.475392888846325,3.4592590317092102,4.40130964324699,5.153968143439222,4.971371643748237
