variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
gamma,0.25336749206149617,0.2484313926704862,0.047692651518569766,0.0455775503164476,0.18368230335248034,0.33903642973619197,1.000898237838053,1314.9165176251802,558.4320243448615
nu,0.14089944972842275,0.13811566223196842,0.027337669976668436,0.02838389252797331,0.10207498831625668,0.18828478045034494,1.0051243529477694,1376.0495117109829,677.4252911534777
rho_conc,1.5948753557754933,1.4994005286139442,0.6175416650375982,0.528693896585869,0.8439865602050253,2.6911338568852567,1.0033926430062454,1387.7155014188775,868.6812236712155
rt_init,0.5597749600067764,0.5560378948428462,0.05502731486975876,0.05355699638436374,0.4744803415847028,0.6557415894611739,1.0033242830166709,1200.692508334103,700.2164056521608
sigma_rt,0.15896907237540994,0.15824159165997978,0.014727289527779889,0.014523772472026991,0.1351557331810697,0.18427456648703414,1.0083433216535658,1423.3755514546801,543.8970256764202
tau,1.0588336226780979,1.0403515267469121,0.15065743950321123,0.14478046351873558,0.8375844430007395,1.33491107570628,0.9977099607633912,1075.0758741557659,772.7811883780594
E_init,13.000685992373066,12.958766906970542,0.6587776010489153,0.6614941340594686,11.94878086407222,14.134376956910339,1.0005337682603572,1543.9733122190494,630.8890065695913
I_init,22.016800631817702,21.96887560801936,1.1526147703028717,1.1841309937998743,20.204218712777102,23.968457713994717,1.0033986029861293,1601.176522756755,740.3896527313723
alpha_t_values[0],0.07892634862500131,0.0769863350059114,0.017445608987438223,0.01826652001404508,0.05434883447329495,0.11122196417652859,1.0105664677672834,1362.2267798944854,644.8603583838418
alpha_t_values[1],0.10369756760904425,0.10016410763782443,0.027299032465745703,0.02729436207015534,0.06626628962843208,0.15147224071678278,1.0076902224829356,1303.027625879851,765.8678203784901
alpha_t_values[2],0.1289683289089335,0.12359611870456153,0.03515537439531966,0.034478132479587205,0.08063158937474207,0.1920854008676278,1.0022913082082254,1229.6944452495482,679.2214984327728
alpha_t_values[3],0.1508844561443936,0.14577616473389682,0.03865510227350359,0.03838265560046749,0.09768715528921293,0.22085630821744157,1.0007552473628636,1275.0648485315066,781.3538284633526
alpha_t_values[4],0.16838669240711765,0.16384473048545356,0.042467754968075,0.042792165637720876,0.10598412659899965,0.24027127392438533,1.000960577574014,1289.4480472283544,768.7332740848021
alpha_t_values[5],0.18086175346661765,0.17442050779925722,0.04453332811537914,0.0424287170911237,0.11867984859141241,0.26211909671449013,1.003228809452251,1304.7213814912495,738.7127308572539
alpha_t_values[6],0.18823304266252178,0.1836314745618435,0.04390220975823724,0.044257454490338875,0.12693669191516357,0.2731654066491375,1.0006005680639585,1242.1076823939616,769.436335912574
alpha_t_values[7],0.19229403967224784,0.18778896652421154,0.043345420551202087,0.042277541817273376,0.1307897695580839,0.26913725442428743,1.004258232820577,1332.67543008671,729.2726096555132
alpha_t_values[8],0.1985446790756685,0.19421997083615328,0.045498605391530986,0.044458737737906276,0.12922663506363713,0.27871135293922605,1.000343018427853,1217.9316762161104,792.9184317135895
alpha_t_values[9],0.20042475666462395,0.19682833103741468,0.04815111948041149,0.04649455174177981,0.12541434373254046,0.28544939500010397,1.006102455507903,1255.721680185169,865.6099700026866
alpha_t_values[10],0.19850941577012332,0.19285759602175567,0.05285176513725982,0.05381341950525953,0.12134812584823725,0.29266704989699666,1.0002646762758471,1223.341203595607,765.8517179207126
alpha_t_values[11],0.198855336227617,0.1920669581309059,0.05745036892327809,0.05172333069644948,0.1206308862664357,0.2994847239949602,1.0081296637434827,1213.1518751383749,831.0286271027763
alpha_t_values[12],0.20003379478742336,0.19081062500465337,0.06752248479695304,0.05990413217525777,0.10788148658452114,0.32454730915983443,1.0006945808303669,1238.7534808267956,860.5978644266823
rt_t_values[0],0.5597749600067764,0.5560378948428462,0.05502731486975876,0.05355699638436374,0.47448034158470276,0.6557415894611739,1.0033242830166709,1200.692508334103,700.2164056521608
rt_t_values[1],0.7343984422453884,0.7268312155151766,0.12039426394728851,0.11509828670941456,0.5513781783551633,0.9402741894978335,1.004234453809196,1354.5391480099745,667.3182167911674
rt_t_values[2],0.9128112426458933,0.9008562273651142,0.1564095649062722,0.14803890102454623,0.6659568811186487,1.1874156882516151,1.0032728929276464,1135.7757402170353,751.5011407382943
rt_t_values[3],1.0714556363001435,1.0568168979202741,0.1809252966971803,0.18358964144584353,0.8072860200542591,1.3787582183285196,1.009008691570051,1348.9451286228664,689.8194318001804
rt_t_values[4],1.1965117170886634,1.1843320555489147,0.20596063149167898,0.19812438187981535,0.8898900763369093,1.5493936388705867,1.0005964214989305,1363.9870791881106,602.603319306222
rt_t_values[5],1.2848002386482906,1.2664237863697365,0.2034786621732627,0.18034475981742307,0.9855393698910375,1.6293067692030028,1.004691971547339,1366.5290119275235,665.4265414515479
rt_t_values[6],1.338692980349655,1.3190274685345231,0.1954505761239577,0.19415331726437388,1.0494311910090464,1.6817012393758084,1.0107071674341135,1294.3242342399972,649.6235969450754
rt_t_values[7],1.373922985445043,1.3620326136739398,0.22521589991516905,0.21081367867065942,1.0283663979799187,1.766613743107465,1.0079526147861038,1401.7345556395103,667.491130840813
rt_t_values[8],1.4186734590184336,1.4005583634082281,0.24069524360730699,0.23206369199254734,1.0477633782438769,1.845764417354056,1.0036773440363231,1285.6705092640361,937.1644661420646
rt_t_values[9],1.4313809529328243,1.4109563833524632,0.26293328623226514,0.26006137738778923,1.0199047469509726,1.878831704464412,0.9996852478578546,1111.8882413800034,816.5465682779662
rt_t_values[10],1.416051816781847,1.3846139637452026,0.29819268318842945,0.2753640227361114,0.9869561897943022,1.962573764350026,1.0034405259887966,1182.12449448822,732.0237080273608
rt_t_values[11],1.4218553889903323,1.3786462706018305,0.3493323508221707,0.308173272362922,0.9303192210822634,2.0648162705954514,1.0036393913746746,1186.7378996893067,668.0673965366368
rt_t_values[12],1.4284080786528273,1.3549277093066256,0.4239356728231448,0.3718247353213625,0.8383709074845667,2.2184878606157308,0.9983492245966461,1226.4805206660346,861.2609579387291
E[0],13.000685992373066,12.958766906970542,0.6587776010489153,0.6614941340594686,11.94878086407222,14.134376956910339,1.0005337682603572,1543.9733122190494,630.8890065695913
E[1],11.637099332635696,11.640909935053827,0.8063534698618819,0.7946748396852438,10.362061946238448,12.980394675761296,1.0009407407122926,1518.1722408726257,752.7253430403882
E[2],10.577685198536974,10.599491130033968,1.0705757585499731,1.030549664938423,8.872933813841227,12.471725157421169,1.00024058285517,1480.177136649079,777.1153336477188
E[3],9.733417411081762,9.728247241859414,1.2619399610445055,1.1992523259786898,7.717322262010198,11.935083112998102,1.0007416802165756,1471.1563138773752,691.508599549014
E[4],9.042974849858723,9.036535548202199,1.381368018646945,1.335866912450743,6.829673344067045,11.48161740200388,1.0010441261677678,1467.1393380849656,712.6658858184506
E[5],8.46393407578098,8.433111151612422,1.4483055566093181,1.4100256613100752,6.170525779462276,10.936168441859854,1.0013066679106646,1469.6298674306472,704.6565091717839
E[6],7.96680313005879,7.922294106067762,1.4793366091198092,1.4401146628085917,5.669392849194473,10.484654086423332,1.0014479956173883,1581.2354651442813,665.6107427688697
E[7],7.530967758539626,7.4779517463735825,1.4864822972304832,1.4537612454241777,5.208069925820605,10.061194601262773,1.0016565206415635,1552.5141647851294,628.3345676329171
E[8],7.533035868964899,7.471724475652858,1.49404230989338,1.388864312159696,5.226796570569421,10.171526689217243,1.0020348384780529,1447.2913707124583,829.3323168112698
E[9],7.476568279190344,7.406345403203827,1.5257681498634077,1.3993530702536803,5.1462594497160765,10.222166850998255,1.0056664619170208,1425.7632807573843,837.6913289333756
E[10],7.382492146051248,7.264665328060444,1.5641979913001884,1.3990597157409426,4.985255067815503,10.126782312623552,1.0080109156535562,1403.92384931325,776.1160945687806
E[11],7.2647307027729955,7.132039557931961,1.6027560901794853,1.4543386508170637,4.82719502118047,10.050504203708956,1.0099692979664527,1385.6968078430702,796.1934006000445
E[12],7.13256204806445,6.953426194562775,1.6394152752932787,1.5064259258289225,4.652057543586598,9.952629512030786,1.0105129880411783,1372.3094242659452,864.7260569990043
E[13],6.992173257045648,6.815610148458504,1.6738965561605594,1.548951525634724,4.4878772051298865,9.91895883912389,1.0094880215547948,1360.222632986941,835.5972118798481
E[14],6.847688013688914,6.668130139261284,1.7065065547273186,1.5771399970427606,4.338097258079856,9.898765270966543,1.0104541383091419,1353.1962216753873,780.9747606690242
E[15],7.022227876681887,6.8061295295602795,1.7506059643655902,1.5595700573835523,4.500670286746338,10.164306527028993,1.0062852615011524,1356.6731416091413,800.4302351728776
E[16],7.126761222705731,6.874100400126507,1.818038782623877,1.623710553558874,4.556520811799707,10.371757107634224,1.0033647306814835,1352.9736906236094,739.7710188207539
E[17],7.184961040872661,6.920385777087105,1.895339125089998,1.6929259169365083,4.556257674434189,10.623589478348102,1.0024886950682494,1344.012843065213,825.8739166341397
E[18],7.212576403544279,6.943396909496411,1.9769122863917823,1.7908517304036542,4.455123231714254,10.802479087682876,1.001751414670499,1407.3024724425427,732.5689555557877
E[19],7.220121412050264,6.9303324814504865,2.0606132225363587,1.8374219436862196,4.343401472534944,10.966592074248002,1.0011348965033515,1387.7002873058252,829.1331009252295
E[20],7.214638832301503,6.9184740820146455,2.145753958876121,1.9181872761206027,4.227151955237629,11.101040208789174,1.0009469087442768,1376.4354991194712,843.2939330898331
E[21],7.200861255695909,6.86421605635864,2.232232604819985,1.9830084773613497,4.1473198549512595,11.170447267981093,1.000823673309363,1363.294123370421,784.5664444682845
E[22],7.4340803079129465,7.065834979948138,2.2977832435246057,1.996997785168634,4.311252741929862,11.765968391430727,1.0007347360743517,1378.9862911574185,830.9659376262272
E[23],7.613798922948438,7.277964000486287,2.392209560116599,2.065523018607182,4.325624953621456,11.952618128367412,1.0005774378189418,1397.990070780944,796.2005846727423
E[24],7.758939382121994,7.376534322363861,2.5030612244604944,2.150324681830215,4.355105437458074,12.299443172812499,1.0004699892180346,1403.8597294060912,744.5538693089409
E[25],7.8819825874032,7.472972189649462,2.624698168210467,2.2312513532123854,4.348178505326178,12.68075228123118,1.000251089989742,1407.162326843221,805.1008165731387
E[26],7.991201241237249,7.549738958275475,2.7546566724454373,2.333081753024324,4.342012996441154,12.923410509436886,1.0000372477701789,1416.482454698391,771.137439227629
E[27],8.092108502376542,7.593441540623736,2.8919463884415504,2.4197281483148254,4.317055201443709,13.342702867479344,0.999942713404744,1414.2786358328328,711.6929777270192
E[28],8.188401467812955,7.627922575370738,3.0362617943909442,2.546962671759226,4.253526742336159,13.763035377369448,1.0009815378998634,1413.565226696806,711.6929777270192
E[29],8.477367508079194,7.964672398588955,3.1525783300226116,2.6412117056122213,4.405581389300667,14.311202941334805,1.0005941786670975,1418.9134241946697,784.3592553473
E[30],8.730670152269678,8.22665586902111,3.303590507126381,2.7569502592385535,4.525257363714823,14.831252453562854,1.0006563400555688,1407.269987754556,773.2731477432569
E[31],8.962855057528717,8.44885975862653,3.477018956319037,2.939417353638937,4.565137903929931,15.243441182471125,1.0011677108213735,1400.6560785835006,725.8591147610775
E[32],9.183466374896804,8.626929459668094,3.667526816466271,3.1320575875187657,4.55924053102317,15.870640370886294,1.001527549796062,1399.4133579190623,748.6038623937568
E[33],9.398823945974371,8.829822239467898,3.8730251523518726,3.278117718807396,4.557804169324768,16.396179484213555,1.002051910731558,1391.2444872604476,746.1572305972267
E[34],9.613162962487754,8.944915910003033,4.092956664394597,3.456529058603112,4.6055014331776025,16.940091932231415,1.001814274001444,1396.2895801681386,756.7873504478669
E[35],9.829367649156069,9.127304991974432,4.327501818100408,3.6740978160916216,4.582789416932279,17.502591325250346,1.0025560162640046,1399.1608902811683,749.1170643956245
E[36],10.179170963237079,9.450351399755732,4.4671994477646395,3.694763464862029,4.830864164153957,18.16571667472316,1.0026221722075286,1433.8965914727446,740.4479190647205
E[37],10.511102264086004,9.781455115316165,4.661147502065697,3.829797091374358,4.98466107045281,18.820804054641027,1.003347840735765,1453.0888941648118,644.027953258369
E[38],10.835617482331417,10.066596342864436,4.893157889487073,3.99301710007848,5.07135038665017,19.552565599227968,1.0049552564515805,1469.523185454652,661.4252959867168
E[39],11.159583949977865,10.28015205064867,5.155628986765331,4.1682003790473265,5.126563393658711,20.396239449260197,1.0050134268577604,1485.5898702608047,661.4252959867168
E[40],11.487601506136219,10.564836701045007,5.445264220970344,4.3671159619095326,5.136512918143829,21.25380915433696,1.0052589811161212,1490.224698345255,691.0072106198797
E[41],11.822836259825067,10.802829085271382,5.760999333237767,4.508304262121005,5.1904898037148985,22.066416465534864,1.0062513362563372,1499.814397243003,700.7906158553409
E[42],12.167548902602256,11.05713653276036,6.10298714132354,4.680261852039762,5.256485025900773,23.04237632401864,1.0055676364890884,1507.8401389008302,636.9036208134993
E[43],12.56722627566258,11.48753341864135,6.198669315632685,4.699824246250938,5.5220628036294475,23.04585404988451,1.0045035705002716,1480.1542759725721,676.8801319742782
