date,mean,median,lower_0.95,lower_0.8,lower_0.5,upper_0.5,upper_0.8,upper_0.95,type,seeding,time,weekday,seed,true_rt,address
2019-12-06,1.0562609615,1.05634,0.8551160750000001,0.916125,0.982786,1.12677,1.1965039999999998,1.26383625,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-07,1.1065824945,1.105435,0.7872144249999999,0.8896323,0.9955875,1.2138175,1.322723,1.4432137499999995,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-08,1.1550301495,1.146165,0.759612025,0.8994618000000001,1.0196475,1.284605,1.4193390000000004,1.5993954999999995,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-09,1.1995307665,1.1935,0.7335084500000002,0.8841772999999999,1.0254775,1.349065,1.519803,1.7147562499999998,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-10,1.237735641,1.232065,0.724781275,0.8986971,1.0612724999999998,1.40298,1.574118,1.83527125,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-11,1.273694924,1.267995,0.7312145500000001,0.9187637,1.0758925,1.4500525,1.636014,1.9027275,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-12,1.3068079165,1.30082,0.7113306500000001,0.9309568,1.104385,1.4919775,1.6985180000000002,1.9416137499999992,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-13,1.3407991995,1.32991,0.734136925,0.9279349,1.12536,1.55076,1.7430040000000002,2.0258637499999987,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-14,1.3732431025,1.35589,0.7285637000000001,0.9614832,1.1543725,1.5755024999999998,1.790013,2.1505907499999983,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-15,1.4028304675,1.3848800000000001,0.7657185750000001,0.9816805,1.1831200000000002,1.6112425,1.8450270000000004,2.145289249999998,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-16,1.426035949,1.404635,0.8038884500000001,1.013675,1.1895625,1.6360225000000002,1.856853,2.182794499999998,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-17,1.446633688,1.415045,0.8321001250000001,1.030012,1.2114425,1.65694,1.893028,2.2071642499999995,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-18,1.4681199865,1.44936,0.8254263499999999,1.0591959999999998,1.22942,1.6835325,1.9161300000000001,2.2533802499999993,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-19,1.4829188205,1.45809,0.8528525000000001,1.069256,1.2514075,1.6909899999999998,1.9325600000000005,2.2229022499999997,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-20,1.501369959,1.484705,0.8569809500000001,1.083457,1.2681775,1.7127774999999998,1.9392720000000003,2.282991499999999,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-21,1.513847342,1.490485,0.8920247000000002,1.103958,1.28453,1.7167525,1.9629,2.28397,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-22,1.523191242,1.49973,0.8899502,1.117193,1.297515,1.7242574999999998,1.961954,2.264108249999996,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-23,1.529614575,1.507005,0.9222003250000002,1.11838,1.3001275,1.742535,1.9580790000000003,2.288683,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-24,1.5424243935,1.52096,0.945116575,1.1395099999999998,1.3121925,1.739585,1.9685580000000005,2.2804552499999993,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-25,1.5449303255,1.52054,0.97687155,1.167829,1.3307675,1.73248,1.964656,2.264906,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-26,1.5516825585,1.533925,0.9480569250000002,1.1713319999999998,1.3445175,1.735105,1.977079,2.26037675,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-27,1.5541001145,1.54409,0.964113575,1.1752299999999998,1.34218,1.75264,1.9627170000000005,2.2373839999999987,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
2019-12-28,1.5541033485,1.546135,0.9549456,1.1813189999999998,1.3525,1.7529675,1.9433720000000003,2.1862382499999997,estimate,TRUE,NA,NA,1,NA,episewer_sim_115_seed_1.csv
