seed,sim,num_divergent,max_treedepth,bfmi,address
1,102,0,0,0.567778423753781,episewer_diagnostics_sim_102_seed_1.csv
1,102,0,0,0.6881465447610763,episewer_diagnostics_sim_102_seed_1.csv
1,102,0,0,0.6284267229048904,episewer_diagnostics_sim_102_seed_1.csv
1,102,0,0,0.6785651762552871,episewer_diagnostics_sim_102_seed_1.csv
10,102,0,0,0.8577826297722236,episewer_diagnostics_sim_102_seed_10.csv
10,102,0,0,0.685056300488113,episewer_diagnostics_sim_102_seed_10.csv
10,102,0,0,0.6817590765386153,episewer_diagnostics_sim_102_seed_10.csv
10,102,0,0,0.6466028101162159,episewer_diagnostics_sim_102_seed_10.csv
100,102,0,0,0.6197149038974119,episewer_diagnostics_sim_102_seed_100.csv
100,102,0,0,0.8413554636498264,episewer_diagnostics_sim_102_seed_100.csv
100,102,0,0,0.6736011821552084,episewer_diagnostics_sim_102_seed_100.csv
100,102,0,0,0.7439397505133115,episewer_diagnostics_sim_102_seed_100.csv
11,102,0,0,0.8881581453986641,episewer_diagnostics_sim_102_seed_11.csv
11,102,0,0,0.7654794985956122,episewer_diagnostics_sim_102_seed_11.csv
11,102,0,0,0.790707660325553,episewer_diagnostics_sim_102_seed_11.csv
11,102,0,0,0.9611912305222772,episewer_diagnostics_sim_102_seed_11.csv
12,102,0,0,0.7084954679128176,episewer_diagnostics_sim_102_seed_12.csv
12,102,0,0,0.7191999514156717,episewer_diagnostics_sim_102_seed_12.csv
12,102,0,0,0.6438665905185436,episewer_diagnostics_sim_102_seed_12.csv
12,102,0,0,0.8500972879159678,episewer_diagnostics_sim_102_seed_12.csv
13,102,0,0,0.8144152554921188,episewer_diagnostics_sim_102_seed_13.csv
13,102,0,3,0.8340093882715331,episewer_diagnostics_sim_102_seed_13.csv
13,102,0,0,0.8330718798073833,episewer_diagnostics_sim_102_seed_13.csv
13,102,0,0,0.8835596590569608,episewer_diagnostics_sim_102_seed_13.csv
14,102,0,0,0.7142342455581252,episewer_diagnostics_sim_102_seed_14.csv
14,102,0,0,0.8894575790170717,episewer_diagnostics_sim_102_seed_14.csv
14,102,0,0,0.7909791862508045,episewer_diagnostics_sim_102_seed_14.csv
14,102,0,0,0.8212311592421355,episewer_diagnostics_sim_102_seed_14.csv
15,102,0,0,0.8233125132734488,episewer_diagnostics_sim_102_seed_15.csv
15,102,0,0,0.7759722765727354,episewer_diagnostics_sim_102_seed_15.csv
15,102,0,0,0.9491124529859372,episewer_diagnostics_sim_102_seed_15.csv
15,102,0,0,0.6957731984281595,episewer_diagnostics_sim_102_seed_15.csv
16,102,0,0,0.5910493114659755,episewer_diagnostics_sim_102_seed_16.csv
16,102,0,0,0.648348361102207,episewer_diagnostics_sim_102_seed_16.csv
16,102,0,0,0.585287351550578,episewer_diagnostics_sim_102_seed_16.csv
16,102,0,0,0.684200858934873,episewer_diagnostics_sim_102_seed_16.csv
17,102,0,0,0.7751879256849171,episewer_diagnostics_sim_102_seed_17.csv
17,102,0,0,0.9156477482713086,episewer_diagnostics_sim_102_seed_17.csv
17,102,0,0,1.0216882785860533,episewer_diagnostics_sim_102_seed_17.csv
17,102,0,0,0.7841099655030535,episewer_diagnostics_sim_102_seed_17.csv
