name,time,value,.lower,.upper,.width,.point,.interval
alpha_t_values,0,0.07964326543370777,0.06829551350365828,0.09250115321664532,0.5,median,qi
alpha_t_values,1,0.09915700051245781,0.08230299303985256,0.11925974312640689,0.5,median,qi
alpha_t_values,2,0.12110458044419406,0.09734333709787438,0.14996991022455614,0.5,median,qi
alpha_t_values,3,0.14578213306657495,0.11777847176002705,0.17828745933634457,0.5,median,qi
alpha_t_values,4,0.1683042506806766,0.1333973664604861,0.20779969741036303,0.5,median,qi
alpha_t_values,5,0.18940594876488362,0.14905977031436196,0.23409904103514242,0.5,median,qi
alpha_t_values,6,0.19911610534256435,0.15924584699230265,0.24804911539465305,0.5,median,qi
alpha_t_values,7,0.2072769082252435,0.16812851900202944,0.2509829260307809,0.5,median,qi
alpha_t_values,8,0.20768007466948094,0.16968024739773818,0.2568126814202573,0.5,median,qi
alpha_t_values,9,0.21131502959890963,0.16843575262638916,0.2610265664156278,0.5,median,qi
alpha_t_values,10,0.21033371257949143,0.16574599516516356,0.26831745001615515,0.5,median,qi
E,0,4.996184869901789,4.834561604124271,5.152709439604534,0.5,median,qi
E,1,4.5611666154183546,3.7553303466586843,5.413579956672621,0.5,median,qi
E,2,3.1945570110030976,2.0157218510658175,4.776822172615133,0.5,median,qi
E,3,3.4793279471127128,2.1377073603205736,5.28776078409183,0.5,median,qi
E,4,3.400109869789016,2.0221277275715326,5.327119944118933,0.5,median,qi
E,5,3.6610363585648846,2.2582533347911404,5.747349258890976,0.5,median,qi
E,6,4.1449206786755655,2.4918954204052906,6.168956039993729,0.5,median,qi
E,7,4.184056991857016,2.475059031344825,6.517768585371042,0.5,median,qi
E,8,4.642884641232051,2.9189593356473664,7.3339872402188,0.5,median,qi
E,9,6.798658739818439,4.03499319002371,10.986727018149466,0.5,median,qi
E,10,8.722798534292977,5.249332175882764,12.621885911600222,0.5,median,qi
E,11,10.27684211244275,5.876389859597474,15.541342274924638,0.5,median,qi
E,12,14.802513005454,9.509897580052376,22.255047957417574,0.5,median,qi
E,13,15.609774726962982,9.938048023111907,23.071632600079454,0.5,median,qi
E,14,17.541164826539788,11.210285969895956,27.36202437253374,0.5,median,qi
E,15,21.21575782277681,13.218734143408524,33.085310893223664,0.5,median,qi
E,16,22.67473633314663,14.174858879195304,35.09687092708543,0.5,median,qi
E,17,24.748597836471312,15.918862693092082,39.15508173963276,0.5,median,qi
E,18,28.21675454226165,17.352629926331748,47.27171371111767,0.5,median,qi
E,19,29.22242588679775,17.996308424265713,50.423225427953106,0.5,median,qi
E,20,30.986922011462667,18.869140866279064,52.151737324422484,0.5,median,qi
E,21,34.10425296538473,20.13086153175197,56.572408549290586,0.5,median,qi
E,22,39.056443163523014,22.44199283005632,65.99707957360216,0.5,median,qi
E,23,40.4499675552583,22.740035901551195,69.84753285771396,0.5,median,qi
E,24,42.76398979294682,24.01135716693551,74.30965461895588,0.5,median,qi
E,25,46.527734755265314,25.5843045023564,82.57485143723969,0.5,median,qi
E,26,52.738083657764264,28.69464242321982,96.86056709033862,0.5,median,qi
E,27,55.03997732778383,28.318522247954462,103.94680599842985,0.5,median,qi
E,28,57.747366876298464,29.49167696750949,109.2370614893726,0.5,median,qi
E,29,62.31984484123796,32.3611548610305,121.99423963215793,0.5,median,qi
I,0,8.995026878045238,8.690106242530241,9.28984779831633,0.5,median,qi
I,1,8.783920514284478,7.820043602257226,9.855303299359177,0.5,median,qi
I,2,7.0414737166539645,5.5744189699723625,8.860906905540858,0.5,median,qi
I,3,6.874434270227429,5.1460357906233956,8.773181899269996,0.5,median,qi
I,4,7.135991331970111,5.1718956756655565,9.564528621515764,0.5,median,qi
I,5,7.360751254863432,5.228336981031375,9.799700184879999,0.5,median,qi
