iteration,chain,gamma,nu,rho_conc,rt_init,sigma_rt,tau,I_init,E_init,alpha_t_values[0],alpha_t_values[1],alpha_t_values[2],alpha_t_values[3],alpha_t_values[4],alpha_t_values[5],alpha_t_values[6],alpha_t_values[7],alpha_t_values[8],alpha_t_values[9],alpha_t_values[10],rt_t_values[0],rt_t_values[1],rt_t_values[2],rt_t_values[3],rt_t_values[4],rt_t_values[5],rt_t_values[6],rt_t_values[7],rt_t_values[8],rt_t_values[9],rt_t_values[10],log_genes_mean[0],log_genes_mean[1],log_genes_mean[2],log_genes_mean[3],log_genes_mean[4],log_genes_mean[5],log_genes_mean[6],log_genes_mean[7],log_genes_mean[8],log_genes_mean[9],log_genes_mean[10],log_genes_mean[11],log_genes_mean[12],log_genes_mean[13],log_genes_mean[14],log_genes_mean[15],log_genes_mean[16],log_genes_mean[17],log_genes_mean[18],log_genes_mean[19],log_genes_mean[20],log_genes_mean[21],log_genes_mean[22],log_genes_mean[23],log_genes_mean[24],log_genes_mean[25],log_genes_mean[26],log_genes_mean[27],log_genes_mean[28],log_genes_mean[29],E[0],E[1],E[2],E[3],E[4],E[5],E[6],E[7],E[8],E[9],E[10],E[11],E[12],E[13],E[14],E[15],E[16],E[17],E[18],E[19],E[20],E[21],E[22],E[23],E[24],E[25],E[26],E[27],E[28],E[29],I[0],I[1],I[2],I[3],I[4],I[5],I[6],I[7],I[8],I[9],I[10],I[11],I[12],I[13],I[14],I[15],I[16],I[17],I[18],I[19],I[20],I[21],I[22],I[23],I[24],I[25],I[26],I[27],I[28],I[29]
145,1,0.24149668780893963,0.1184398062684858,4.229457845144736,0.5696638613355004,0.12778261428416646,1.511184518638379,8.53175464786406,5.192938907796217,0.06747087737473423,0.08557931576677001,0.09961644265227364,0.10679002187279116,0.1313007853724637,0.15543938289650208,0.18969821214798455,0.2520980846431086,0.2778174407034267,0.283611595533163,0.3207927645536387,0.5696638613355004,0.7225553507979755,0.8410723201155671,0.9016396196285034,1.1085866273271667,1.3123913977378825,1.6016423711295704,2.1284911938443987,2.3456424782868606,2.3945631495736897,2.7084877513768317,3.585868859346281,3.268776145006249,3.557811449442675,3.570261606461542,3.3156725252477726,3.1651735100551686,3.3062397642003196,3.6859988519474784,3.3301459780177645,3.590314446513017,3.8670077810945562,3.5382585293906894,3.594927396169972,3.9600174451825136,3.7434376353949874,3.9641206890901532,3.9322394377296157,4.228945788690323,4.782548675459013,4.835040625314049,4.790864789784838,4.749386995979533,5.353012532416297,5.438188425020304,5.413185120369998,5.490614166796388,5.744945326788388,5.7587464648919635,5.794970636121656,6.058074165120234,5.192938907796217,5.07668370171879,2.6414635625028655,2.3883692277577344,2.0600831722827535,3.089321093028765,2.301848172514001,1.8305533130085279,3.0779720009949543,2.9979250399858306,2.632254082678113,3.7498377765155415,4.783000817909589,3.7429466647831253,6.365659143537415,13.042901385953002,13.479880119239208,11.803501702594826,13.969196021099155,17.923274541835223,22.065127714480617,27.285780389203985,25.56654978247997,39.09932882312003,45.83294749954277,49.49731438492491,64.68756760218876,79.8194683607482,87.96127602138054,96.45482922347192,8.53175464786406,6.213363210650892,8.295702698822048,8.399631120125372,6.511687956996273,5.601865650917371,6.450553546918967,9.430272903007479,6.6066199044273555,8.56976773948734,11.301483103995812,8.13507299464418,8.609390966353917,12.403065122147249,9.98779472004537,12.454062479291393,12.063273897131841,16.230171897977115,28.232530011050574,29.754096186853708,28.46829391939726,27.311645330859232,49.9458149384794,54.386426462595466,53.0434455184413,57.313738016808244,73.91172760319353,74.93886509318543,77.70322950450016,101.08890217937223
146,1,0.304507633725275,0.19444466951943434,1.6282254734591097,0.5231682323610314,0.1907002180977268,1.6094357294200707,9.333719182522314,4.8792530545747255,0.10172727404450738,0.13219775647286938,0.18229034656374613,0.27183552532088495,0.31256643765555087,0.33880149105505575,0.3113873714719207,0.22651830429738043,0.20504950685661877,0.19151054729070421,0.16325426603470622,0.5231682323610314,0.6798733891733478,0.9374921257253934,1.398009654842791,1.6074826758072198,1.74240565139891,1.6014189138818133,1.1649499307809021,1.054539100317813,0.9849102460047799,0.8395923963263456,2.7211243168383636,3.1019274025966563,2.3348900521580824,2.158577248470318,2.5541595416746965,2.7605842127022906,2.595709310490337,2.490897398820897,2.948001787081192,3.1680613532955695,3.237223135661823,3.996573125609632,4.68115242020458,4.6101776915816,4.899954394271742,5.136252549791556,5.244593607737747,5.26589761985372,5.2175443388377225,5.25141453548646,5.351810137585608,5.485475667931278,5.366255987734801,5.378073393040922,5.438492623848006,5.497098378884113,5.522064690483771,5.574955533370831,5.618501618011873,5.591123000223109,4.8792530545747255,3.7397272040142733,4.081058782918899,4.609763082986704,5.164011305886583,3.6642111131515454,5.794809918770427,6.71165665202131,6.053680768513858,13.518335087421196,21.067371105060666,26.283323633208557,55.85994723488787,65.2569175177414,67.99179520034109,76.85345463560039,75.96426878171326,88.43458439951335,94.42330980511639,89.41223009940221,84.31552276930775,83.73573998911968,106.67623065602785,93.65061665102145,89.30565535927249,96.86186832539026,99.29881918170113,88.54818184090405,87.37283851738802,90.30227709399358,9.333719182522314,13.659519084298513,6.343301009799119,5.317942568293853,7.898467761914927,9.70938999033277,8.233560579130891,7.414270904287901,11.710794600463604,14.593417897095815,15.638446170362272,33.41758874178921,66.26498745409422,61.724870448564516,82.47239564192884,104.45556802149322,116.40818521441555,118.91475176267662,113.30163329953695,117.2049111511728,129.58271231434483,148.11439475418643,131.46823092858014,133.03106040549358,141.31647356673838,149.84592861885054,153.63412058698987,161.9786891576524,169.18805754751418,164.6187583546056
147,1,0.2985176207639089,0.2027875855350681,2.365987482054666,0.5378875355943011,0.1883671916189947,1.520173301821442,9.812949363443238,4.662681978944267,0.10907691463257632,0.13247620568537108,0.1825154576776616,0.25332369229178664,0.27733398268644677,0.2741296015766503,0.2630685466004308,0.19007650665173123,0.16972950997930975,0.15695758604923085,0.12475019021631,0.5378875355943011,0.6532757187074548,0.9000326977417421,1.2492071032029686,1.3676082880255378,1.3518066249141518,1.297261594718964,0.9373182591537945,0.8369817586785084,0.7739999745797463,0.6151766632417295,3.1448983518397196,3.443005095010416,2.7622253314808347,2.6045350913422602,2.978637396873065,3.260273975480911,3.099992959124048,2.9450469343767924,3.305301235897791,3.5071198804701647,3.4836445903807736,4.1908814962600385,4.767639458928695,4.689869163842371,4.924594817729638,5.056897522431212,5.140794560708923,5.074452574604192,4.899218050339031,4.8989021266790935,4.975398828542077,5.095147823007776,4.819121367723875,4.8470786697608865,4.895931199693503,4.950919210298481,4.9443441883404615,4.995003452983577,5.068826607624741,4.989295605045617,4.662681978944267,3.7037274945456047,4.706981490212178,6.531730514832018,6.498056224958176,4.253389762536471,6.1633633934176,7.63347874006117,6.842458404420468,11.574073173390023,19.87868336696846,23.646997828651003,37.0541379133519,41.777571752277204,40.38699419052056,41.45545692636224,41.15108575296705,48.5993656669934,45.659061919984566,41.282468597640595,38.810679356060064,34.92845786112706,47.15315610431343,38.57774162496876,36.932921518516665,40.20331856189413,36.44225994734004,27.627178989260187,26.02710835879904,29.26111136855429,9.812949363443238,13.221041589408607,6.692783502240699,5.7164021718756555,8.309853024212329,11.01302321013051,9.38204244837911,8.035357247321107,11.520243141967976,14.096469919096855,13.769405188243745,27.929571041053432,49.72182562796499,46.00148548239389,58.171720986524775,66.40033141449233,72.2114836033886,67.57628445500158,56.71408403456016,56.696169543516746,61.203437348298486,68.98936403038542,52.348636594888895,53.83281335898443,56.5279793275755,59.72338997351331,59.33199549669716,62.415146494505585,67.19716995286052,62.05990512561273
148,1,0.2396650071960778,0.15752323529673415,3.8491635783782217,0.4809198311283981,0.16198346569325822,1.817326595212321,9.159544818209367,5.1634398982418945,0.0757560477177043,0.10685071473880753,0.1032445581202944,0.09321703068132975,0.12473930712290628,0.14487463671639186,0.14983499104047,0.1903064139329038,0.22559033616922028,0.2340160206254171,0.29204295354744836,0.4809198311283981,0.6783171672263312,0.6554243120121779,0.5917668622392901,0.7918787783143788,0.9197032834139325,0.9511929510476251,1.2081164634183292,1.4321083219517732,1.485596840266706,1.8539674670680355,3.562652357443797,3.6480194963250216,3.667652136514478,3.5364942090666096,3.3317427851220653,3.107799888764744,3.681897087868806,3.929010822515287,3.854057070204294,3.7110615688803765,3.9490459393254334,4.063493937334357,4.250781827540783,4.231917338827008,4.010265022424933,4.333781650322514,4.199980757232324,4.252585709901096,4.665340801080052,4.5705007856326905,4.5840034228900794,4.723315097645627,4.791113049178019,4.764395665926228,4.637718324869373,4.934294673152852,4.947665321246935,4.853230298005678,4.839416377087881,4.993710536495547,5.1634398982418945,4.579789886605243,2.6431317674704924,3.8037845172458336,2.422040295210684,7.447300944949778,4.723638354134691,2.966314326586892,3.842971821936679,11.788035533368676,9.965140116718558,12.707057767966976,10.493931125991073,8.612125337552945,10.3603698630234,14.281550043272848,15.95523657232714,10.681580640103821,13.73866881308559,17.07854491812921,17.055616751311415,18.618501080716293,15.920160349269697,19.21939568545519,20.745931252149557,23.272835669202358,32.01639333002569,34.44541444036625,39.03953817404604,47.69801615937374,9.159544818209367,9.975814603943881,10.17360136796669,8.923054643021292,7.270949678502626,5.81211200255626,10.31956094997276,13.21238900213808,12.258274739341426,10.624957306096768,13.479770323159833,15.114250870422696,18.227399977135217,17.886772380218982,14.330772526147802,19.80482862651084,17.324555443235464,18.26030973617124,27.590870216757782,25.094405009575095,25.435543609945867,29.237707394241568,31.2887052206047,30.463821328846787,26.839171742141364,36.105268655489105,36.5912612749447,33.29390761281312,32.83715027422992,38.31550575158647
149,1,0.23976274242999607,0.1719793064663011,1.2307723628954292,0.6248416264613434,0.1571343240554056,1.3511021310998192,9.438097384954423,4.800684023659065,0.10745982957009742,0.12479366821956052,0.1545890308540902,0.17059445554331304,0.2376408762493869,0.28484511277427804,0.23758195646293329,0.2423827537920417,0.2745728786864587,0.3009908328990113,0.27725004783412255,0.6248416264613434,0.7256318843454198,0.8988815807579822,0.9919475723478428,1.381799247434179,1.6562755056236529,1.3814566493177878,1.4093716201811521,1.5965460282877726,1.750157266496418,1.612112838055019,2.4523963212674027,2.4453277602474355,1.6449967024385213,2.1694570131464834,2.399499037400184,2.113250952205559,2.12494831343482,2.2450995307762978,3.1016425340186227,2.9775837655751998,3.4349129935564267,3.9379631306674483,4.018285466602451,4.149001977758043,4.188504707312582,4.26514508774103,4.3162557731894475,4.379388917337523,4.5171609393165015,4.529259995525189,4.592310895741229,4.680432685769433,4.879773705747415,4.989460459291117,4.994842792437562,5.067432248951865,5.3522556143786995,5.454963254960482,5.490365420222228,5.547725437357467,4.800684023659065,4.12429169730628,7.26945980064432,5.87176435170261,4.995647249420545,7.605761497561628,11.262488775249151,15.043800608156733,10.996104937539537,28.42234723552786,29.44769476183075,29.441181391801113,42.86266634403593,39.889701393112446,38.921863035296205,46.17160436611335,47.03050632615095,60.92548029228588,59.8143273336088,56.465886810049525,66.25316576599482,77.21841023854174,91.25982514595192,93.68731407104605,111.76275783399986,141.6560268754455,161.09249237974154,174.60969259305986,190.39970160416573,217.7265086754356,9.438097384954423,9.371618848270325,4.209545955427162,7.112224780497893,8.95182236510496,6.723501279456816,6.802610283921985,7.671081590506215,18.065438258449028,15.95770613711824,25.21076495180479,41.692498521013135,45.179505098056204,51.48858167972501,53.56322852603405,57.82974010928851,60.86229562729905,64.82860931566718,74.40469388409547,75.31038843374384,80.21166764217826,87.60085657446795,106.92544288500501,119.32114428631849,119.9651018788361,128.99715364158442,171.5052202213418,190.0564902988753,196.905419737166,208.53012760985166
150,1,0.2651575647938648,0.1349649969171998,7.793680080442029,0.5071204914686245,0.1549304871355884,1.4191879639728655,8.698606583444212,5.0017650821700705,0.06844351556771175,0.08482323174832762,0.1085641874373947,0.12913434561979084,0.11745130490489397,0.11815109591815982,0.14338683392230347,0.1609682429981642,0.13504881332001048,0.1292243946242111,0.1574350521162684,0.5071204914686245,0.6284831896107563,0.804387729538483,0.9567987890890998,0.8702353023943655,0.8754202839025351,1.062400157059022,1.1926665926345128,1.0006210232632549,0.9574659917451743,1.1664880206892003,4.216476009182184,4.111515790692492,4.259922587476334,3.9622896676113206,3.8881054114309617,3.9235109468843676,3.7215022518897847,3.8825424650293594,3.2215450156608494,3.8286101529850693,3.3978997353196387,2.8109949943839156,4.570204847395765,4.3822479612648655,4.428095313778982,4.731211470746967,4.771355137804697,4.8243670310367195,4.823932046632091,5.018589055839552,5.080614340052151,5.343400741072136,5.3130548780182885,5.179126792494975,5.190120271710819,5.331719383213613,5.2479532837855265,5.0830488890728756,5.225803105615199,5.385223001554433,5.0017650821700705,5.4379804652587,1.3623481532005686,1.635372622736685,1.1409410962240711,1.3197120181397535,0.7139627592389842,0.24853481095693358,3.008344721477974,0.5270510519980957,3.066411432172015,3.1941699062337348,4.154212270327606,8.003684362991002,12.200448425644584,8.156543215461324,7.245770427235466,8.901384927810787,17.095789863537867,18.31953779544556,16.945446665023976,15.015169209309787,14.639455121631354,17.054946362776274,14.620094766503273,10.569670355134669,11.970721854786367,12.072466833551095,12.380279643608645,11.86388759732873,8.698606583444212,7.831880377237955,9.08486124091802,6.746180604982219,6.263832713161787,6.489579831510759,5.302556658901808,6.229084089487322,3.2163007266944352,5.902033743558193,3.8366000707006864,2.13332508484755,12.390024688129554,10.266999320082864,10.748671382472786,14.554472163440028,15.150627930180384,15.975461230492737,15.96851366515157,19.40005491369221,20.641449810032,26.845214707867065,26.04280990681884,22.778420838171254,23.030216453231102,26.533450607205882,24.401390652108628,20.691763652360187,23.86683757994225,27.99175051730216
151,1,0.2676764717911514,0.15988039724673658,5.65558870321926,0.5540347003853308,0.15562721892216289,1.3829933905973006,9.305634636650172,4.983754741075002,0.08857928798608336,0.0919971551066577,0.09046402719643733,0.09771351184927726,0.13626905308079373,0.17347334100320377,0.17212434078042163,0.17197568867088747,0.21257832563508142,0.2279921323610071,0.19006286318067678,0.5540347003853308,0.575412350049909,0.5658231325059073,0.611166306388895,0.8523187046533011,1.085019451981282,1.076581893368638,1.0756521226644487,1.3296084404082282,1.4260167993525596,1.188781529528982,3.9632642988828386,3.982382762176818,3.3187283272859833,3.5958727368486327,3.5110285620112087,3.4842677282257464,3.54128443643861,3.4968025612803233,4.139009897231032,3.547686549799619,4.224086110910811,4.623070454167169,4.563757473449262,4.990520099179978,4.9831027340220055,5.061534057431261,5.099708506032623,5.142423200132054,5.237956286711656,5.144553512654321,5.166923247295179,5.094596847116117,5.296475465591755,5.400711860056177,5.400505592893606,5.343181419002822,5.551719311210744,5.738681362959934,5.699864425571702,5.666225948275203,4.983754741075002,3.6925082165308516,6.227270310930399,5.833337737952667,5.5202446882005685,4.816236464807764,7.19518988017134,8.688774615564503,3.502407087390459,10.56765633941753,5.263326733156394,3.7845383109244937,19.178266914689175,13.213021176843252,10.386290141918588,17.57082348160973,19.31151791412526,19.618849425019757,14.531113576720541,13.49528086819541,15.91851758351352,18.858451321442963,20.41216459946274,19.195914552735143,24.5657730091459,34.36804031547778,36.16710708691961,37.110976154420364,36.8938548142365,39.38919020952473,9.305634636650172,9.485255638486262,4.884583984287554,6.44450951017389,5.92028360931976,5.763952982121879,6.102144270443444,5.836657890471949,11.093570319006483,6.141336211569588,12.078679862481584,18.000980828504066,16.964336137421018,25.994263833614813,25.802168189232614,27.90734316702762,28.993286371365535,30.25855616307615,33.29183192725039,30.323085053123393,31.009048221566704,28.84546071960061,35.29817483842566,39.176130784321025,39.16805086832294,36.98591674671698,45.56204866734386,54.9287645460375,52.837449930980796,51.08964020757413
152,1,0.33278850538115196,0.14628591524900983,1.3531419860663312,0.6457690001064157,0.15643088867438656,1.5007161657069017,8.996129559340806,5.116028754007008,0.09446690922000495,0.1178040568924341,0.1479567423782968,0.2086792671794075,0.2076331987404567,0.20914819846602622,0.23246187617917377,0.2358876687709025,0.1817683300378102,0.2011368633013113,0.2588048698170576,0.6457690001064157,0.8053000638640191,1.0114216541383556,1.426516468275096,1.419365619629345,1.4297220488384776,1.589092673641711,1.6125111455150782,1.2425552366295944,1.3749571375954648,1.7691714843258592,2.4992237212194315,2.457454982410872,2.765454833782474,2.587604332008447,2.663437148455455,2.550570807773647,2.5668555585552193,2.8460406601109054,3.0187206300469107,3.9464148882239423,3.9402293522215173,4.382762993145823,5.040619131048472,4.980376846543789,5.1139139241981875,5.358122719805206,5.414119691315971,5.506107006501423,5.703812557823046,5.757199207878079,5.809694665561313,5.855435971473686,5.885310581654982,5.888335939311736,5.886544273480643,5.962969225087544,5.994353237913253,6.027924239733353,6.114288821739278,6.187596106504998,5.116028754007008,6.473769254616809,3.6149022904791837,4.861057303255408,4.240877626568149,5.494432957649985,4.385680769195652,3.722823226366422,12.086827910892554,13.759799536395349,33.77497785768873,50.11587575827294,49.84914381752692,66.05689784092483,80.92557889910913,93.90718536082815,94.20680991685153,97.94659290715933,129.7063590828674,139.85402567768747,126.24094823932519,122.82555496789598,132.73942912698763,138.3258166163865,142.5859059901779,136.0894309582574,172.28168318376817,168.54835087114918,190.02207901838713,247.86708810552926,8.996129559340806,8.628111893297659,11.740278640931573,9.827406328172257,10.601631062617905,9.470119467007605,9.625600551730027,12.725544798579023,15.124127929546365,38.24395860692818,38.00812934121517,59.165210448290196,114.22724548638747,107.54910792884053,122.91396497196588,156.91330171790244,165.95064186382413,181.94013804968128,221.712893528601,233.8710564191778,246.4761859807309,258.0121523981545,265.8364569787302,266.6419251395722,266.1646196268339,287.30372738524903,296.4634539227901,306.58497327455194,334.24007974569673,359.6627623522732
153,1,0.3730156851785314,0.14990901177798818,3.2269895554840327,0.5656009757450747,0.17598592296950782,1.687622384472974,9.382291129337613,5.145285088306035,0.08478868333461001,0.08915761081300415,0.12443769142957914,0.1656582551684426,0.14253275301444554,0.16660972320801604,0.16386698438051306,0.18448238991138605,0.1989937865072538,0.22131766383380475,0.25206003315161946,0.5656009757450747,0.5947448372553115,0.8300881311516383,1.1050586832883582,0.9507950944639225,1.111405653549109,1.093109629881333,1.2306290844248926,1.3274304469564449,1.4763466265895417,1.681420150543815,3.4103736665134843,3.2793667882818447,3.383034993404527,3.3614366398413997,3.124668055193263,2.9967856030250153,2.843071459346368,3.242335400392312,3.4586328459605378,4.072491798272899,4.019677011179528,4.5240977178538,4.942749271883292,4.854311177752366,4.819572885845443,4.935429647682461,5.075233801097959,5.067669074750463,5.1785831015426655,5.175046521139764,5.22844645051567,5.290746421806176,5.203443538066253,5.249741589893124,5.1996978678259,5.173819698897686,5.175671243621515,5.327057973807507,5.384492816002664,5.513402394936982,5.145285088306035,4.955256094098751,2.086616881403316,2.845794603912851,1.6692605276777903,3.371416453550077,2.6500795101445336,1.5482333891420768,4.418774012553404,7.178140389174932,11.231329098279842,12.9058067190173,15.725259989964076,18.570215997701,21.708907104835994,20.94076523312826,17.48573047618532,19.238440409367655,24.193885469487547,25.853257687662012,24.747360278406536,26.25505855107844,29.648200387845755,26.796721849463573,24.85895677406988,25.06122692826745,40.597957903591926,38.69843986340665,37.09959372346521,52.98459573388397,9.382291129337613,8.230255933364926,9.129266181414545,8.934203165484012,7.050639900482539,6.204258595855221,5.320257917354786,7.931052287898762,9.846176128421787,18.19127569634702,17.25543790583477,28.575452394715626,43.43213458807025,39.7560289497106,38.39868481444276,43.11538833062035,49.584789561592046,49.211109373730096,54.983515662437995,54.78940548390807,57.79468255069487,61.50981437071006,56.36756258630977,59.03862634049085,56.15682321110226,54.722229837344315,54.82364435105712,63.784377739223615,67.55507151569034,76.84978854676254
154,1,0.2699378734015301,0.2815494227622632,3.2020171400438238,0.5158991112253001,0.19231575707312765,1.6415290965364324,8.83433286042954,5.1499950120791365,0.14525109696904784,0.2009357825989375,0.29172797571448167,0.30450089653941476,0.2997934658544727,0.3945142812100646,0.45797445297247374,0.4405166311918375,0.4162914709598093,0.4274225513558626,0.6478577167951641,0.5158991112253001,0.7136785457685173,1.0361519226441929,1.0815184543870704,1.064798723127252,1.4012256794544649,1.6266218857041723,1.564615643214457,1.4785733420285525,1.5181084271544498,2.301044379487885,3.3424265594118436,3.1445682631758016,2.062669580923788,2.744172420392787,2.7376245906203476,2.558058344244755,2.8849409854141532,2.844379596296071,3.4644921187390185,3.5452115512179097,3.5849334016454213,3.896505266590511,4.206966161706002,4.318793492492126,4.563731897762835,4.715581621676505,5.012102370406312,4.938397581920513,4.960234788773066,4.953179628382834,5.084797745859634,5.323129690451527,5.51535858698846,5.556906338469705,5.68279057118905,5.6490488889417065,5.9359720284273445,5.913427594115355,6.075565383751696,6.290397645927483,5.1499950120791365,5.08839816692728,7.358128623532175,4.247311162318807,1.782610894753166,1.3481637633651655,2.689543627463024,5.27599890690187,7.258348690651651,10.181428337604395,12.506828463779312,17.642520090352424,23.211712072945048,21.57400376492726,34.66603188932131,45.53596635553737,44.28066302431931,47.50378090340048,69.98766586459107,73.42419851554446,73.30730392163146,80.81753258869023,92.17794074563719,101.35216780029558,108.80465948296809,123.3283854836122,138.75334935845217,171.1787195475361,200.60416210691787,274.48278020107716,8.83433286042954,7.2484474107914405,2.4568710597935213,4.856856669863416,4.825158688903459,4.032059859505732,5.5910103762980405,5.368768909132253,9.981278129992058,10.820371244044717,11.258826898102555,15.37471534096171,20.971936654534538,23.45333084288406,29.962629753606755,34.87606070635607,46.91424698210365,43.580796864348244,44.54294684007419,44.22979517241826,50.451716922511324,64.02980787459146,77.60079092813793,80.89284446285892,91.7446893679026,88.70071245437606,118.17789346399707,115.54344733567149,135.88166766289132,168.44624505494954
155,1,0.24610135624606042,0.09181693252463774,2.3973179536875744,0.551307451958234,0.14065422129676822,1.7360237092205613,8.875402715261403,5.4788652705590675,0.05061935911677914,0.06317794551958106,0.08075464466033441,0.1101768248689784,0.10695548455332388,0.12250071764009099,0.1263101259661886,0.14452245634238378,0.1970747372733647,0.18638986089946366,0.18976294655635753,0.551307451958234,0.6880859965848692,0.8795179978231692,1.1999619442678946,1.1648775624760055,1.3341843848597283,1.3756735549000736,1.5740283667568973,2.146387728869972,2.0300162047936925,2.06675328110572,3.0576343038662572,3.145055246334304,3.2878308957162257,3.1761162242278598,3.0903273845269785,3.254690079481407,3.156383321016806,3.114354206149091,3.5061959563624474,3.410579861427643,3.579184282944577,4.0993457667306155,4.260603249464173,4.323849801734098,4.2981158053217285,4.331788518783388,4.341884752248221,4.432350225299568,4.496041739458301,4.628817044931015,4.704334834352213,4.922814076606523,5.112317798309078,5.102634045752939,5.073604757569434,5.335598212846188,5.498968086626681,5.569367986801581,5.614842716809269,5.766788580609315,5.4788652705590675,6.603714936682195,2.20133812024195,3.151263370156621,3.4350358785831197,2.697833809157359,2.934780325070405,3.088955082793218,3.5420732440492415,8.157857093556416,9.033782453626175,5.76428066370893,15.425139589549211,13.28370883126375,13.558075080015016,15.091018369995243,17.15627533571415,21.057514715108724,24.720748017010695,21.366016687427468,25.61788651795565,28.37065072147187,36.39037556430353,41.02620593260234,48.8453453559071,53.03423933622851,67.76428525471707,63.535820781837764,72.58598566663701,82.17783872366542,8.875402715261403,9.68622383816674,11.172778206802475,9.991808737342769,9.170362268847795,10.808571603292691,9.796573952307478,9.393365225443953,13.899395683657518,12.631949362298213,14.951829841594405,25.153452753991562,29.554991784333804,31.484621131518665,30.6847323148595,31.735563391955328,32.05759597165325,35.092928120810136,37.40076453379123,42.71142512453905,46.06181234893589,57.309332621835445,69.26690322280093,68.59937696763616,66.6366125445959,86.59547995397988,101.96376381601358,109.40071150128763,114.49053131575161,133.27810864014037
156,1,0.24620228360188684,0.08827044117559561,2.168647506309682,0.5579431126948288,0.13976306369004457,1.8746076422232676,8.933926488035594,5.509833816462091,0.0492498847084576,0.059764833012866975,0.07640367710986039,0.10565114008526134,0.10135161250392144,0.11414159213868075,0.11773651441795709,0.1332461580796276,0.18059922790913144,0.17202989719285147,0.17398366897312934,0.5579431126948288,0.6770650765637085,0.8655635577698226,1.1969028213543247,1.1481942443484967,1.2930896302151689,1.333815860099134,1.5095218320543136,2.045976269109916,1.9488958580215308,1.9710297881827186,2.963959698816689,3.075345121975633,3.2105538526698036,3.1091843733044655,3.010655608794725,3.169166048084938,3.0616102587807488,3.017487344592258,3.382153137208954,3.285824739471333,3.4714958079441147,3.971145916420092,4.142076698655986,4.191637162952259,4.154678291871136,4.187564225092197,4.197796343446798,4.265717821259558,4.31029680880562,4.4533179313011315,4.523047470156571,4.724658143983378,4.895809756355056,4.884953299333668,4.853889750628437,5.119160684327748,5.263158350467886,5.335224943492734,5.37701606884992,5.52099819103452,5.509833816462091,6.4559204692665215,2.2497190170149874,3.1646881512039258,3.1097297757376343,2.5370312957862224,2.7854039951607175,2.8690440047428702,3.350070916734183,7.555453184107299,8.410174640738413,5.165965725894071,14.24324793285258,12.305928375175686,12.794112558473417,13.316488604643514,15.144121915554173,18.743095302449518,22.510723501006133,18.91856934925662,22.413078348672716,25.143305133654426,30.94445331223092,34.40381425871289,41.36854751059494,44.11946846821898,56.72421609760516,51.85425811606636,59.321724601542776,65.85147511133931,8.933926488035594,9.986572270512218,11.432385353886371,10.330293230664969,9.360997960681267,10.968881879840016,9.850345734556168,9.425168774989741,13.572550844766134,12.326125512272364,14.840977482845744,24.46007538347006,29.019644418439523,30.494107209308687,29.387652043887645,30.370159193176825,30.682505513629568,32.838910794654964,34.33595667141289,39.61525324469345,42.47619349379196,51.96416984939704,61.66435517735675,60.998519603020014,59.1328168155771,77.09643031414099,89.03723439312974,95.69071188302165,99.77447255655346,115.22589278636408
157,1,0.3306116179487941,0.17394597041746762,3.6498159494974587,0.5771407915803425,0.14268012558217194,1.7087024628043335,8.624024021507159,5.335173970546115,0.1003913150589481,0.12591091282586098,0.15927647676942452,0.13821083684769292,0.16205757248727967,0.20744900638429956,0.27339100337964095,0.24851013110433992,0.22901679722882287,0.21243244666352623,0.18669309256903638,0.5771407915803425,0.7238507021673267,0.9156663783999334,0.7945618775530647,0.9316546517194048,1.1926059907362336,1.5717006994959803,1.4286627652708452,1.3165973128275759,1.221255348161798,1.0732820778830108,3.4492285411158,3.653199342750801,3.78249752124412,3.790642347444607,3.584963714622739,3.6905716396559556,3.533443755127939,3.5793149571123415,3.705643253146368,3.909538465262141,3.9143342836006747,3.7785099922173586,4.337119762951817,4.42235586656329,4.75314381995784,4.987541108244695,5.022552408809245,5.149387070105567,5.184072582189719,5.2353449899361575,5.252846162278539,5.261451931792173,5.4100346239924395,5.38034319553998,5.440278437687803,5.46471633352965,5.739989098084185,5.796953367606163,5.8876654084981235,5.976938781725661,5.335173970546115,5.721863179091726,5.516009242589907,3.8857135940649834,6.9490670707081685,4.081367228248401,5.2007415266206545,5.448607393677446,5.2473714321693965,18.135952821060904,9.468928492653665,8.840837018684494,14.246845902445793,15.172322965489956,20.827966843072865,23.203501198120595,27.117048219186955,25.68078499734104,37.15972115749565,40.17174834244083,40.32094724226453,41.40285976999439,41.26108844991089,46.21518990375195,43.198765646075664,44.23360942086006,58.06469469542033,62.205148124041365,56.63993795498818,54.650536757538404,8.624024021507159,10.575315946493241,12.035020561589699,12.133443989136747,9.877771929258795,10.978017872203461,9.381756574913817,9.822132086824716,11.144727449913834,13.665326656905744,13.731020483004524,11.987126121459474,20.95637762796645,22.820953453245153,31.768240948520827,40.15971451696446,41.59066184883803,47.21493814190901,48.88134547955163,51.45297318220397,52.361386495921685,52.81394101648342,61.274139279211745,59.48156627297616,63.15561096026033,64.7180143724242,85.2264947345321,90.22230010685023,98.78923753321956,108.01412873604363
