name,time,value,.lower,.upper,.width,.point,.interval
alpha_t_values,0,0.11770361105286034,0.10251047201946713,0.13602458967208958,0.5,median,qi
alpha_t_values,1,0.14051047755686905,0.11865228924495427,0.16411871769593261,0.5,median,qi
alpha_t_values,2,0.16164572214578968,0.13496937167169656,0.19312231531918167,0.5,median,qi
alpha_t_values,3,0.1832009102364165,0.151252410715628,0.21668671557402938,0.5,median,qi
alpha_t_values,4,0.19882372908984805,0.16656680654471617,0.23364184942499014,0.5,median,qi
alpha_t_values,5,0.2071296909237037,0.1730298115665953,0.24475156295169334,0.5,median,qi
alpha_t_values,6,0.20763485746132296,0.17725036713516565,0.24058343767260568,0.5,median,qi
alpha_t_values,7,0.20464561702167655,0.17508659114500102,0.23540360294072138,0.5,median,qi
alpha_t_values,8,0.19351991528294732,0.16661844756536476,0.22399630884461794,0.5,median,qi
alpha_t_values,9,0.18398008981627845,0.15732043323408135,0.21537149165756458,0.5,median,qi
alpha_t_values,10,0.1744007347358312,0.14905914527103922,0.2050215106408875,0.5,median,qi
alpha_t_values,11,0.16846345999017887,0.139725594970886,0.19792207535017847,0.5,median,qi
alpha_t_values,12,0.16173288662884788,0.1335970289234355,0.19577057631095685,0.5,median,qi
alpha_t_values,13,0.16402459439972059,0.13200793523784604,0.19817121425610287,0.5,median,qi
E,0,4.990615411461295,4.842803495320449,5.162421867677364,0.5,median,qi
E,1,4.786569066573711,3.988183792552786,5.822615726744544,0.5,median,qi
E,2,4.526052370725466,3.1472441898570693,6.378152229399646,0.5,median,qi
E,3,5.092441408291656,3.5264624477182283,7.016977163748319,0.5,median,qi
E,4,5.7826714176986265,3.7696448180860394,8.223815361422442,0.5,median,qi
E,5,6.147422840013439,4.000716524732134,8.827999977696015,0.5,median,qi
E,6,6.605453144942141,4.467676642691467,9.3874627256424,0.5,median,qi
E,7,7.123309777006227,4.774192791471456,9.927023197704084,0.5,median,qi
E,8,8.394258155491169,5.503962696268829,11.75687437153342,0.5,median,qi
E,9,11.590835844460106,7.512805584541602,17.079843271204954,0.5,median,qi
