name,value
gamma,0.1774069391302893
nu,0.18729928290548095
rho_conc,2.804855979446459
rt_init,1.0636426492635942
sigma_rt,0.14299794025051885
tau,1.19763801824453
I_init,9.05279701153078
E_init,5.593278471092019
.draw,1
gamma,0.29001588497029585
nu,0.11468227921137096
rho_conc,2.0232062698461544
rt_init,1.1095958797266674
sigma_rt,0.14009836655805366
tau,0.9207397834272232
I_init,10.183699728684129
E_init,5.696876872587056
.draw,2
gamma,0.1827217154360805
nu,0.17762772558644474
rho_conc,1.6643670556390635
rt_init,1.0689907982127402
sigma_rt,0.18112251729394865
tau,1.3542468035195998
I_init,10.66141984066435
E_init,6.749857242511481
.draw,3
gamma,0.3302800444815889
nu,0.17589088141117937
rho_conc,1.8699800996510445
rt_init,1.0466545411560648
sigma_rt,0.13536508250291424
tau,1.1810416520746565
I_init,10.34823029110726
E_init,5.374322785415714
.draw,4
gamma,0.18783745272928
nu,0.1445380097798832
rho_conc,2.4961565047032876
rt_init,1.1672563302110592
sigma_rt,0.13154793155184555
tau,0.943778393028867
I_init,9.733528430425226
E_init,6.190945656589258
.draw,5
gamma,0.33107087945564334
nu,0.1533886455758807
rho_conc,1.2813200700094869
rt_init,0.9085492810961844
sigma_rt,0.16221668888286656
tau,1.3745434938014214
I_init,9.290129164478158
E_init,5.753310278411391
.draw,6
gamma,0.16822576461848612
nu,0.16984691470653765
rho_conc,2.940881423408906
rt_init,1.097323481053834
sigma_rt,0.15588043358924597
tau,1.1060242774384688
I_init,10.35749930888386
E_init,6.151371133277446
.draw,7
gamma,0.2117592900153036
nu,0.1018004906552046
rho_conc,1.8627622538763688
rt_init,1.129453032756519
sigma_rt,0.14210856073825406
tau,1.1145095065893098
I_init,9.997363581324077
E_init,6.8445950721277145
.draw,8
gamma,0.2579037809499483
nu,0.17079334366484145
rho_conc,1.955488939349277
rt_init,0.9081682702823144
sigma_rt,0.14556252779353906
tau,1.1911463477279962
I_init,9.992190810129674
E_init,5.271200805946665
.draw,9
gamma,0.2241374410815385
nu,0.15143302793210747
rho_conc,2.6864053891261404
rt_init,1.113498711131278
sigma_rt,0.12960311283885498
tau,1.1117957015968436
I_init,9.81515528279358
E_init,6.342053231917107
.draw,10
gamma,0.2743525487266227
nu,0.11498665009215342
rho_conc,1.3160285456782908
rt_init,1.094215948884437
sigma_rt,0.1457673004591796
tau,1.1650091284366817
I_init,10.019202478956723
E_init,5.938495619743478
.draw,11
gamma,0.2528764898421713
nu,0.13656717867880033
rho_conc,2.144665533345511
rt_init,0.8954213125579257
sigma_rt,0.14671614921772344
tau,1.2359915787191995
I_init,9.796473499935642
E_init,5.9600602078033464
.draw,12
gamma,0.21158511252861575
nu,0.17413897345636606
rho_conc,2.880014003414475
rt_init,0.92091670587969
sigma_rt,0.1553942530933184
tau,1.019541636411354
I_init,10.349442393974504
E_init,6.13062981143367
.draw,13
gamma,0.1763549892034403
nu,0.1275164697303562
rho_conc,1.6914094579769188
rt_init,1.0486261902960514
sigma_rt,0.14960106086284136
tau,0.9516003205100686
I_init,9.930772108408258
E_init,5.640166168151122
.draw,14
gamma,0.27518205690416137
nu,0.2238943341964981
rho_conc,4.205076172726383
rt_init,1.0740883286027627
sigma_rt,0.15057650108665818
tau,1.1950793588580284
I_init,10.061816258541509
E_init,5.7657239459585865
.draw,15
gamma,0.23752521447032737
nu,0.14817346215962157
rho_conc,1.941836862461029
rt_init,1.0136185905252015
sigma_rt,0.11478508502664136
tau,0.9981058539969254
I_init,9.88488504253178
E_init,6.052568775285008
.draw,16
gamma,0.24699504155820348
nu,0.1480822491979512
rho_conc,1.1067598650310524
rt_init,0.9430225176918492
sigma_rt,0.16179656913050502
tau,1.2143580479642406
I_init,10.212042885757768
E_init,5.81119688370948
.draw,17
gamma,0.24242370431922253
nu,0.17649604354792336
rho_conc,2.3546353935787216
rt_init,1.0046318475196132
sigma_rt,0.13983974480510095
tau,1.050022677910562
I_init,9.7820216285657
E_init,6.0337584147357815
.draw,18
gamma,0.2062602628434868
nu,0.1631048951600756
rho_conc,3.409139613133602
rt_init,1.0435898238714243
sigma_rt,0.16903096563507655
tau,0.9529222288386348
I_init,10.284198473975684
E_init,5.718177067168286
.draw,19
gamma,0.33602110945845104
nu,0.16496461824948247
rho_conc,2.1012307188267405
rt_init,1.0659479292179601
sigma_rt,0.14565982787796888
tau,1.1876325778082892
I_init,9.537663170949363
E_init,6.234275321145422
.draw,20
gamma,0.17475358731831148
nu,0.14548041442215076
rho_conc,2.5284005070605993
rt_init,0.9303507480420934
sigma_rt,0.14216241395217988
tau,1.043551643139843
I_init,10.98765632341928
E_init,5.739229433036041
.draw,21
gamma,0.28605325516751057
nu,0.21324342810117997
rho_conc,1.9706767279377908
rt_init,1.1556205616937811
sigma_rt,0.17384824183246456
tau,1.0062116776575245
I_init,9.273595201466485
E_init,6.11416746744309
.draw,22
gamma,0.1894904170747196
nu,0.1220703837828088
rho_conc,2.965495489864065
rt_init,0.9483056178650878
sigma_rt,0.1647569375405703
tau,1.0447172886337173
I_init,10.60389406746717
E_init,5.703994062760992
.draw,23
gamma,0.2719519615851445
nu,0.1658278596107344
rho_conc,2.9720494483219317
rt_init,1.1214871477360608
sigma_rt,0.16225928983063298
tau,1.1378938019745688
I_init,9.461485546574156
E_init,5.975591383710223
.draw,24
