name,time,value,.lower,.upper,.width,.point,.interval
E,0,4.998985952914747,4.825477788976775,5.173190873492093,0.5,median,qi
E,1,5.13860178419314,4.194977559800181,6.345858068692883,0.5,median,qi
E,2,5.976143186725714,4.256755996951743,8.380445629456004,0.5,median,qi
E,3,6.610161613316205,4.744210028241879,8.970763599044941,0.5,median,qi
E,4,8.00916715624407,5.565183813341953,11.457411117347625,0.5,median,qi
E,5,8.535820533757946,5.814876322373298,11.93791839148546,0.5,median,qi
E,6,9.24286219719944,6.389429496451614,12.89982820938511,0.5,median,qi
E,7,10.294672104053035,7.034820196074644,14.033369402302249,0.5,median,qi
E,8,12.349582204035201,8.428685198624738,17.677439743762655,0.5,median,qi
E,9,17.52552346483585,11.72586380761885,25.112059322289685,0.5,median,qi
E,10,20.35400191352433,13.911678035212775,30.626335830472293,0.5,median,qi
E,11,24.61389433896435,17.098430511858602,37.837754409569214,0.5,median,qi
E,12,35.22504983726921,23.340843811739333,52.46660449299347,0.5,median,qi
E,13,36.8905256957157,24.594015391836095,54.994306270089716,0.5,median,qi
E,14,41.063812029013405,27.542856780126016,60.174755563436875,0.5,median,qi
E,15,48.12750016236964,32.353564472127395,72.88358982801122,0.5,median,qi
E,16,49.16071401768454,33.275050670295215,76.45951038325407,0.5,median,qi
E,17,54.47585740577671,36.31062065768414,81.23149157200106,0.5,median,qi
E,18,60.41794373978403,41.094349911251484,90.2221296319198,0.5,median,qi
E,19,63.12545043658033,42.60598890640415,94.67855289998099,0.5,median,qi
E,20,64.36340152071475,44.055592907840946,97.18225255017002,0.5,median,qi
E,21,68.25873429845316,46.01209257875156,102.34202820166178,0.5,median,qi
E,22,73.5456277130839,50.049603962701845,111.31790674092152,0.5,median,qi
E,23,76.59044392308249,51.34581320659535,116.32136329355248,0.5,median,qi
E,24,78.80804254124254,52.22992295893938,118.06412286933875,0.5,median,qi
E,25,82.87967829164002,54.23518506801576,122.84850538636664,0.5,median,qi
E,26,87.8647909071085,58.49648241772995,133.0703431527876,0.5,median,qi
E,27,90.06097301299889,59.96524137093737,136.34153609525805,0.5,median,qi
E,28,91.7675388689209,60.850173675851075,138.0081135067876,0.5,median,qi
E,29,95.21200560921325,62.33956413989794,139.94048795329448,0.5,median,qi
E,30,101.02177921736808,66.46180316086107,147.82759482062434,0.5,median,qi
E,31,102.13520064310096,67.60572816331577,150.91663335626063,0.5,median,qi
E,32,103.35225223713351,68.69791210834293,151.11088472661413,0.5,median,qi
E,33,103.70176796640175,70.46901681866309,155.59666492121576,0.5,median,qi
E,34,107.34086067905238,71.86727455061477,164.60321952159205,0.5,median,qi
E,35,109.35651464487023,72.12448439384194,168.96128879383397,0.5,median,qi
E,36,109.65309533465225,73.06862382803786,171.18156018464023,0.5,median,qi
E,37,111.66737006772036,73.35732203752015,171.17133922323893,0.5,median,qi
E,38,114.25662946707725,74.38104408405673,182.0375706329845,0.5,median,qi
E,39,116.90680334031964,75.54784483131735,185.74126298680537,0.5,median,qi
E,40,117.50624242589913,73.4930225594905,190.6676704728949,0.5,median,qi
E,41,120.22068819966344,75.89959756192638,199.88443146620432,0.5,median,qi
E,42,122.52481915839212,74.04549141747441,213.966321568712,0.5,median,qi
I,0,9.00674513314349,8.65995824069299,9.340092715452665,0.5,median,qi
I,1,8.879682598461857,7.932189167225407,9.993220784410262,0.5,median,qi
I,2,9.4777081064609785,7.50644117094069,11.957788126546436,0.5,median,qi
I,3,9.810999408586177,7.547132843304581,12.367538952349499,0.5,median,qi
I,4,12.264030821528653,8.993329306794148,16.048979597822278,0.5,median,qi
I,5,12.747522557293593,9.34128389324742,16.82274911530676,0.5,median,qi
I,6,13.498791753165499,9.84151779709372,17.44607464186865,0.5,median,qi
I,7,15.417663248302835,11.531353739389901,19.99353311339707,0.5,median,qi
I,8,17.689966151252378,13.288737399892128,23.73300210429544,0.5,median,qi
I,9,24.35102774075674,17.196125474683342,33.96530585718144,0.5,median,qi
I,10,28.18721678598382,20.165070216045066,38.98157188323209,0.5,median,qi
I,11,34.67087090239806,24.478870837083917,48.08251935461467,0.5,median,qi
I,12,49.356640052459376,35.098403133166926,67.8148302133772,0.5,median,qi
I,13,51.539584328314774,37.47165505555968,72.3578666553948,0.5,median,qi
I,14,56.02458152233671,39.795878771380586,78.37542751806077,0.5,median,qi
I,15,66.50463375400929,47.31167469632964,96.43854630463036,0.5,median,qi
I,16,70.20701712359947,49.69916813508388,99.44415015095724,0.5,median,qi
I,17,76.79523870003325,54.07405126675801,108.79637681382118,0.5,median,qi
I,18,85.59088299947486,60.58153177236164,121.98704007767104,0.5,median,qi
I,19,89.31426537434925,63.31914907917738,127.09755359943101,0.5,median,qi
I,20,93.07075270563149,65.92619903101627,131.76970773086268,0.5,median,qi
I,21,101.17506452586785,71.12592659949925,142.6738065032996,0.5,median,qi
I,22,112.06670565885416,78.97499735672454,157.2264720297921,0.5,median,qi
I,23,114.88712888053107,80.37254716484,161.2123665856373,0.5,median,qi
I,24,117.55541578245811,81.93800734091897,164.81149317720636,0.5,median,qi
I,25,122.90637885070025,85.9234228656883,176.6123815876843,0.5,median,qi
I,26,133.01788691654042,93.43421900677724,192.12078097175785,0.5,median,qi
I,27,136.88787938583246,95.43767943595321,197.13705578301128,0.5,median,qi
I,28,140.0768193689824,98.48186339692656,203.28352258800302,0.5,median,qi
I,29,146.386187165769,103.8546982614198,212.04736408978073,0.5,median,qi
I,30,155.87163432157976,109.6843910849214,223.63527916785637,0.5,median,qi
I,31,159.0395458519838,110.72834337394748,228.69133686802664,0.5,median,qi
I,32,162.36848248821525,112.88840415225214,231.42394085583965,0.5,median,qi
I,33,167.74763429148476,116.38232877560424,240.59074562842244,0.5,median,qi
I,34,175.66045109884544,123.12242563924934,252.35447348891742,0.5,median,qi
I,35,179.3534105563309,125.1309043964047,254.39195936882453,0.5,median,qi
I,36,182.12984402974763,127.81624758410543,258.95399373095165,0.5,median,qi
I,37,187.83605874141196,130.34961582762568,267.9918821851951,0.5,median,qi
I,38,192.56115993145167,131.5103400707299,277.8341089944103,0.5,median,qi
I,39,193.895691749786,131.84196448240448,280.24007922559395,0.5,median,qi
I,40,196.60343306850197,132.4080680962166,286.543295549973,0.5,median,qi
I,41,199.73168342957308,132.71471038145137,293.6915496599128,0.5,median,qi
I,42,210.25590521243916,134.3295554585802,319.09855681076783,0.5,median,qi
alpha_t_values,0,0.152877379361893,0.13288092931324055,0.17595891851501555,0.5,median,qi
alpha_t_values,1,0.17117756333797313,0.1459239312025766,0.20098551791529276,0.5,median,qi
alpha_t_values,2,0.19001865125266598,0.16033402730625496,0.2247356096545858,0.5,median,qi
