name,value
gamma,0.40615165455339935
nu,0.18459456333625712
rho_conc,8.282803805906399
rt_init,1.957295690578253
sigma_rt,0.19702395102184733
tau,0.7320573251146197
I_init,0.9873084763706634
E_init,20.73972115737852
.draw,1
gamma,0.24373655463724875
nu,0.1817401662465312
rho_conc,14.58013610974308
rt_init,1.8378256903927073
sigma_rt,0.22331354253800528
tau,0.6955964806909293
I_init,1.0255623767929445
E_init,19.76423535954368
.draw,2
gamma,0.3389235263296603
nu,0.2088153667108463
rho_conc,7.058449546274739
rt_init,2.153217271240286
sigma_rt,0.2109504797392377
tau,0.7394182002873037
I_init,0.9413432103380291
E_init,20.830615565731605
.draw,3
gamma,0.33723615176108196
nu,0.1492569998219473
rho_conc,14.059290008082426
rt_init,1.9361181956698263
sigma_rt,0.1994623617782007
tau,0.7552066652155126
I_init,0.9682112752212124
E_init,20.639681093498755
.draw,4
gamma,0.338291594523903
nu,0.1428118178829103
rho_conc,13.80222836155947
rt_init,1.924054863890903
sigma_rt,0.2050040041501429
tau,0.7707966444798378
I_init,0.96881030468568
E_init,20.73217664884964
.draw,5
gamma,0.3008280101597036
nu,0.15124758031933896
rho_conc,12.108558449569868
rt_init,1.996443646347896
sigma_rt,0.1964567318338128
tau,0.6805348143781584
I_init,0.9432507154358548
E_init,20.718529579515593
.draw,6
gamma,0.27959148792989025
nu,0.21010335556505744
rho_conc,16.136507734171584
rt_init,2.2122783913169117
sigma_rt,0.24024280366862907
tau,0.6689890674036999
I_init,1.0720116533588595
E_init,20.119922805587656
.draw,7
gamma,0.45697600858971105
nu,0.18935296853774788
rho_conc,8.472314335015641
rt_init,1.9440161801995433
sigma_rt,0.25405239533092
tau,0.7066612808137049
I_init,0.9254616904908542
E_init,20.042241809945367
.draw,8
gamma,0.4665380973073822
nu,0.1553491127140339
rho_conc,9.549518772185806
rt_init,1.8011762232450996
sigma_rt,0.2625646187967713
tau,0.746449732351171
I_init,0.9569792813722692
E_init,19.832927277869857
.draw,9
gamma,0.38586510957569264
nu,0.16382493627173406
rho_conc,9.089328250998095
rt_init,1.7985268380444055
sigma_rt,0.25402966723819337
tau,0.628458825631625
I_init,0.9755404768364117
E_init,20.31928141467337
.draw,10
gamma,0.3959078995177681
nu,0.18354981126168032
rho_conc,6.877389537363967
rt_init,1.919327552152577
sigma_rt,0.22027255946781385
tau,0.7183593794301525
I_init,1.0269964426243108
E_init,18.5901136654489
.draw,11
gamma,0.3002023526211404
nu,0.18819313526618792
rho_conc,6.494895555069345
rt_init,2.307649979660604
sigma_rt,0.2028479000955423
tau,0.7129993114857138
I_init,1.0366346487004718
E_init,20.240836525837388
.draw,12
gamma,0.2753460114759598
nu,0.22874717016640303
rho_conc,25.01526203745997
rt_init,1.6873007101553037
sigma_rt,0.22774442277745297
tau,0.6732720402270597
I_init,0.947456396991058
E_init,20.339777530598703
.draw,13
gamma,0.26299294003473456
nu,0.16607139833502418
rho_conc,14.374579715180271
rt_init,2.187470836778405
sigma_rt,0.21186415183889656
tau,0.6859567902987548
I_init,1.0243009004100698
E_init,19.231209015223023
.draw,14
gamma,0.2949041483773717
nu,0.2058444775009664
rho_conc,21.26187741298971
rt_init,1.8458821383831792
sigma_rt,0.2258838622538289
tau,0.7049670040945807
I_init,0.9780730241277534
E_init,20.158637871334935
.draw,15
gamma,0.25443982073991855
nu,0.19016334923420403
rho_conc,10.859077793169698
rt_init,2.0335350768462295
sigma_rt,0.23219331198600424
tau,0.6716912890364186
I_init,1.0382701761775122
E_init,18.900815376714785
.draw,16
gamma,0.36468310454496145
nu,0.2071914115264502
rho_conc,10.936609907760497
rt_init,2.055847721619419
sigma_rt,0.1935926146142236
tau,0.7290339854853018
I_init,0.9904634485338062
E_init,21.18948536462421
.draw,17
gamma,0.3141528517849972
nu,0.15069364971788146
rho_conc,9.226937732948045
rt_init,1.855180723039653
sigma_rt,0.1968943854926696
tau,0.6956802683837962
I_init,0.96109068486905
E_init,18.356692152563006
.draw,18
