variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
gamma,0.26506665538385893,0.2586736258716682,0.05226665369299428,0.051196182239531526,0.19139838687115424,0.3590073178315006,1.0056391817938812,2077.870143757645,820.9278318895575
nu,0.14834763390756633,0.14554068425020142,0.029610430216390773,0.02787207187951212,0.10636620740408931,0.19912007645974225,1.0057435494830629,2384.2420401796394,849.3309525519228
rho_conc,2.478234331279416,2.1532256568646346,1.3193660445561344,1.1200524509598724,0.9471117035222804,5.124094757457288,1.0008712016194072,1733.774841736683,861.00828306591
rt_init,0.8107248967324471,0.8087224509690804,0.0760192850687223,0.07731885360986661,0.692336000407602,0.9443594482338317,1.0025802091039586,2735.7654876020533,722.7953277054189
sigma_rt,0.15405175976568516,0.15365565747061383,0.015166576586975608,0.01491133427474095,0.1307160415737739,0.1801943092638827,1.0000927581520542,2337.7842211347433,495.5778176735748
tau,1.4884451759035477,1.4795940904390632,0.12593032376265692,0.1184343248747018,1.295050197647957,1.6981908219430593,1.0031038948425082,860.9824695176634,644.8276362491375
I_init,9.00595561091191,9.00655043106975,0.44171525201277956,0.4357667858321987,8.274154553985918,9.740628841492121,1.0029168611892947,1900.9938071631013,735.2283517178196
E_init,5.0035032747687325,4.990615411461295,0.2517035574696656,0.2405106623498669,4.614358490640696,5.435386662589624,1.0079181873933558,2355.887891086685,641.765123929923
alpha_t_values[0],0.12024503357237123,0.11770361105286034,0.026416105142927335,0.0247163067358102,0.08216208778676452,0.16437185951755715,1.0000226335639975,2032.3858744634035,747.8363897452715
alpha_t_values[1],0.1439013115513922,0.14051047755686905,0.036854924453843294,0.0338904083428624,0.09093343083724148,0.20965439899825927,1.0069067977806119,1638.7567503456714,771.871649608352
alpha_t_values[2],0.16712266905072534,0.16164572214578968,0.04436670529499672,0.04220142196364704,0.10408064252849923,0.2424674934297773,1.0070485580673587,1520.1348194702707,750.652176188976
alpha_t_values[3],0.18723291337448028,0.1832009102364165,0.05087547556163465,0.0483872937519707,0.11386163147180862,0.27469778918229065,1.0059485767062093,1583.024996642606,699.0678941008605
