new_time,name,value,.lower,.upper,.width,.point,.interval
1,log_copies,3.128450947307745,2.095778895317736,4.176992206171414,0.5,median,qi
6,log_copies,2.952431693811832,1.9018662255062861,4.061842723925981,0.5,median,qi
8,log_copies,2.9440584372525738,1.8403915159091195,3.975770959508858,0.5,median,qi
10,log_copies,2.7074309785949024,1.6664887844155905,3.8270990052283786,0.5,median,qi
15,log_copies,2.4684494459287345,1.4324032900837416,3.5927631222649667,0.5,median,qi
17,log_copies,2.475409723973247,1.4641474838895752,3.499963482743749,0.5,median,qi
22,log_copies,2.191897913820533,1.1319054293430504,3.250582683839353,0.5,median,qi
24,log_copies,2.052082855957739,0.9985200651560219,3.0726172711524025,0.5,median,qi
27,log_copies,1.922305313617263,0.861428160836986,3.0445219032963666,0.5,median,qi
29,log_copies,1.8631987425362126,0.7897805250616532,3.0267044176388302,0.5,median,qi
31,log_copies,1.6997073263547868,0.6638405730005915,2.7988861450874705,0.5,median,qi
34,log_copies,1.5793221310628347,0.4650218433798148,2.795690502295357,0.5,median,qi
36,log_copies,1.4524046170563634,0.3062622899299137,2.6054898557157795,0.5,median,qi
41,log_copies,1.2337949282492857,0.0814515355326075,2.4479349694251367,0.5,median,qi
48,log_copies,0.8113467910805602,-0.265980396363745,2.0106960774902825,0.5,median,qi
50,log_copies,0.7276855454917879,-0.521517433261295,1.9762566618210755,0.5,median,qi
55,log_copies,0.465165973093288,-0.7603512680589681,1.7390327131800858,0.5,median,qi
57,log_copies,0.3912324684589099,-0.8601446575457141,1.5947568434498605,0.5,median,qi
59,log_copies,0.35759359883650227,-0.9137520975512908,1.6436732168766015,0.5,median,qi
62,log_copies,0.19141705878460608,-1.1507896857987852,1.5246475444774816,0.5,median,qi
64,log_copies,0.17452973516555836,-1.2524787479210082,1.5235125112426016,0.5,median,qi
69,log_copies,-0.1748596218825284,-1.6313994522193862,1.248505055471867,0.5,median,qi
71,log_copies,-0.33472866717484673,-1.8015276532655382,1.1462178606681452,0.5,median,qi
78,log_copies,-0.6349905059183514,-2.080399621990387,0.9646806525052657,0.5,median,qi
80,log_copies,-0.743451807847052,-2.2909243444204703,0.8190152811577308,0.5,median,qi
83,log_copies,-0.7912297564736597,-2.370043660427631,0.9185768728754266,0.5,median,qi
85,log_copies,-1.062170383642254,-2.63928017146992,0.6321790709944326,0.5,median,qi
87,log_copies,-1.0383756232738237,-2.7395792306065196,0.7330073665859707,0.5,median,qi
90,log_copies,-1.250472875889189,-2.915954719691073,0.47915080902041024,0.5,median,qi
92,log_copies,-1.3484167840362253,-3.091382028667782,0.33914001691060214,0.5,median,qi
94,log_copies,-1.4269947272807284,-3.1257274632804917,0.3205012472334658,0.5,median,qi
97,log_copies,-1.6443722292735061,-3.4062244197364655,0.20229432733910835,0.5,median,qi
99,log_copies,-1.6963817841149629,-3.4999559511526,0.21326634652468207,0.5,median,qi
101,log_copies,-1.7974916435386419,-3.5711808105991936,0.14145233484022823,0.5,median,qi
104,log_copies,-1.9882391022172856,-3.799426840254011,0.04017471982301219,0.5,median,qi
