date,variable,strat,type,median,mean,sd,lower_95,lower_80,lower_50,upper_50,upper_80,upper_95,real_date
2020-07-04,R,NA,estimate based on partial data,1.0691844902169128,1.0716917970700237,0.1533551212309964,0.7778189995169517,0.8814866766114539,0.9714088535995867,1.1649119470779312,1.267405958482944,1.3888569576321164,2022-02-14
2020-07-05,R,NA,estimate based on partial data,1.097843062456589,1.1010502875698516,0.17410177707591443,0.7685035831612601,0.8867202057459533,0.9869494890889112,1.2095679752530109,1.3170723982469446,1.4549939827125342,2022-02-16
2020-07-06,R,NA,estimate based on partial data,1.1191243095165193,1.1216803184543958,0.18361660655242698,0.769942157900921,0.8968939300239489,1.0048655977777348,1.2334787215458114,1.3474059245467962,1.4954116842447185,2022-02-28
2020-07-07,R,NA,estimate based on partial data,1.1535567723789795,1.1574615268100268,0.18399684312558667,0.8021477739461451,0.9301486867561073,1.0381181021303407,1.273678741468271,1.3872378276985322,1.537473521685843,2022-03-02
2020-07-08,R,NA,estimate based on partial data,1.206216893051122,1.208767801142974,0.18851267859092002,0.8484865224734325,0.979300771441495,1.0859938022422877,1.324888085580834,1.4368769326230324,1.5954711969478792,2022-03-09
2020-07-09,R,NA,estimate based on partial data,1.268239373699283,1.2742647921033226,0.1845725798504247,0.9281817675469789,1.0467652640762615,1.1552308826881434,1.3865801298991154,1.502748021752836,1.6611476729436434,2022-03-21
2020-07-10,R,NA,estimate based on partial data,1.3480756415106403,1.357945682221125,0.18703257679800403,1.0275272262434512,1.137485635835918,1.2366422675527817,1.462597976418002,1.5858620257470175,1.7664631169200822,2022-03-28
2020-07-11,R,NA,estimate based on partial data,1.4193984867470617,1.4402785984469824,0.1966039917153549,1.114335099468091,1.2223215391329683,1.3133937337640762,1.5408110217957276,1.6729138837042814,1.9043614317086766,2022-03-30
2020-07-12,R,NA,estimate based on partial data,1.4803587908187898,1.5024543599811504,0.20126773658857863,1.171440179031329,1.2784589559385384,1.3716540601958456,1.60934819728279,1.7499070812218571,1.9556642641873834,2022-04-11
2020-07-13,R,NA,estimate based on partial data,1.5240268697137624,1.539518172817537,0.19421223870259807,1.1999022471883647,1.3137170266334424,1.4136635364295178,1.650718771925014,1.7826844000442275,1.9722425690446224,2022-04-18
2020-07-14,R,NA,estimate based on partial data,1.5490394361354993,1.5671068747369805,0.19605825304284732,1.2217552184945093,1.3400673064400794,1.4412465477305214,1.680235491171352,1.8173806449984506,2.0052613129674146,2022-04-22
2020-07-15,R,NA,estimate based on partial data,1.6073409460323809,1.6199443004563767,0.19748204734280117,1.2670682486986897,1.3847541861666859,1.4867440151527398,1.7383151765558187,1.877669700705757,2.059232610496918,2022-05-02
2020-07-16,R,NA,estimate based on partial data,1.681146641826834,1.7046029703963435,0.23312325899136976,1.3090440929611966,1.4316448654284206,1.541952952585905,1.841302718964398,2.0050924460769304,2.217697198164016,2022-05-09
2020-07-17,R,NA,estimate based on partial data,1.7474786422677138,1.7775754654068696,0.2815711388487435,1.32709459590591,1.4520874334028753,1.5788742334908348,1.939048079007019,2.1423810435718194,2.423297352904147,2022-05-16
2020-07-18,R,NA,estimate based on partial data,1.7707374845349673,1.821654933308207,0.36205112695851344,1.2709228194200124,1.4218049224123017,1.5701708959404852,2.015591193996525,2.2955435767839436,2.696220344076081,2022-05-22
