iteration,chain,data_log_copies[1],data_log_copies[2],data_log_copies[3],data_log_copies[4],data_log_copies[5],data_log_copies[6],data_log_copies[7],data_log_copies[8],data_log_copies[9],data_log_copies[10],data_log_copies[11],data_log_copies[12],data_log_copies[13],data_log_copies[14],data_log_copies[15],data_log_copies[16],data_log_copies[17],data_log_copies[18],data_log_copies[19],data_log_copies[20],data_log_copies[21],data_log_copies[22],data_log_copies[23],data_log_copies[24],data_log_copies[25],data_log_copies[26],data_log_copies[27],data_log_copies[28]
11,1,3.7694382639614,3.6741384569005247,3.1459472096505405,3.0611487553290706,4.0057724219689925,2.906977233613294,3.6387106210073714,3.290009187133764,3.5124291225827258,4.149712353362409,2.2717934330900618,2.609621865545478,2.7610523243929253,2.288141685078624,3.7210924705257002,5.324088799261111,4.9289789035170175,2.473607137641268,4.334500814809735,3.4581376019776613,4.02333040926075,3.950819560022896,3.9614066784198383,5.848059984886507,3.2523225547216965,5.825435274571092,5.373116598274256,4.751813740070305
12,1,4.063536511066245,3.344750723826845,1.9704213015369556,1.589544650860462,0.016982360832905306,2.1369269006350264,3.204685837252659,2.583477307248374,1.3798014885222507,4.112475651118279,4.472033812838749,3.8708860650496026,3.452522508002725,1.5755466944009502,3.596158266600733,2.1677569777364387,2.293157747065873,3.524766642330693,1.0768422760393046,2.6050461545487624,2.762357703417582,2.5602258551300956,2.3836594927887393,4.601815743520126,5.071071672513444,4.077361679023203,4.022101654322097,5.677251450144156
13,1,3.5965317414479463,1.4485968142664818,5.207981329202588,3.225297830697441,4.160026369946133,3.782317622791639,2.021279927233467,3.8192450142532506,4.425246725897595,4.121644905337235,3.662590542097729,3.660538867978732,4.540552003687367,4.102275845860929,5.741049731884634,2.1254280803807455,4.548576507605498,2.8094960396570583,4.668316236170061,3.3943464903310065,2.113471395130115,4.45292221753954,2.6039656735203787,4.262605357390341,6.059311331894362,4.711642589380877,6.496708611920462,7.455269226680711
14,1,1.909279918173825,4.420872748581944,2.7774207649404055,2.767564703009098,0.9612700400822359,1.8442806328785109,4.082926748693269,0.9485221704206332,3.1133591554779816,1.3773980736537383,1.6100066327884204,3.0564800380271295,5.156459165213032,2.665685994188136,1.0173328828174006,3.9869658573586393,2.3917110829537664,2.8548090868673888,3.820405526217007,4.9133100090402,2.6174046752256457,2.222227476801363,4.111411917948618,4.565142910030676,4.623563601406112,4.316844897423995,1.6500338292469618,4.265346135984942
15,1,2.07849517794836,4.6771554674803495,2.498991162721253,5.326836900847233,2.190128650956411,2.545469921373864,3.68649563025344,4.031287358067709,2.653375002425175,3.241508660631875,5.255164927899159,2.9341358736841237,4.412191186947045,1.637261387316022,3.092048585431896,2.0143081008908608,3.171568026020906,5.479799282078317,5.228876579196521,4.476344976280893,2.8428906737347543,3.3251193322187174,4.62254425004394,3.8047157962238365,4.492022128203068,4.429430134219994,3.027029638161216,4.768498792690695
16,1,3.5479111328354125,3.5917228195253115,4.397789445462933,5.138308469844718,3.7138493428644006,5.184931419664323,3.7240189586495163,4.176836538202546,3.515584579595635,2.880603535073065,3.9935344089802647,4.884562685669557,1.6010774871668318,3.8200432905502617,5.240131940473317,4.461064821668228,3.5205941416491826,3.9975243700992498,2.708204516116467,4.481545011997828,5.900931218310583,4.4509773157231285,4.890436522190487,4.567596789224082,6.710282931530217,5.905867547896042,6.626910790340325,6.032314928091572
17,1,2.81620559350082,3.8536798641185515,2.8501837275594033,0.9851919082578467,2.226538230377818,3.098087469826436,2.0232393149527734,3.0977202825745946,2.5787388949165417,2.1079489897167125,1.4819136228549212,2.727678338747288,3.1455404478264457,2.3756338332051974,3.7618804008670077,3.8977604655470466,2.2189993622636477,3.40222464278943,4.47543563507081,4.473739842956686,4.057734347465734,3.219109526897966,4.731360979956287,4.70388877869268,5.176101468945887,4.090385181910316,3.2560694915555386,3.0036896707189737
18,1,2.535029864889759,2.554325104219798,2.610941736410337,1.686951492214885,2.0945910725770838,4.380664911758716,3.258313557530828,2.920047363334944,2.3134175013784595,3.0468154967237453,3.713789104598823,5.265705043378249,1.2717497906158601,3.0133560978132237,2.103027099672645,1.1281690367097232,3.3876614142165837,3.19643458881845,4.352267921194176,2.2640747886272607,2.5682118405920518,2.001604935926503,2.740797813908458,4.388684561969025,5.676508158106825,2.920809284385784,3.3159162153580164,5.841749448303882
19,1,3.0451751928339688,2.9126202040206244,4.125375403113194,3.617104732948092,1.557857393037765,2.5205562806939836,4.5037867888082825,2.250269625853972,3.1297918862144742,2.374287588043923,3.779072277524676,2.6698455403626915,2.918214675640822,2.8299467566398704,2.20661081440763,3.8797450859341516,3.4410696208836145,3.7482969997432716,4.63052509161919,4.970148188534153,4.390124355380499,5.181450561574349,3.2855719078082823,3.573051486405576,4.237957565685854,3.2689182820169047,5.463938918836027,4.261642876586568
20,1,3.2721482142166254,3.488031120654658,2.3367742097969018,3.149481333560147,2.541656353120638,1.2127478842026167,2.559202687269896,2.847876865966672,3.734432452318145,2.7500837590357734,2.876938733115853,2.3713497951526774,2.8113337204438245,4.273115683068308,4.598378183151586,4.40107178183247,3.8002154989102666,4.202334629933819,5.859951275230322,3.5854755127658526,4.978198482801773,4.707533796514717,4.935012390622082,5.36672333254497,5.567406835528022,3.8767081753495836,4.408518906916717,4.7961676909062625
21,1,3.85296178023024,4.022643484205695,2.8074524232530083,2.386449853032879,3.3533150509544414,2.1260150176387658,3.730166563723689,2.9972057575453257,1.4208213940864414,3.0140993763366497,5.646929844161199,3.40286347428418,3.830816189594236,3.984285319250079,5.1823670344007065,4.469302060088263,2.109838279444397,3.9916747451337886,2.396179394232392,5.149852573974214,2.4480150594802046,4.858485740651204,5.084819524346445,3.8118898359156677,3.8314240002145943,4.417311241827176,3.8454436164535264,3.650186606037664
22,1,6.560649804192058,4.274099388333387,3.0550429151628795,2.947451356171602,4.7957803598968,0.19682932305400294,3.7880989134931515,2.317381076429825,1.7814689660769574,6.018042826701186,4.782932315700783,4.928952162750688,4.2392912576086905,1.7809586183071613,5.511060423082099,3.48077009024267,4.193795278510558,2.5709298047034226,3.9763238034889237,5.951992323802124,2.6400843585418583,3.4817692941581786,2.869180162273463,4.0646758294582215,5.171943071489177,5.2139929101315765,3.780503778680099,5.198339998688152
23,1,4.026576710490535,-0.6382274326650693,4.3350555596573335,2.523384699766855,2.474191473659887,1.0436673821935167,2.593622783417595,4.3728801493559075,3.5274044220379484,3.556163836457821,3.3799352979233133,2.6267160245020578,2.7990861560664144,2.80555104262422,2.9375014215430273,2.3082634803460884,3.941826060945379,3.2876070034629845,3.092313830670318,4.090099914784422,3.8450093334429805,2.505479468776162,5.331590103035008,4.007600344523392,2.8591419251772483,5.591479685427637,3.221954132416941,4.04172028466184
24,1,2.816645892291336,2.5962115356049185,2.3907060859761935,2.8769149523908677,3.7732711840876,3.419596074254369,2.075795686018802,3.97643215772582,2.4133058377569867,2.3882154707437913,2.476507485059595,3.0162521916048193,5.033996125445267,4.75928097589415,4.069498553935082,4.978917354233748,1.7600311562656865,3.64655103289307,3.0990597078216195,2.9269757978330664,4.269584158713979,2.6691127998380386,5.708348594728662,3.679758113849619,3.762501082432786,5.875735703263147,4.427013328927031,4.242860190496586
25,1,3.290461415322904,2.8354567337572147,2.2773056623555776,3.8471757339197916,2.137821588319316,4.088266027266445,4.039794225431558,2.270365375496567,3.2911654970698607,4.6549177209977355,4.868197810316304,2.620548566280886,3.8116398651553434,2.6254619678395446,4.543752341187681,3.208124263260957,4.911722969521667,5.412925227228019,4.957328583181812,4.728783053607277,4.727073603118605,4.680070928500207,5.488680418561227,4.369431383113037,4.996675658228609,5.117058065007258,6.358447398657273,4.0057050553545634
26,1,2.881461017056981,4.179019745052054,3.806036779564697,2.778328566508354,3.246588646171753,3.537399221967622,3.5414813671732936,4.129941202998356,3.587437868188929,3.154512543608367,2.70301727093414,2.3360207983929766,1.9970232017331029,2.383645075720833,5.097698441363744,3.4742969607129144,4.3611994429686725,3.7707893409848463,1.4453302841827578,4.8222095308999275,5.085830009687074,3.926283845724894,4.758417999299735,3.980072777113226,3.5305534850021947,4.818052219917139,4.573072251638151,4.839534093250433
27,1,2.100824993791752,3.1022279253693164,2.3186188093141196,3.8091822267197264,3.0525262971027773,2.818008740497377,2.51339705173117,2.2497346832566594,2.7663396020887925,3.6917894645997467,2.159314835739784,1.625442971145124,1.5842504996170426,4.002308680241297,5.066189320232436,2.3393552352824907,3.4547772673510573,3.917602268782182,4.418255972246968,4.06904948214189,4.083667396655371,4.904179502702951,6.036403463752915,3.9677434434114085,2.3920764051219403,3.2140649389507083,2.603690465605398,5.667937123564281
28,1,4.036819520130305,2.3345311985277135,3.6974878488568526,2.724604630553849,3.3576740120251123,3.885444572004656,4.52935322286285,1.5568897912622133,2.9588204551140813,2.732645200205579,3.2901471166917537,3.3665934497028256,2.2904817613424293,2.8639990901227117,2.773102503927311,4.135215577484868,3.0083296871987364,1.4829626363665203,2.6450420789084794,5.154004793799457,5.000289066736187,4.788134737392376,4.533652679537678,5.2464090260480365,4.825276948623847,5.46551902061671,2.577420210923903,5.791671332749724
29,1,4.195932553980952,2.945756278346238,2.8438615382198433,3.571584154971318,1.0534207436004823,2.2632145107419905,2.0944602140467126,2.4563796310429096,2.9893891863917763,3.4845781016987827,2.546113493487245,3.7148476064177958,3.6637131243721264,3.089317372564239,5.513059236156789,3.176890963554414,1.6733149606719588,4.8074877184611085,1.9261641931775741,4.206353506621791,5.018093416535155,4.025699146273478,4.342209139142256,5.893194580191799,3.999973921208258,3.0830516763647133,2.6588965802567444,3.4824413406084176
30,1,1.4958239761608862,2.8483748774918856,3.6434366600387866,2.370033390368865,2.700885999602522,5.632751271242291,2.6826660321459976,1.446494096614751,3.735289641199302,3.2871455665447042,2.13224083768983,4.415002443637837,6.095052138414344,5.805109531587054,2.8991624590130014,3.2352760216106264,2.660887125875556,3.0049483044953615,3.3271868160436724,3.8425438321127614,4.759996653487587,5.431052026982076,3.423231193453881,2.6211364973461806,4.41631697343189,4.561814434455699,2.812267821915706,3.0524263333777024
31,1,2.233041126930379,4.689184014858908,2.635592800286032,3.7551003227983224,2.8221237441602387,3.1425759109803706,3.8617230058831913,3.6486428578654,4.697363962770206,2.9106535210513216,4.260185417452917,5.088644825088482,2.974196639803743,5.286780939785252,3.2360407163370914,1.8228978712277872,2.728003958107506,5.290247176861189,4.950031596878922,5.1875908024943325,1.4124142124380412,2.8133900222966814,3.051371715920632,4.501992175579253,4.408223134581395,2.888753997024697,3.2137880949584674,3.023951692647989
32,1,2.465382669474798,4.129278063035336,3.309351307464056,3.758928371776943,1.2135605257689899,1.9191368660268293,1.1676681807888676,2.6720253474426987,3.5966024754021957,4.99320601963865,3.5551287679995807,4.2298888181477725,2.6545992402521628,3.867110346405118,5.561126780767777,3.9854447727512596,3.104361655834063,3.6833900927440535,2.6821208223389834,4.744380556168923,4.172364367124148,5.859809227315453,4.719299910144276,5.667525458278838,3.3537913599680924,4.789817565993648,6.46152967670815,5.321446410475536
33,1,2.223716870598532,2.0113216976654904,2.945317783883557,3.5490270490747857,2.5131515315218556,2.9375854313639223,3.1933823357101274,2.8779644053616007,2.5925047242974477,4.016498088182618,2.325311062270526,4.885619232524031,2.3527602341356535,4.889365846672607,2.163232727474796,3.656764013239773,3.724850871911019,3.1855812280034352,2.0692744501559504,1.5207042687032433,4.078235400225591,3.586209230535897,2.5735339741185355,3.577536024018796,5.155913315799309,2.2320938928005467,5.641735879675401,4.290158893757552
34,1,3.1900625626526002,1.3362902764624534,4.507239554533953,1.720863270134566,2.2524074918423675,5.09828947384727,2.5139621277406277,2.5864592382334566,2.3582284583295428,2.1199388607793304,1.5400580394435686,2.2438763855043193,4.638539857762939,1.980770509194381,3.2464690906887212,2.9502269113558626,5.993838284140756,4.330012565815476,3.731175918380475,4.474956121893968,2.884052456932284,4.835438173920178,3.507254767165822,4.889984127818393,5.768034693765359,4.054490890073498,5.307908971094781,6.990828579521367
35,1,3.443571092750039,1.1399220643696961,0.031041527318896037,2.722601784460891,3.6983268731758967,3.236757010198844,3.0288050985629615,3.181013810350078,3.650127733755427,3.6069247630008374,5.634842345339104,2.6968270285859157,5.401944088842126,3.712830865890506,4.642965796046749,4.914939719845627,4.1872772131379605,5.655462540151351,1.0661117336294856,5.34630767552121,5.261622761676742,4.661341061645867,6.524302666964464,4.258199784061931,3.9890002845106896,5.98182951675754,5.148677824817141,4.305075346006534
36,1,4.436415559320965,3.922608524196248,1.8810319613578008,3.379468600708284,2.8502613341073784,4.349701502638958,3.8749900663594294,4.191230899678384,4.834263348954118,3.49200142381571,4.071791417894675,3.1771795470711774,5.0453612735702755,4.193604148584231,2.9182506607021086,3.5251373414723326,3.5626349180892847,3.568616037484314,4.322006930487188,5.1851107772662015,2.7141407685080208,4.8364583941102826,3.085627540349904,5.358057202924357,4.515463564389483,3.7239399934770803,3.0415270127455605,4.219759774794493
37,1,2.2710183613318162,2.6791897192605876,2.043662221726208,4.609426419182794,2.8995428670545906,3.7885349652868885,3.123065204919712,3.9407648899015832,4.0261924535337545,4.618380709484904,1.6984231666789846,0.9773076443147156,3.0056743615668586,3.7013318676279563,2.5042383163387165,4.967634900271689,3.734463884940577,2.5749024796638564,4.853356276124186,4.733943600723606,4.841225880744735,4.915844314362611,3.6004288210967537,4.272610026697725,2.1569314983028596,5.119154600571771,5.42144976015707,3.245953714735304
38,1,4.01013344685514,2.6399934942790613,2.384003123298283,1.9967689648762783,1.5515681099359055,1.5305500653708284,3.0917240991905044,1.7534230854096995,1.338432782181008,3.94058552291782,3.463799842983474,2.5483590798495857,2.653153022159706,3.925269403797728,3.0089969003113017,4.4414906360558835,3.289867213351382,4.102390015519617,2.241198414501811,3.6563458516898084,1.6877836067226657,4.402155779109128,3.152534756722215,4.48939432333268,2.9714391766110784,6.1593423202743445,3.255852854209952,3.0810009327029615
39,1,3.767818037777505,2.8025953253073053,3.42082613071186,2.784609665359678,2.4048795569398393,4.272647385720277,3.6716961903063634,3.4242362670668105,2.5581065077406757,3.6654181236103502,2.2539095668935913,3.4252874999587903,4.3912492520044655,4.256802687481958,4.98671210971322,2.9265521992188632,4.580798198855053,3.608313024451825,4.247407936439273,3.448616194633624,3.8627742813450623,5.783155575143131,3.0747515376069656,4.842840357337436,5.222739871193284,3.182598648499319,6.713324723613734,5.441363300336901
40,1,3.804042990549609,3.540477008915333,3.406068534259695,2.833993893028231,2.089183707552554,1.5114369116018325,1.394851069345194,2.833195576044899,5.471219062838901,4.320612895276682,4.4663219252491855,4.015499984051753,3.8704433747511238,3.8501095361636906,4.433268454548113,4.239944948198902,3.865492913939462,2.9998286031455406,4.237291969716669,5.311198185046353,2.906941463322309,4.486793993302085,3.70081957696563,5.4324489658371995,3.8571321575165007,2.29155422993024,3.6848238161782083,5.622878421731774
41,1,4.584352152256556,3.129369737675299,4.605327676860299,4.285125770194828,3.6042166380589453,4.07191178242488,3.9040472407636395,1.941717137401056,5.432272803781906,3.100135714505421,3.6852818774922813,4.722286585035,2.152295527094304,3.444984744991133,4.626226958570421,3.4548658848974454,6.024396205166375,4.194591360159103,2.2556226838414064,5.346167009232567,3.0173567927071505,2.8633595348309684,5.586849331712564,4.6469402339619,5.133482253294128,4.117520155321188,3.1934341645521105,6.27367193537112
42,1,0.9961673210630102,1.6610579016344436,1.6432787487162905,3.0469233274534413,2.4761254629729175,1.7111444203399968,1.4550234269782192,3.390093726403529,5.791816610192099,2.4808907382438914,2.7332501932644155,3.8096853749700053,3.6141871238813215,4.360798839424184,3.443300853886816,1.5006985468926408,3.4891851809082843,4.249951609005322,3.651354751260028,5.340198709118634,2.969739171528924,3.995357714686516,5.000483223709321,4.910453507356124,4.3766462851175225,3.973880425498965,5.983669382624896,3.2329841819937264
43,1,4.019498862004515,5.932615256225974,2.3642275679873808,2.713489083387759,4.896328165464538,3.0209446362853227,4.904589740540601,4.740978800392179,3.5582187243438006,3.1844824323350003,2.9815497882200734,5.232332192220417,4.02895355097929,2.682018956937631,3.9186981482173042,5.646665255165472,3.787234070344874,4.409411239747731,3.8243431301479607,5.372865000546863,4.029163681641751,3.144767766948416,4.930383086548531,5.78351851300692,4.326996652680725,5.587615673634037,4.895613754241708,3.9132772716897017
44,1,3.94517455390874,1.76846174506898,2.161842120067755,2.628787309231338,3.3519358502700123,2.206282518456492,3.1812140423365594,2.734068721672292,3.399058231476071,2.907079690264052,4.18589208547072,3.4210201680783014,2.9628936996405386,4.716400683931229,6.193571228353281,3.098608601367247,3.6000342166889814,5.527404563313911,3.7389871215195876,4.479265959660478,2.2147679943261074,3.0480590485041477,2.9418663493898887,4.95327358465181,3.111651018862555,4.56712701157234,4.456010935704823,5.500378828993127
45,1,2.936776098209117,4.660964032119786,4.419566677016009,1.4436130633338737,1.4752041929848936,2.338617285538246,4.022875701381219,2.9141437161928074,3.2697037638345434,4.591205574653055,2.7813213986561682,2.925483411383918,2.728718401962764,2.3514402555583076,2.7907055205092615,4.259108842017405,5.691010693687849,2.5233031310673573,3.4633622743209593,6.332718149818805,4.672192882655447,5.627942374552484,6.756027659900607,3.4358501197294578,3.8752484746862614,5.718575853704648,5.178509746454453,5.7737755289363415
46,1,3.083377092208789,1.9956220067557742,2.786928840197145,1.12601148644572,5.653082577508013,4.058505624350336,0.9240475688908959,2.780740014859918,4.376004468987132,2.3501808994091933,5.008846210950832,2.4332329797597825,3.1144307264171203,3.1469936264434915,3.4873391558073075,2.573249929977099,3.805376277768751,3.707102172879004,4.306471258192021,4.317990834197112,3.483315157533191,3.2142709489807597,4.594358305727523,2.1046143751507085,5.489114915973231,3.8317259885945654,3.3149456605696868,5.684978581065104
47,1,3.7589020487230664,3.138844736865414,3.4814448068923545,4.930186705523748,4.441956497076513,3.793322760507283,5.592223945671886,2.7665696435017995,4.414643692135941,2.378874406524516,4.527984339667599,5.720982496016787,4.4672685477949186,4.9701066029967915,5.352325292409113,5.41133882936166,4.581140148859296,4.944619196801849,3.2715958932965963,3.0986356250571974,4.137033847334276,5.551849337779239,4.332484033147822,2.8488604249646405,3.520413602446358,3.7088536597893373,2.441266701328143,5.15734553931546
48,1,3.574949558725934,1.451977179171343,4.567946481047501,3.0705119400452627,4.6227899777463435,3.498493046033174,2.8225107743404823,4.054935792889271,4.619198312954516,3.5039672641507713,1.723297587612836,2.465241223949484,2.7922290813132875,0.4811508530825149,5.2388189818667295,5.304839359253664,5.7380092850354405,4.838044496793752,4.19273682575272,5.2123066692226185,1.805986866398426,2.9133741057181166,3.8367280373493045,6.140554152795487,3.8030750075092876,4.409134504858887,3.397149787516912,5.311769498798813
49,1,2.6278793957433333,2.3944341139912004,2.3088403798556043,4.6195768030987265,4.0138666404808205,3.682767614950548,4.34580632084686,4.194053180017101,2.3190001446090935,3.305688338239193,2.944190618009766,4.008277333392406,5.421779962597763,2.6421431494178824,3.6904929881431108,2.573666327117956,3.7312609052963355,3.898327712442557,3.652914414426788,3.7958268393906502,3.282020588924852,5.444205999366343,5.523288389607776,5.454309300282498,6.208933949328544,4.942092929258264,5.045945719166442,4.14867078574957
50,1,4.343382533226075,2.6358539765494027,4.611573210948763,4.111818798430183,3.3857938362878195,2.701611272509738,2.7758045488348166,3.55255229474172,2.012874179136628,3.0271919552991955,3.1274762491416848,5.331958885098219,1.243423381434006,1.3145769181934401,2.908213964434488,5.677499814817747,3.579924201895705,3.239908453063275,3.961645843244246,5.038547058361207,5.754434436762367,4.953392913304697,3.66358597394871,3.3691878651221883,2.7317368632133943,3.433816770257064,5.120105892354916,3.4026544848732736
51,1,3.1171633406375543,3.700119415922185,4.537035991998128,3.241664042860944,1.30960581845125,4.006477856978772,2.7952439408362424,4.766690944973008,1.4191544219169256,4.92516719179259,4.168290392576229,2.18846374531072,3.3002392840426578,4.0804676309262735,4.379404013876125,4.155855245852497,4.681024473381676,5.357207739974481,3.859556777139744,4.13186351483862,5.6349032871664555,2.0854949635398436,4.099479564713141,4.7473101267065045,4.914283245052432,5.558495637095136,5.259763522052887,6.412779183970631
52,1,2.133877227281444,4.001421621925767,2.7053065584789997,2.9215418866301253,3.016579453449974,2.624777567857075,2.7270653905615867,4.133182159037291,3.1177697822233825,3.11319290466522,1.6196094535397079,2.705430521913407,3.94250299925476,4.441322508001756,3.2654416630697796,4.275670794968867,2.7884384983634414,3.5765478414971703,4.238981176295237,3.709438532416265,3.333294463619853,4.605725988891328,3.4160946658810323,4.739146947389951,4.138290463713658,5.765348509117542,4.93368703288922,4.171039490190074
53,1,3.5113063617164384,2.4173117201075334,3.4206815605685645,3.7411113930817277,3.033695386625428,2.443781257628609,3.2343456176202428,4.025213840373313,2.6557008077437616,1.71617942070521,2.716876671671502,3.610337935265305,3.1113128345468475,3.2581833788051338,3.8111557307745745,1.5617963102384205,4.33549901131673,4.38340967272854,5.54404587535393,5.273721083363927,4.777069037295719,3.163847712218561,4.6686953069451915,4.5674236060484334,4.893185103932237,3.747952833349777,3.6902955097041157,4.862801967577664
54,1,5.412557749732334,3.286446535402346,2.5140223752318165,1.4735438882734513,3.3916036099649656,2.19660346260138,1.3360147261972932,3.7314813093341326,3.868337214482615,1.1244258037915913,4.025512314048828,3.9800858216860924,4.13911475766338,4.501281245547828,3.094261900683979,3.1249563191990557,4.311217333332084,4.4176009751238805,3.938629228922133,3.8312540931675017,4.517424200332808,2.766486292600006,5.183905617413414,3.7016280521954257,3.6991455452726103,4.434842802756359,5.409504015845599,4.748240746028031
55,1,4.5571233317837505,2.029717930878232,2.727971422435046,3.2354011981914073,2.8685703275229777,2.5370936953906686,3.6620039203529187,1.8858233493180212,3.9338061706937837,1.5460734176304822,0.5215920388681706,3.666982832838137,3.2877443641664965,5.449997303374252,3.2824133790390437,5.437983689423884,3.9225354756107964,3.4644883863498808,3.47813101301141,2.4661329383624664,4.943944516880738,3.7847236522544603,3.592154077363954,3.2168861616492723,4.737663619921726,4.894110660454122,3.5403510597365493,2.770669827461814
56,1,1.9074783490749725,5.1226097072105246,3.401544252153549,2.7450451134822806,0.5077153121073391,1.6757241235884357,4.3109501744312855,4.779235004125818,4.3246603720870525,3.0529350934943156,3.4936674761023028,3.474820736866219,3.3411586003155165,3.467471430838116,2.6600600508900185,4.261347463635014,4.614579609926892,2.604034455201389,3.0458983584939063,3.81830865362029,5.244363199532482,4.526990635399559,2.9438107461787033,3.5472183952563374,3.3782566978913486,4.1511622621867845,3.0564901504372424,3.3858839948246433
