new_time,name,value,.lower,.upper,.width,.point,.interval
104,log_copies,4.019522495989497,2.5339711463716696,5.442272770228018,0.8,median,qi
106,log_copies,3.9833112987141384,2.5240397511042385,5.419914062051139,0.8,median,qi
108,log_copies,3.8804365275718076,2.4001115618665456,5.360366322560276,0.8,median,qi
1,log_copies,3.283123525249871,0.9797743302091071,5.585104361945599,0.95,median,qi
8,log_copies,2.836731808393397,0.6204730400744121,5.126730481493298,0.95,median,qi
10,log_copies,2.980297498725389,0.7865734343657681,5.1426624838438935,0.95,median,qi
22,log_copies,3.5831106995152537,1.314116538455571,5.749179955880257,0.95,median,qi
24,log_copies,3.5632151830094223,1.2782894843696104,5.717755709367339,0.95,median,qi
29,log_copies,3.319795681823309,1.1833930135525128,5.620431675063633,0.95,median,qi
31,log_copies,3.296762499178196,1.0149904940405665,5.507374565666795,0.95,median,qi
34,log_copies,3.269465180568722,0.974619891085284,5.526303034830484,0.95,median,qi
36,log_copies,3.3327938114404922,1.1318797522768562,5.579925108591332,0.95,median,qi
48,log_copies,3.939090529164997,1.6367399665349016,6.1938520356713065,0.95,median,qi
50,log_copies,3.9730593141314356,1.7566476469605299,6.127629440171339,0.95,median,qi
55,log_copies,3.8939918916390477,1.6209728474065508,6.080568541491491,0.95,median,qi
57,log_copies,3.8719497268998744,1.5821712496855151,5.992458249242981,0.95,median,qi
59,log_copies,3.8536106981265412,1.5987088044961204,6.193694028128501,0.95,median,qi
62,log_copies,4.007346438528849,1.7966247022512463,6.229374904090241,0.95,median,qi
64,log_copies,4.015035511379199,1.8707348853370158,6.202032288006302,0.95,median,qi
69,log_copies,4.266590808822835,2.06558984817326,6.483629843400301,0.95,median,qi
71,log_copies,4.353893566171926,2.077875458246216,6.4958222358685,0.95,median,qi
78,log_copies,4.423853009938195,2.243552457298505,6.641860551791118,0.95,median,qi
80,log_copies,4.441332060965489,2.299048929004213,6.639982307445886,0.95,median,qi
83,log_copies,4.5042626042474065,2.370653500064173,6.693244001990512,0.95,median,qi
85,log_copies,4.523147639728778,2.3863007037202557,6.721407840325191,0.95,median,qi
87,log_copies,4.496059714113059,2.261395235186138,6.707174565064833,0.95,median,qi
90,log_copies,4.449503398434564,2.1497811798233624,6.631335764661229,0.95,median,qi
92,log_copies,4.455763422678455,2.2609672573304516,6.646916423312507,0.95,median,qi
94,log_copies,4.528317506616934,2.370131222125888,6.659013031139839,0.95,median,qi
97,log_copies,4.3660276356663665,2.254567934248709,6.446559605649857,0.95,median,qi
99,log_copies,4.346171871946423,2.2313974951773377,6.56730717380529,0.95,median,qi
101,log_copies,4.245911770316856,2.141563207386993,6.416941540221182,0.95,median,qi
104,log_copies,4.019522495989497,1.7530986952524148,6.301575484580178,0.95,median,qi
106,log_copies,3.9833112987141384,1.7142062535810954,6.20523842441151,0.95,median,qi
108,log_copies,3.8804365275718076,1.6123240106610421,6.10490786860314,0.95,median,qi
