iteration,chain,data_log_copies[1],data_log_copies[2],data_log_copies[3],data_log_copies[4],data_log_copies[5],data_log_copies[6],data_log_copies[7],data_log_copies[8],data_log_copies[9],data_log_copies[10],data_log_copies[11],data_log_copies[12],data_log_copies[13],data_log_copies[14],data_log_copies[15],data_log_copies[16],data_log_copies[17],data_log_copies[18],data_log_copies[19],data_log_copies[20],data_log_copies[21],data_log_copies[22],data_log_copies[23],data_log_copies[24],data_log_copies[25],data_log_copies[26],data_log_copies[27],data_log_copies[28],data_log_copies[29],data_log_copies[30],data_log_copies[31],data_log_copies[32],data_log_copies[33],data_log_copies[34],data_log_copies[35],data_log_copies[36],data_log_copies[37],data_log_copies[38],data_log_copies[39],data_log_copies[40],data_log_copies[41],data_log_copies[42],data_log_copies[43],data_log_copies[44],data_log_copies[45],data_log_copies[46],data_log_copies[47],data_log_copies[48],data_log_copies[49],data_log_copies[50],data_log_copies[51],data_log_copies[52],data_log_copies[53],data_log_copies[54],data_log_copies[55],data_log_copies[56],data_log_copies[57],data_log_copies[58],data_log_copies[59],data_log_copies[60],data_log_copies[61],data_log_copies[62],data_log_copies[63],data_log_copies[64],data_log_copies[65],data_log_copies[66],data_log_copies[67],data_log_copies[68],data_log_copies[69],data_log_copies[70],data_log_copies[71],data_log_copies[72]
11,1,1.98860818631487,1.035611489853621,4.119542807121455,3.014379975851554,0.3696114011950598,3.0866363550539986,7.145380869972002,7.0071557257716055,7.104291891804601,6.401389295121408,7.0673169003963,3.2354928690081097,4.387725261028442,-0.35882716946243676,4.654339051715495,4.5511757579940815,2.7885526569201184,2.6710559195852057,4.294248408298329,1.4047944233455467,2.88862854597353,3.1341728560564546,3.8579221326596365,4.629540082538904,5.234283588822641,3.5659264051357904,5.427468571599539,4.866294698800299,3.788191424211695,7.528138146682622,3.726355592153979,1.7614765510379964,6.486189060121391,1.9035903250456856,5.432835362146011,6.1541183454787145,4.731353742276139,4.744860720631218,7.4709131781626965,4.499133095074428,3.230294287901654,2.7173071124984287,4.043687257853682,2.826986981867058,4.959575469841717,6.406443350930843,4.380121177443589,5.206946082231525,9.40417420095618,5.250972011580472,3.3942962027325287,6.767673483134307,6.0361815141587,3.47633888131799,7.1340970064887355,9.347341580953252,8.6895001498033,4.206032932721217,4.488282271712337,3.8025895184551244,4.125538763305462,4.702061795649608,5.754219564609155,6.993185282842928,7.996808091593453,4.783264865091248,3.850528790120744,6.489853292784102,6.942494050474182,4.445376490893844,4.863212171650733,2.982626843621669
12,1,3.06025619696754,0.5574265618543756,4.595022914342203,3.3898298547518033,4.064758366346584,4.97549385116571,4.620623009459535,6.062204187712295,4.527250366651371,6.94214415024197,8.075080363254342,1.8030245453255864,5.176940082296469,2.290139057736818,0.7427812824963288,1.5989183739020083,5.35329538306479,4.751679017090198,5.438508240219578,1.3946432210702093,3.300576245197466,3.8724646927560356,5.831422865755482,5.948866821466628,3.5957852410763964,3.621015312753828,3.330821689475867,2.8839722875221883,6.020042578375742,4.544960119678775,5.560210130267678,1.6329505153214185,2.729862142232181,2.163274481421389,4.347448038104635,5.664914844058802,7.502446012771308,4.703659878669709,6.168659341623825,3.3280815201851612,5.135855130101354,7.576354402458759,5.361433233562685,4.104029782375765,4.930623620245239,2.9966594363104258,6.114749868245917,5.085334654606781,7.552376077567459,5.42051541367876,6.997189495976592,3.2896428553926107,5.5166278717457065,8.11342166371295,6.242778612058776,4.352668303303976,4.448875680842216,6.011893010908,6.998676489938443,5.7786782514747514,6.235099526253983,6.3635707412981155,5.985194025408007,5.284203177047711,7.000215505616513,4.406519695656958,8.125682675769934,4.344778402753501,8.220191221338924,3.993615475009651,6.328571184122226,6.290203460968612
13,1,2.9634268377774524,1.3318921635689,1.4637329660159837,5.35026314265542,4.342073245308139,3.2990562528295997,4.710244254158932,6.980674416498526,3.12752384102069,8.364360026624572,6.452608816596952,3.3030775547055455,0.40604150368121683,5.018455907197352,0.7864622314656626,1.7493795562758128,6.376046834259089,2.2413740234092194,2.12662335310297,2.9510044994625684,3.144378423105613,2.2164527315188214,3.782965603886318,6.979266724794164,2.484360336670523,3.7804289177215313,3.2689581904990312,7.9099114867503335,5.1032797279490145,4.096265419238981,4.88997855759297,2.6587773625867284,5.673563051977893,3.6384707269901284,5.2010395999499455,6.324876459444035,3.3573451759490607,5.124023631065831,7.686301273479996,5.718839897238007,2.922140342796318,1.640556232313572,4.923157142669918,6.215373902340555,5.653691588129175,5.760396334584344,5.898154697778017,6.2120421856794215,6.228013695754599,8.530054147633136,4.762707169146429,8.274240938203357,6.236768459780036,7.401316200945439,7.396401484987312,6.252478361099924,7.982958311134733,2.501102998688153,7.525409820659102,7.200452712560071,6.290956809598658,8.265948749393262,5.628644593712219,5.276336552629233,7.63464016750353,6.661613123074681,5.788783298809169,7.215721571278966,7.022584989957836,4.061400961713806,6.358600621786428,5.434954754087767
14,1,3.588563153551916,2.636935006071174,5.4640052709628035,6.522234321428377,4.484471242420224,5.958785743016805,4.622914112121087,6.793562952375564,5.742289537542575,3.521620708209007,4.475466388171943,2.899228194712971,1.6696126225788925,3.501293425245144,4.596678365109073,1.311190247796861,4.209293777013533,1.3429461957640056,5.05128369979491,3.8399445655370963,2.3858440268381917,1.0718131144381298,3.4217719187253124,3.4558198537580553,4.058688050009648,3.047591023591787,7.195851594677197,4.7885895507653515,6.539184280237924,5.017644611844119,6.106913116481307,6.691147177186394,7.7749015492121405,2.899312740754098,1.6507407668080674,5.137447813049193,5.950867017488818,3.8397317506761466,7.6379356055867635,5.056314529304877,3.246485878742403,7.0441066582572045,6.820353262225059,6.432900312085342,6.312257149414368,4.066713862581391,5.240763849095911,1.8879247807330501,6.651247619012593,7.14237378540874,3.8343595261198415,5.905858568970451,4.385288630289392,4.529281282542361,3.6031832233907983,3.10409319156698,3.4264878380685695,4.698586188359602,3.1538042568858136,2.3641056244425918,6.184409258187691,5.500048927814633,4.318246003864573,3.8734929510313485,5.815730960637822,4.035654323416588,6.322307350087564,4.515828104991877,5.638261469726079,2.9550510405271977,4.890633064865096,2.471757983406756
15,1,4.083557397433787,1.9590585890745973,4.733069858170295,2.401389340049027,7.673314544772507,3.712469521222025,3.109322667578937,6.343814063143956,5.706043351340904,6.4430744460160705,5.189376516378001,1.7867403393605528,4.258678847647453,3.935445120746999,3.378821897658652,1.820252427564524,3.747327335709556,1.3328047573500315,4.0639081821120415,5.906171963010098,6.0264178250934215,6.6867860297274575,3.788618676830493,5.878417039206216,4.115319766430758,5.248238376362013,3.538233100459556,3.944363147700978,6.792648593084022,2.5523736828398613,4.62975649747568,5.345421657407343,2.0107885917861794,7.174315437308387,5.063762556428059,5.008677157605966,5.331346432540133,5.15929917128301,4.352605727816269,3.5339845211220147,2.663122267387846,2.7916209799409035,4.72423844331629,8.14728960114935,6.346041301125523,6.406035474008691,5.69322197081303,5.57513894541988,6.289384000727008,5.870863425478079,5.778763882720622,5.607736233836949,4.694931153518425,6.487605173578973,7.809400725104475,4.047874550829666,6.2748661120869835,5.238396189307093,7.0816789821369985,5.014610701916734,2.553021856557406,4.599710447567686,7.486427669528352,6.3052775424955385,4.969163300878173,6.904250500122868,6.645328868104835,6.0754376131334515,6.285258671564725,6.327149860500925,3.5970819217527046,8.368329440498542
16,1,2.0795248725817097,2.754800541774948,6.250671598376112,3.3229805285543383,4.928752768429188,6.361754112276566,5.039390077396857,8.185128212110635,6.841924548337112,4.573881093127455,8.409235037894502,1.5098779874489205,1.5793204054843573,4.5912482655938405,2.770398108837731,3.7598537008086437,2.290788885284566,1.1798194471135044,5.049474779605576,2.053191837964382,2.698128532304261,3.0046471802027397,5.602136569100555,4.179512812549512,3.6839095150803027,2.982878932480582,5.724701374857453,9.071129072429317,4.579010050175033,5.0466954162980935,5.975700432555402,5.483982285229086,6.336278124878137,4.924200425028849,2.149843083745759,4.743741907233846,5.738923408120656,4.859692872401778,6.975794756685267,3.776298385283999,4.92514872384462,6.172880117192898,5.936904496737267,5.018085396909801,4.302819256875671,7.001936604532407,2.973774138200368,5.886267013144905,8.370897022526561,3.9969249556411572,4.992383163017253,7.853855163724915,5.9178460079758555,7.773742297512626,7.69348321056441,5.990797892963779,5.804081208106143,5.6186562261177535,7.880212507337684,5.861059725406373,3.84247613595682,5.695220981878157,7.988953422906334,5.553861403416665,6.40901696369089,5.576214879058696,7.534271109339143,5.852353526720441,4.420860913054233,6.714865101686887,8.02198349926728,5.781037457095172
17,1,4.323977091090985,2.999835047025079,2.7693843701421885,5.986872657713264,2.3738391845437334,3.5612836842766162,4.668222562050974,5.392681250530982,4.609894642489063,6.106335626149818,5.174139375669171,3.060956896005135,2.276860923928155,4.874552532750256,3.658462085456465,2.3664382053278348,5.551414915839632,7.948680177268053,3.1580173941834246,3.65649532039997,7.5418230259101735,4.19740403875843,5.855529722087995,1.4992545174723877,2.851283636959179,2.294008736134104,5.3774833575311485,1.8976845461008662,4.585775049277386,4.11820504683461,6.115064350017666,3.4614661522238626,6.201902791196986,6.358339498807969,2.182642294777759,2.4976044778971414,3.592398911755012,6.2182744462071184,5.085119115603216,5.450105079930243,7.358570340573699,5.038617158130006,4.892960648634526,4.999381536808852,4.146427158126288,4.748272928906541,6.78521856649733,8.685755821589728,3.6674877994062154,5.343014894448703,8.92432528995478,6.30239890849845,7.520268661443783,9.228104659783627,4.393510170371376,4.826979622254238,7.899651071311654,7.2571681149919645,7.945730571597272,5.299203384706684,4.468405095830849,5.891661217129637,3.9030061277703787,9.67610109812447,7.135491494034619,2.935831016625511,5.866909786907461,8.250520177842649,5.015685958218803,8.804969574522444,4.721905280563585,5.594278068886028
18,1,1.6426139222565144,2.4593414423029443,2.9657600020078143,4.3923660818930745,4.195219487028546,6.093607164084746,5.74267831698716,4.529163073017265,4.899777400728297,6.859272043139259,3.079221494773397,4.325980290290668,1.5200845533067198,1.1761467998319513,4.537197895873748,3.121430225218279,2.393139470162798,2.8489700807435936,3.9050531687356624,5.0211531536319045,4.146319781439488,6.000947716575975,3.3788917970389742,5.430489067439705,2.6047656626624285,5.425600563546944,6.726796280114903,5.19971266521747,5.91886995881531,6.702438618546122,6.917775144996082,5.953120933430145,6.650789416016902,4.72678227385722,4.3877405518601735,5.438361834739025,7.6012683131804835,6.211254029407119,3.95898167643354,4.780686141426209,4.896065668066328,3.1806688867587707,6.5135423141519375,4.154685052604375,1.9042936907350005,6.362079012871478,4.329441672799725,7.083608928955757,4.93852769878176,4.413458472528506,5.640428191083934,6.648694584359372,5.565038350285903,3.116089496855343,4.184107114813039,4.838949051644556,1.6261658012831484,7.961063851891588,7.482980277524054,8.424807015289492,7.132837326745255,6.218672653996304,7.594209575633212,3.0199099002947327,4.632423907834415,5.692785114731225,9.166674330105485,5.5688109379361554,6.283435553935331,4.772679451729851,7.364044272897503,5.0502784686086954
19,1,2.0864810030920604,2.085996007488937,8.178495442170188,7.085410344301967,6.746255307630136,8.100039715235235,7.923999371783171,5.173517301158927,5.64634228209007,4.771210959011716,6.781967012955808,6.806797541672054,1.3695580309340514,3.057466494943963,1.305189870149605,4.283662895727286,4.501842577242372,3.8502602233290113,4.516740781208573,4.056564050305362,7.260721142950199,7.207773641913745,6.837196369146685,8.238264816806522,5.836653762955959,6.21682329577462,4.619819603037154,6.111409478917125,4.280978560655818,6.732876363665827,6.5255919155036395,5.957610585974302,5.419375846200661,5.624037595650126,6.539443289043273,4.582701826890412,5.9018652118974675,5.889852931840316,8.255907923914371,3.6812172543275703,4.0087551975755895,5.612136574037091,8.469637256857078,5.594189172349414,4.999100068930314,5.811823016755494,6.803835645771054,7.534969032068364,6.7043103773639325,5.197020357290836,4.644134274262908,3.60330977532696,4.549014411821383,6.570670680954774,4.5488020818897414,5.505275945458099,6.63594544564329,8.206848189565234,5.967453886331357,3.2254964473336107,7.803718762213008,5.476213789615969,8.514781514164037,3.4081325882269664,8.76110619140911,7.675042657726283,4.224205107349901,6.217122792707233,7.151736276672691,7.416446895352492,6.778053162759478,7.602985538828082
20,1,5.975673279747501,2.824403528266957,4.957305396091108,7.586761651311762,1.088145802680795,5.133226949374784,5.343619414597854,5.482986926252646,6.8918902032557305,6.234492975573821,8.162571268848756,0.688581323732577,5.220669652004717,3.4812683299931084,3.8989656439289577,3.9052093889344235,2.907714179258117,2.4258099859858895,6.082893454046387,4.518794816325464,4.195221599072347,0.6339964978151472,3.996210389287853,6.574352632727033,6.86972964285189,5.024469971163247,6.572238008064281,3.3692489446213427,5.161116881045212,6.167003095094027,4.665901424690571,3.4388565456086875,6.179530669579149,3.7055352031929147,6.2189926735612255,5.271642982115784,8.484175769503508,6.682701118595466,5.25854859121127,5.946633896739693,4.625592838028569,6.331144896041141,6.664346401941688,5.673405793776783,4.905924095166446,5.468236293805504,6.690093108124133,4.589708831173054,3.1458420800512563,4.690651604116376,6.245346817467807,5.608850951051816,5.582542465049004,6.526632439357069,2.7893370196407066,7.0208951955318994,6.749978592612701,8.577043344403513,7.775988501883412,7.0388784515030025,4.006805035284774,6.3405463127867945,5.88022648668032,6.387567248154772,4.130985397613351,3.849257617027563,5.652774386131052,9.112125807384405,5.847928604862566,4.857630265298543,3.601354387736669,7.1508014335519805
21,1,1.6785885387192685,0.8274907319270152,5.976144090545147,5.94158772577302,2.0984892895947214,7.16046310352018,6.131207482062043,6.364833320529312,8.088709023049475,5.370354322763231,5.384579710401288,2.9944004290357307,3.506599348124127,2.9444133225490114,2.713661433493177,3.820282301354173,1.5218342779085987,4.921876438269441,2.8975799033520793,3.746418787552073,5.123449410268819,6.4660641135477634,5.681557084807252,6.115061496558591,3.084211719074571,4.338906604165786,5.339544374156785,5.205173729932191,5.042722196504708,6.806252513864695,4.018246075868793,6.4322794924341,3.783277765427233,2.5242354531036595,5.6175579880138855,5.234766924191311,8.151019064512198,4.819668476383922,7.54013376279372,5.541053999646559,5.147778384422919,5.365240612516639,4.095579792791889,7.1560965493423785,5.865059010124666,5.556813782730771,4.55812728884838,6.208636486721161,6.6246507766412,4.860988658993413,3.740819732071471,3.4206518774171752,8.185423285235474,5.641228833238548,4.962382950511987,2.188502750610499,3.9840883482222775,8.306147808129648,8.280334634367444,7.217307761242035,5.790605734165756,6.307506949363512,5.628594525618312,5.592278966471063,6.1001590728637805,4.450494426346275,6.670987207157368,6.921375146275846,4.124742989604376,5.172287085698754,6.14915659220111,8.31721792037971
