iteration,chain,data_log_copies[1],data_log_copies[2],data_log_copies[3],data_log_copies[4],data_log_copies[5],data_log_copies[6],data_log_copies[7],data_log_copies[8],data_log_copies[9],data_log_copies[10],data_log_copies[11],data_log_copies[12],data_log_copies[13],data_log_copies[14],data_log_copies[15],data_log_copies[16],data_log_copies[17],data_log_copies[18],data_log_copies[19],data_log_copies[20],data_log_copies[21],data_log_copies[22],data_log_copies[23],data_log_copies[24],data_log_copies[25],data_log_copies[26],data_log_copies[27],data_log_copies[28],data_log_copies[29],data_log_copies[30],data_log_copies[31],data_log_copies[32],data_log_copies[33],data_log_copies[34],data_log_copies[35],data_log_copies[36],data_log_copies[37],data_log_copies[38],data_log_copies[39],data_log_copies[40],data_log_copies[41],data_log_copies[42]
11,1,4.507944981725962,3.382799109585365,3.52221269538044,4.270447197375957,2.702808626548517,5.326215756895514,6.813206305530723,4.976640277836442,3.034156259815345,3.0212326699578775,5.417769072965624,4.457958733004236,5.018106346756586,4.295297521235353,2.4994252230755785,5.574833073154183,4.656660763540327,2.3938834530040625,4.687780503280936,5.955594508240696,3.7952896988001017,4.977697437401181,4.468197262551046,3.3067753520177505,2.651156368075148,4.753138077845569,5.265408780351833,3.899633816491681,5.810382387806573,6.112091917843221,3.6593770274193647,5.126998973712699,6.634090466399568,6.749886010424939,6.507318050832415,5.034661967992583,7.044137613431584,6.617366977847973,7.16424469376039,5.505515264162393,4.316265484487507,3.85940719770462
12,1,3.587604782902856,3.4487932556477983,4.552660334493644,3.1497887374790454,3.7225340138029384,7.967203713722005,6.030799357799344,5.7073888408901094,3.5003778679345574,4.106985967464151,5.075261174214337,7.480040446289559,2.2087985907833083,4.7734153937916926,2.7968427673322123,0.9437800773218777,4.995518457501341,4.776267066599066,6.483989010038523,3.3286019570176193,3.562762707242418,2.376760062409451,3.68654377610883,5.710000471779585,7.463695736236507,2.863598955635896,3.177811285697327,6.785202405200084,4.414138463699227,5.5990338313175325,7.844056083782496,7.121220031699668,4.836021153123507,5.71279185203275,7.613413719168745,4.395893255915571,6.12599687495254,4.789288513542277,6.801301635879077,5.723874258222574,6.213145422628926,5.805961319540146
13,1,0.6881356754152328,3.7926577176691607,3.6300692065812603,4.323560941105535,5.284444817564052,6.296644175967615,5.025121689058027,6.113315198848908,2.2553769085926367,0.8605355696773883,2.2338461506088496,0.755354033105091,4.9617063669588495,3.0559483146868036,1.5965138837054915,3.1555224138804707,2.3899308161910864,4.330803747985634,4.320219002773186,1.3030524386960929,2.1725738009865485,2.829942480921046,5.30183440664256,3.341257122539103,2.741081329654326,2.0884235155262694,2.9699269952177905,6.045907652674192,5.570914468894975,6.042697748143607,4.358887344468768,5.492797243959496,8.605791958333041,3.2832871206953764,5.876869113289661,5.114656113023524,5.674085114084776,6.185460839038387,6.8810257977852185,3.79948434431556,4.983782781441596,6.065824925625279
14,1,2.7738276037226925,3.5039823287317335,3.59641908279419,3.1303628571211815,5.177748664859945,3.98926553261748,5.076576076921766,4.177699898568342,0.0185389520723935,2.8577615706757418,6.432915310920129,3.7120340748059246,4.225964261685145,4.637755780802683,5.536465739536158,5.156795603646859,1.981475636766369,4.996701954789371,2.2693248562460515,6.461927716299604,2.5210596820740463,5.513289931843332,6.014776053813521,3.818691644706085,4.122197519439906,5.496474315575948,4.6290281528306485,4.557287363448608,8.705745517102603,6.183627838814347,4.695684076884676,5.053473593955685,7.717817261801346,0.5730760342015436,5.734708608624895,3.9316767440088425,3.176076953859734,9.011887307055407,6.8901093453256586,7.258117402484217,6.1835642866439136,2.5269052919292374
15,1,5.872356193328776,2.958949011985096,5.418418123676185,3.0491001012886185,4.991923886384016,7.310184722335794,2.358634025768769,3.789569647319216,2.8946075429125453,2.8148201585003565,4.450420359578152,4.574576014739984,2.9685002112006127,4.914620153552131,3.800721983009038,-4.211447513011463,6.749413387938811,3.6854509646642586,3.8547657919875684,2.0624089528792453,2.8642264875831187,6.260082105167872,4.771459538245184,4.916759468167455,4.0975905564993464,3.225285778619303,3.531050937067652,3.2791986799944617,2.891258744111705,2.851543598252394,5.380623157348562,4.784313613638955,4.690908759726139,6.052900483131092,5.388625114356041,2.696504311800677,7.402420621247035,5.0460277219283265,2.929474734308618,7.587807846394221,3.8261055264571997,5.18939966822933
16,1,1.2832983413145032,1.6902444268154924,3.2275678961719962,4.2863857927985265,5.916738163497599,6.0427065220244,3.721140951737446,6.71758318030132,1.8608550732610503,1.8119837299375932,1.6230133869711696,2.4633704848222697,5.802601770780725,5.233719032717596,3.342504932434073,5.552689839354495,0.5794577899682389,3.3576298271550336,2.4445693281335354,2.452161516848377,4.476713189642174,1.3744106492703787,6.3963512486903245,2.890818778368617,2.6826229805597137,6.419822627006912,3.716745279131057,3.2856907295997826,4.16658747716243,4.323307718958838,3.4493984770201145,6.204917560710389,3.360387240151326,7.322483418859912,6.1261163126261104,3.019520220343844,4.915362614660951,7.424998909407532,7.264691800664496,3.2379013049576737,5.393808010222833,3.4808630125127924
17,1,4.372618996435785,1.7166552834662894,5.466809196937264,5.9995078464625795,5.552472237018171,5.457958951647483,5.618388539921274,4.715202503466533,4.871392629085004,1.443640009257044,2.845887430658978,2.805421698837394,6.068087422097883,1.7146871364265674,0.8532481152483686,3.695630744063734,4.950879749238893,3.4124241593323066,3.8470801537045114,3.7650766757272276,3.648990819077492,4.893627477775374,3.9343999826576055,3.2951793678082524,2.1922734778827726,1.8515070338940147,0.994974757288703,2.171410972365608,7.51238892457206,5.038983032449048,6.59873998424047,5.641145125171302,1.4725356539468097,7.5180731666033225,7.536626572600921,5.522881098294597,7.042927543586726,5.331972125248984,4.588874424910003,7.082609883672352,6.0867651318248575,6.50197572270793
18,1,0.515046012737662,2.3467158074787644,2.467334000371651,4.801618681526649,4.475610358601904,5.233258304172894,4.467838151229845,3.8576158231926505,2.681117965323671,3.681677015326281,1.5892916790913716,0.6205582214426832,0.31049280307315325,3.454649471308505,4.664727178579119,1.3711541322163214,3.683237208902818,4.091724492150089,4.757227419926542,4.48270780200009,4.78385314703123,5.904377475673325,7.686980623031639,4.72028680647328,2.4710001445962213,4.023457384863072,3.454845503473857,8.40802565222326,5.322860556179114,3.0656508362589636,5.4737210063432515,4.065137217623101,5.780534252312884,6.94641547274017,7.823536504342009,2.745887037671575,5.154699279445911,4.7762862012850515,5.911806285583392,5.767194864343917,3.8783325176506946,4.444177657756504
19,1,-0.14186596163549856,1.9672805953656638,2.9090793171456277,0.15137280806439307,2.1139329358292347,7.216086334807411,7.071958646837723,6.150846935730374,2.996952228451185,3.5979888951850363,2.6957306119827353,3.632393693675993,-0.8008372908684851,4.426403100493222,3.912140620161423,1.9259583734456158,3.1767001129375227,4.691106516769134,0.9569293387398744,3.0975543163300268,3.3535839548671107,3.9712000684681397,4.8281873580332215,5.458754856295284,3.492798410224974,5.616941317892896,5.031803980518949,3.7953148162331973,7.805050395415901,4.283779890991365,2.066456382277195,6.761861931073654,2.194481657190335,5.87443388598536,6.751448731922675,5.480919181182952,5.381621477529133,8.058947972640816,4.9602657827426295,3.763648859243056,3.228755906324327,4.506922262150656
20,1,0.4885451505377233,2.6011095335022167,4.937291711427684,2.9299958471487617,3.7490572153651316,8.702207855621236,4.588002480322625,2.748760072984559,3.9382786966965466,3.141707727501517,0.8632311748069257,4.40423518146624,6.463482853140991,5.811818275130621,1.324776043760702,2.5055400447793783,2.1542287392705415,2.43851126506546,3.009620989682618,4.246811764820235,5.443885834213626,6.438085048760985,3.4244139649657295,2.53528927324304,5.149831633784161,5.714471919341999,3.2416610837323407,3.655573463957669,1.92085445422729,5.814102086955555,3.196844418117575,5.049553353958119,3.7251054951823135,4.430891377731596,4.850092217756217,4.45344298744094,5.960932486966517,3.5358026507070823,6.061104087872575,7.310797503409067,4.883165128997582,8.110835854669652
21,1,3.220100934158997,1.461507888876074,2.8955101692554823,7.162410431967915,6.47866529295708,6.669171468037536,1.4076998859189696,3.5738185526147275,3.4618575478441,4.901663368854691,4.975719001600641,2.3014099513782593,2.2189501965569653,1.8891412177622842,1.3812908271553415,5.208072613695412,3.992556153028336,5.146401525064271,0.7069112902944876,1.6089091460126488,0.9649746043129316,3.447317400488203,4.589420910941019,6.677799943570485,3.4502737760118865,5.592283922554525,2.3639287991955675,4.282645492344023,7.100093275152264,4.340251123132061,2.9111950898378933,3.850630169307509,1.6050762005657422,5.148828160136143,4.0953691379216055,6.774674555689748,4.351786069900336,6.16139392445028,1.8734585077067427,4.381765017919215,7.333056293705587,5.22603510332495
22,1,1.1711035727620975,1.268086579054771,4.03811206360128,5.032851041059401,3.803017114955899,5.385872219969785,5.515379176461768,5.13395196830836,2.053389463387194,3.38801838528888,0.867479536574161,4.588797759526425,1.1851665443659334,5.091823137538215,0.7949305352838851,1.8724070882549888,3.9481972457403796,3.36486408066294,1.7250465953048473,1.3747392122265756,5.28100013439596,4.267691959972127,2.4851123456649824,3.903464524315387,6.18542097816454,1.7104559410513154,6.973877969930322,5.05242137362567,4.277161668786067,1.956500567278687,6.910988615508302,2.6575103798979565,3.4740788269059166,8.124234304019184,4.010794919081203,4.110216949541705,3.840930209389456,4.155173387374042,3.22253689595828,4.848735103968249,8.061262884952681,3.5435372081334107
23,1,2.673471638477424,2.2227534509580784,7.6541084074333225,5.153313462007916,4.265912404878822,5.449201872123574,3.157560272042335,5.683987750045974,2.5206848283288736,3.8615587023449423,4.777602565074113,2.1625549185213844,3.5406301473627257,5.639254707738493,3.90548857349726,2.6050833985272854,1.6050891508164036,4.528915734100284,5.667642869011181,5.09835065438506,4.915099878232848,5.03649529046193,5.1967911741213735,5.173277185139804,7.201881061849143,4.2679181887816435,7.321937781919273,5.526476470609432,6.652873251140534,6.668077215403727,5.660029384670884,7.1849627681584565,2.2972591009551997,6.724778299634001,6.42410712333488,5.633997899262278,7.374400116029417,5.054573782065286,4.820623377187122,7.2132504584158355,6.355799655211817,5.532180780617042
24,1,3.6025532647422778,3.39400741168128,2.527801510003723,5.008281693945277,4.010943364314146,6.948961866895619,5.846942820198683,6.679661342193682,5.715477324781812,2.568066627200024,3.416572054030519,1.8695854657434454,3.929468456452938,2.7619724592272146,0.19035942654177107,3.347729365266849,4.313557290074675,3.6958881174406297,4.960282973164262,6.47956483041919,2.4977171660665523,5.853823536975486,2.757955788565525,6.304252899053551,4.528894401523907,3.0273625204683983,1.505668256540873,3.504370340857478,3.5980398738084927,4.698025205951246,3.4842930219203487,8.288125455944211,5.5167791587523896,7.440594152589535,5.658572383821801,7.052532777270736,7.672305345106543,8.627829243211563,2.9817249901930096,1.6461395790095288,5.898668685742521,6.840636888989343
25,1,1.0405589954586683,5.312500237265435,3.86249999664063,1.8012504809994712,5.960635211986404,6.498609621248896,6.07424763821991,5.9421119254024415,1.02620324351811,2.4098278089843475,-1.2927703280296885,3.9173646615427526,5.066245868629074,1.44310790967488,3.7451928812311985,2.1890112090937994,3.203955870211879,2.4841774976009408,1.9375438081726353,2.7455664806832147,3.9473947001345913,2.2554557858711446,1.4453556302076123,5.514775802977669,4.765222839711401,3.606975992781435,3.314224829018695,5.441481759114743,3.676864440910203,6.386362678595647,4.407796985721017,5.637154120064012,2.751632719565937,4.87159961068676,2.39778486249981,6.602356771269287,4.578022832552483,6.003687782478907,3.781940239714629,8.936985950739581,4.268419062049419,3.693709092311685
26,1,3.011520273189621,1.8516179008011655,5.06459689319829,3.9273933867334825,3.473603665225648,6.810975506935805,6.0749908587176895,5.570089425835408,1.9586951245365696,3.509225327028115,1.130096406119924,2.867448587497702,3.481823138737549,3.5908956774778154,4.189902041063734,2.948007267868229,5.544998862205645,3.9457297293152256,4.999265034483979,3.737311454425852,4.105703634779053,6.420521090955157,2.728281392925366,4.612632451681272,5.124022685629168,2.2250168295473647,6.90874541809836,4.994306477125231,4.949945519322227,5.4406707380041714,5.2245419688077,4.44424680205765,3.726886995843357,2.8749775998960607,3.0376491452589174,4.725554622997968,7.830533651415093,6.143140478655764,6.332392338740835,5.760297303712147,5.653186629476743,6.080512938898408
27,1,2.979573752599213,2.89895310344788,4.711927838849607,3.9128908846953965,5.482133672302059,7.398370588677662,4.105664969406704,6.055093815062599,3.3792187637745172,4.424443439208616,2.3862312297206123,0.2518155679093495,1.7009209094454731,4.2278500274725825,3.1969839040623516,3.9904763405098254,5.911180259666409,5.4946273312714835,4.995764888029433,5.361211091632872,5.36745317237927,2.9776492400323664,7.255812947494831,4.260480843148741,4.945741454391322,6.899287104464328,3.9283058244303697,5.557821764087486,6.08307422462449,4.857806840129352,8.05005933099497,5.867080595649742,3.588704295782643,7.480769578784296,4.046710859246042,3.816140948109676,7.241516095774742,5.292263621270968,5.889919988436702,4.56439677474212,3.4370000225646438,7.275723000865073
28,1,0.7247314563222783,1.3664991372060544,3.031558365740831,5.39107589023215,3.9754424536102535,4.142781085710043,3.211395816362572,5.939745816730183,6.932905234108831,2.3135777530349544,3.00043798887688,3.9248781704408864,3.6311566038333503,4.36991768836375,2.9647784884806727,0.2795942454152013,3.8472785826770806,4.837570078707208,3.8898648685909443,6.290691184350747,3.1069161188430785,4.101122952400728,5.47399800242025,5.301178801959494,4.38687448647696,3.681018191183858,6.317499298196744,2.309129938957553,5.344949530051957,8.052421008815568,3.6999412472342774,4.690508090106153,7.5919543454740674,5.665458121954717,7.673269816686738,7.544586309499041,5.850267445118301,5.850232030189083,5.605922413623809,7.943279085528097,5.93404777711818,3.891096911473415
29,1,2.49666880830574,4.94818457917177,3.899149399091174,4.8131301690611465,3.9230405457174764,6.933034246901329,5.135419405111697,3.6054559902384837,3.7815606933215715,5.2138373123430695,2.4835831362177263,4.192725357476984,2.596509931841833,0.9787866799502712,4.242236619246738,1.4038241164984462,2.925964471273614,4.0487159129594215,4.783523455872864,3.2919971922412756,4.809814757002358,3.8643021318919057,4.834069433636223,3.7850549797915716,6.177660180951751,5.178159566537668,4.103132506882579,7.333606442943729,9.83018185793255,4.1874322006051194,4.72288816761579,8.663717575969637,5.421122083280509,6.664711583360635,2.181953512554106,3.8924787740012543,3.3783677706293322,6.492401528379627,2.9628939731247863,5.764438327752548,5.290189112306097,7.315573446082751
30,1,1.5971337246931867,4.330464172778675,5.074538191761729,0.4742195904900128,0.7949646484482633,2.790064936497581,5.66254780119557,4.223148558169106,3.442027804674346,5.182266179654761,3.0269795605579914,2.5678479153379508,2.9906261104464797,2.050935873687356,2.6142251055992145,4.541919964078169,7.062379581683351,1.4358894885696631,3.2817988267322376,7.486822057744073,4.5290068926061755,5.870720289112325,7.910883774638138,2.6236288294605465,3.1011772447659394,6.431518182050312,5.664116931729092,6.422698438597334,3.7163349188870956,3.250234034777341,4.818219281137001,2.6273403567113114,9.073538579394436,6.27457757978371,1.8310535622209658,4.998259099280019,7.624255833195585,4.2251165135760935,8.431664957051177,3.9288168548078706,4.88990013486219,4.961943468244036
31,1,3.4938447498496874,1.9803816412122883,5.3862724254260534,5.19308339310309,5.9537918057121395,5.998133589087094,4.8089787073971255,4.240275411599694,3.849103133249564,0.5146994335416392,4.857426680329421,2.5729708509857745,1.5664663394896061,4.8600469832665665,3.1621347671642273,3.6337935976043094,4.929420733768997,6.378904870651094,6.076404876860254,5.408696674111982,7.226094414886346,4.071506638780504,6.162635754643663,3.393636520564114,5.8191869969527295,7.391869167106278,5.8954405524451365,6.45555144406429,7.152834303571439,7.308516334371098,6.183552383751014,6.674402325074848,4.8540895562491615,4.521853829658352,5.535707914701131,7.855372748956315,6.428100248442544,4.2429121928425015,5.048121588198656,5.307156012410227,3.6261944697649944,6.841028888990959
32,1,1.992061891440318,0.09285759087052567,5.046000885200103,3.330568786066807,5.654931732889948,4.3216778004256495,3.8785487742954308,4.914042513577139,4.186034456927747,2.6557634003603416,0.6257657486908292,1.4732847438329097,2.8940950837394714,0.18268591763942738,5.471079501601149,5.2955786244318395,6.567846055365632,5.405053034518523,4.633549238631413,5.944957118295618,2.0075853620252975,3.368456892968439,4.445455976326029,7.304381913715624,4.267986670181426,4.7391514626145765,3.3599422833218835,5.5469090910057774,3.8670439958394605,3.7119005617631564,3.711478679208393,7.5881369305064394,6.61824972627495,6.3232293334908904,7.272974085635604,7.341626041973667,4.949067438734524,5.405002739843353,4.643753285299566,6.540432062301151,8.697054029919055,3.8277712795741263
33,1,2.056728303475693,-0.39719081239401066,4.545135516655466,4.850678193872351,3.9381907639729654,5.296305495991959,3.679945602529141,8.16710375360783,5.735814699627847,4.414315669511877,6.474401886479027,3.111143374359398,3.080072765066626,0.8436006040669983,2.9324493952155604,1.4565006920082306,5.740686655715143,5.450401855604094,4.585721641742417,4.255620809480431,4.542232736019321,5.824183027433514,3.15502737234749,5.002407062072049,5.0444892685121445,8.59244708902813,2.185969524672522,2.615691087944581,4.999484024513738,9.1955431171293,5.168714863289889,4.335341578579624,5.540389989893697,6.929621986189447,7.896427622557246,6.642791292159441,4.531955741949965,3.6892395574676176,2.4986484646915486,3.9302555800738967,6.761418704861035,3.797664573257422
34,1,3.534045175675208,5.119125696362616,8.093766691213169,4.954369822709173,1.1104319395369502,6.927853752645873,3.6649349304238332,7.924689447709155,0.2721039890322548,8.127011695596213,6.803546702130342,2.174800707450765,5.090689929055742,6.400920396546725,6.6081779222935335,5.344990026517004,6.942440601302545,8.409806405992095,4.454631936479287,5.175094559094497,8.47533829242241,0.31889294857314804,4.757709974866643,5.021774613140529,5.196695475982431,5.917779287036598,5.092676729556591,7.51261746525528,1.1286606798872942,6.9780488029724035,4.384614875105383,4.908868868685897,4.859586495526529,3.6076252551663637,3.3739612429369332,7.1486944192047295,4.524689720613838,4.035444670879348,-0.4342668141698261,3.2907372349253654,6.526576494713365,6.89730566151287
35,1,1.9518404496808497,3.6522597379141195,2.4912201854521667,4.358514175613211,5.4636076258961035,5.174896837024766,3.7426115478873645,6.545677017611948,0.356289873834252,2.94283391837581,1.8479254555661528,5.377299745200201,3.4031498468414654,1.734510552871651,2.49045944028573,1.7194002558554968,4.881048397908624,5.223569548747767,4.13489574011235,3.911500229677948,4.433508367857326,5.775872885661037,3.725427233457791,2.120088266494727,3.817257253538971,5.737362519318935,4.903439934352442,4.874536729235888,6.090813494856865,2.5208915439427844,7.169794331710235,6.872158118709737,8.936302026965574,8.056241790109203,7.4669122167974695,4.446130849769388,7.010041324336402,6.703877502464715,7.38203997165471,5.059465520050191,4.749951858624286,6.621895713572855
36,1,8.2825538686576,4.11345282938601,3.536796218754953,1.9322543538490466,6.465682467847645,3.9804514752545788,2.772910273974012,6.752421857136562,6.841455774478226,1.4159598588730717,7.379974236967765,5.919661967753199,6.942007357836959,8.099103496538536,4.2422902441792,3.452545293058796,5.880702517247551,6.285248255251347,5.666065051145305,5.666035057673334,6.990673260883279,3.7296253940428867,8.352486991074858,4.415232865546088,4.012328427397289,5.836024437228316,7.740931909337625,6.107069481724758,6.4219294893112915,2.5319736679266636,4.078340077981536,5.498049217376107,5.003033014481028,4.518668627962151,7.093585535353105,3.4931716914579733,6.77645979115149,2.778225288620133,0.9918906815361598,5.588679363006936,4.940893581696058,9.078484566723327
37,1,1.4022848507552794,4.228725860337891,5.041326421610821,4.542947366826385,4.774746514910078,3.3689711575377044,6.631262651021928,5.255109172056565,2.7967255722568645,0.14003111227514312,2.1063227520325793,2.5211963486994655,0.44793013658679404,-0.7460896490397301,-1.121885499309514,3.3806797836851183,4.2758130978765605,3.525823633948394,0.5690661645717815,3.43804664972837,8.009332327793292,7.981817334776497,6.829681368343228,5.13554664790589,5.686526293321035,4.825020515698433,4.781677192446708,5.323040982482697,3.512721945719804,5.864790417701907,6.131686013718156,3.1506765892192683,4.20246177842333,5.243734653171009,7.460767345691107,6.179219375946696,3.6654221696081817,4.243120973062383,3.738602965837294,5.340478790684324,3.911514933925987,4.171898909874025
