iteration,chain,rt_params_non_centered[1],rt_params_non_centered[2],rt_params_non_centered[3],rt_params_non_centered[4],rt_params_non_centered[5],rt_params_non_centered[6],rt_params_non_centered[7],rt_params_non_centered[8],rt_params_non_centered[9],rt_params_non_centered[10],rt_params_non_centered[11],rt_params_non_centered[12],rt_params_non_centered[13],rt_params_non_centered[14],I_init_non_centered,E_init_non_centered,gamma_non_centered,nu_non_centered,rho_conc_non_centered,tau_non_centered,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
261,1,0.8316057005703594,1.2007002614547022,2.0721240801360246,0.5606236804824746,1.3082709547916536,0.34694224811612706,0.914280157065276,-0.44309319460113056,0.26205245525761417,1.1708468366545717,-0.2562909941526401,-0.1203989733925693,-1.6727982538552137,0.42406049548681846,0.15701314085798387,0.5818519837644516,0.6460655720597266,1.4129476041362508,0.7761108046230984,0.20260339729474014,-68.48016922495944,31.0,1.0,0.6596988224461484,-68.48016922495944,78.83772027412701,-0.7509528526878881,7.0489040434041215,5.0,0.0,0.13423506446962202,0.13423506446962202
262,1,-0.2747584346525093,1.2585689427905435,1.504995392228803,2.091047816485889,1.2577961872627894,1.4532601487716608,0.3370787953096432,-0.06680806958677263,0.0864828305617294,-0.3906546992338701,0.31647244538988606,-1.0857208507455856,1.9197730553335908,0.13428294121602524,-0.8668360675654891,0.02682415687319538,-0.05830836257160853,-0.8161233998793271,0.12806654378226617,0.12616703621224407,-67.31719056170776,31.0,1.0,0.9026381109823758,-67.31719056170776,73.95602762674366,-0.445631948328824,1.0398887762977012,5.0,0.0,0.13423506446962202,0.13423506446962202
263,1,0.4883817465399216,2.3622947955125437,1.435576113785397,0.34396932602377167,0.6309398808675655,-0.10305004516446435,-0.06134143362088014,2.0081761044810156,-0.3822701871251429,0.7697097980634019,-0.28685042184690057,0.9739683587219811,-0.6822804085092613,-0.535730313569958,1.2240736865347668,-0.690696697211612,0.500956238782881,0.0823305791914635,0.5569775719519121,0.04986060286236289,-69.23798496818662,31.0,1.0,0.9663406581211128,-69.23798496818662,80.27655453344296,0.07673581050714517,-0.32423298491342223,5.0,0.0,0.13423506446962202,0.13423506446962202
264,1,0.8049233424669294,3.599776905918923,0.9392496304889985,0.43236271789906305,0.13300963772506963,-0.9161937125050064,0.9853106602075437,1.9552142816569187,-0.008240196923899878,1.0793577902954943,-0.5571683978558711,0.6194730256000072,-0.20395536075373685,-0.981226085545266,1.290513172677802,-0.7654142006446673,0.24261638256810608,-0.6489057149060069,0.4072303198008495,-0.13295241411744602,-73.61489444930575,31.0,1.0,0.9234915337311955,-73.61489444930575,79.20917543463865,0.27720537058760897,-0.3717316463755935,5.0,0.0,0.13423506446962202,0.13423506446962202
265,1,1.2620864323294465,1.8375496959286828,2.107849163942544,0.9831076555248931,0.16211172309584043,0.14403554250274717,1.9308186934965956,1.2288044229835278,1.0843657643015254,-0.9140699297424386,-1.0977812949534727,-0.17068523818444326,-0.3312530800245278,1.5620513861887477,1.4539376143159002,-0.9309616115368915,-0.8659455708581882,-1.7451359366606063,0.17725632725125234,-0.041273975397408874,-73.14282068522836,31.0,1.0,0.6777236084010431,-73.14282068522836,85.32522890469177,-0.581290978342281,2.1953980728140294,5.0,0.0,0.13423506446962202,0.13423506446962202
266,1,-0.49195895371005377,-0.18403955211634382,1.679598811982886,2.0760350049435985,0.7051751596586409,2.5261266330862,-0.912019792316779,1.3660348038498087,0.8891690349479723,1.3633534482564795,0.7890024079951139,0.050733399730309235,-1.5758346049842942,-0.3972630681406484,-0.8393907277709743,-1.3433647410000102,-0.32503472185109894,-0.2985388666073417,0.48738221218783656,-0.009457365900177872,-73.5445042789615,31.0,1.0,0.6759544160606598,-73.5445042789615,83.32221253785048,-0.11250700807917724,1.4132142646226384,5.0,0.0,0.13423506446962202,0.13423506446962202
267,1,0.7849257495571877,0.9864261655189335,0.8045835013518176,1.79430527023981,0.6207895734446909,1.800856988024035,-1.3074842866025567,0.0017564447906390779,1.0815743304158763,0.8212361814877228,1.0194335658834026,-0.2509582448466079,-1.3932323335415973,-0.6147119690559658,-0.8360259128928448,-0.5365916086520897,-1.725108334958646,-1.079158927885839,1.1721281203390863,0.028551722866447103,-73.09034838866387,31.0,1.0,0.9709202593497226,-73.09034838866387,81.38352067765341,0.1069645009235245,-0.7175707043332551,5.0,0.0,0.13423506446962202,0.13423506446962202
268,1,0.7967599390048428,2.170559533385107,0.5869316385192276,1.704314528057989,1.0731547924581277,1.7928668111788537,-1.0183828517923919,-0.3715802942865254,1.6824336130583133,-0.0920984546266812,1.21151641710471,0.9452536437952,0.20214773868593955,-2.92375450057414,1.4557520829936115,-0.8822918304471852,-1.7336704687508164,-0.8785446809928406,-0.003054384250393838,0.08423126660478075,-76.83546559441078,31.0,1.0,0.9044097952992821,-76.83546559441078,85.42074403082803,-0.30263169291895053,0.9171903069343301,5.0,0.0,0.13423506446962202,0.13423506446962202
269,1,0.3589097826868915,0.15666103318534713,2.8066992534931146,1.2021693259340431,0.8407027646744147,-0.5106426269680424,1.9158673170890421,0.8141758033594972,-1.567863425042553,0.16369992533150574,-1.3236522049971449,-1.1574929585168308,-0.3210404911914939,2.8266600812679368,-1.449530054805086,0.9757832658952049,1.743174007374219,0.5413048727375072,0.6512824632273491,0.004138888139196245,-76.5234871530377,31.0,1.0,0.9865703902764902,-76.5234871530377,83.25886521868448,-0.27166805423033225,-0.27166805423033225,5.0,0.0,0.13423506446962202,0.13423506446962202
270,1,0.8850552871350905,0.8286861893080547,0.05169975922861575,2.6000580615249533,1.1161891667880333,0.21975554250245488,-0.7629492746470117,0.1819338325283615,1.2938378768372512,1.3975607594808397,-0.14754206358233338,-0.15158998137961968,-0.4282062456775746,0.9394016934691214,0.10771768816802785,-3.585485864125294,-0.7871324145610212,-0.5416507275816335,0.9733519153632725,0.14340356231819662,-75.55251338983867,31.0,1.0,0.9887803407371685,-75.55251338983867,89.19477801416032,0.01868242828741984,-0.08516114200550362,5.0,0.0,0.13423506446962202,0.13423506446962202
271,1,1.4144530272629572,1.403387028236143,0.634505257565795,-0.9328967856955741,2.1091782876307907,0.9348609800127285,2.770434402517545,1.0457481810764726,-1.0969182653211498,-2.023538788001054,-1.0404271711094224,0.5306135101105062,0.9273064969982396,-0.7448786800488251,-0.35391508543686473,0.9533579279307645,1.412309874075197,-1.1092849199079962,0.7171134084704368,0.05317758538770048,-77.13406343203427,31.0,1.0,0.9983445116499918,-77.13406343203427,90.69598518220349,0.007424493302977453,-0.07946242433192197,5.0,0.0,0.13423506446962202,0.13423506446962202
272,1,1.3813503594592857,0.021173233605262354,1.094337253963805,-0.3406575762944344,2.813185332827527,1.0945713399690211,1.0930217490984784,1.177949869680736,-0.8678704035774961,-0.45475848612826375,1.4684078502311024,0.12467259008530082,-0.10694348191751021,-0.1311719217950415,0.33357889621704023,-0.3730265819169276,-1.6807335546407929,0.8171649651037491,0.7492656499459247,0.09187791609448329,-71.1266283797563,31.0,1.0,0.9758322738640737,-71.1266283797563,86.72597629353487,-0.11413024703480801,-0.11413024703480801,5.0,0.0,0.13423506446962202,0.13423506446962202
273,1,1.863241997636582,0.9645329225431941,2.782425020427849,0.7644176711233255,2.049625595962035,0.1849343073627927,-0.4157860927560909,-1.6555209731494287,0.5267739871095496,1.0394950208333316,0.25683601969849496,-1.043919649593863,-1.2447272403968428,0.33534597070111916,1.4254730888531582,0.367899498276165,1.3741718953795283,1.162307289973253,-0.17049402977895695,-0.1355658652762637,-71.48280079650404,31.0,1.0,0.9748618337812105,-71.48280079650404,80.87676319254467,0.16475011569946219,0.16475011569946219,5.0,0.0,0.13423506446962202,0.13423506446962202
274,1,-0.32915359265128896,0.6505430948902746,1.1508254121892996,1.5897739464346883,-0.012673106581375132,0.9674254522112056,1.5455276790304042,2.2012805940349307,0.8678179333139115,-1.0276783230100408,-0.6018054107267342,1.3093695152378797,0.7510075844200269,0.06464704677546679,-0.008725113805955031,-0.19815896753079093,-1.695606762033803,-1.2914442403664765,0.6802516846353518,0.019125995019492026,-70.41167954503122,31.0,1.0,0.11995279586542099,-70.41167954503122,81.40627841574627,1.807400462426898,4.81398426266388,5.0,0.0,0.13423506446962202,0.13423506446962202
275,1,0.4941016628796256,2.614982859304301,2.3196623098312497,0.9900438974337707,0.3150333760536859,1.2369988657832154,-2.2515130078365293,-1.2389905678242925,-0.5610017235506429,1.44455731520946,-0.31449186230893017,-0.8858037853352119,-0.6046222764223629,0.1148254129455855,1.7490086083320382,-0.26282811404748174,-0.06738951208950877,0.12582081557099462,0.7616410461783174,0.23449369659802888,-78.0489029149153,31.0,1.0,0.8857866717570946,-78.0489029149153,84.6692643208239,0.17861744237903565,0.24989020104450788,5.0,0.0,0.13423506446962202,0.13423506446962202
276,1,1.9030355789484859,0.2157769059813846,2.743022984183011,0.035258795230805176,1.0165486095188312,2.1727031705884166,0.6019306075283458,0.18914920401031748,-0.10524523807134879,-0.7163860267954718,-0.6282342769572448,0.6012438449234235,0.46610116505911703,1.1189531875925454,-1.2406973337182368,0.48043355819019185,0.615088638316767,-0.38332228265698975,-0.5402256240438793,0.11837358204244319,-73.37565019432384,31.0,1.0,0.8464383322620241,-73.37565019432384,87.6627631467363,0.22398257829244983,0.5148783651820139,5.0,0.0,0.13423506446962202,0.13423506446962202
277,1,-1.4139434280076362,2.1956865800406624,1.156809223228525,2.5407364590195085,0.8949659570598726,-0.6790329867175718,-0.0082934226388716,-0.18933385129102692,-0.14366985123516643,0.8025387231427202,0.16485920764622775,-1.160460127404038,-1.3672877315288674,-1.500215239462211,1.0052211627902181,0.07448210919504619,-1.013238856012544,-1.4002327191482222,0.7696095061336246,-0.005024850828651867,-75.38510615816503,31.0,1.0,0.5334242456612065,-75.38510615816503,81.8667809691123,0.6477258138048967,1.147343490631883,5.0,0.0,0.13423506446962202,0.13423506446962202
278,1,2.4034601191692992,-0.01446369600010533,2.144330486393562,0.3313031918521543,1.059980294220599,1.8873511766517788,0.6898293206581103,0.29827901647952115,0.2244424114785944,-0.7241774164728302,-0.27176045549986105,0.8364841657973905,1.1071359784925987,1.4964196752124315,-0.9514624985329331,0.015770322848655857,0.9061692427141508,0.9014537276243801,-0.08130566317190004,-0.043778908766492514,-75.38390854678495,31.0,1.0,0.8503700759171342,-75.38390854678495,83.4125603680471,0.9514760528441002,0.9514760528441002,5.0,0.0,0.13423506446962202,0.13423506446962202
279,1,1.9095997957131097,0.8600391750591788,2.018092418104535,0.21185713488106386,0.8805820080836066,1.5083609420730193,0.55669928562629,-0.30558797910354707,-0.3054497209341676,-1.301699354432357,-0.06595859544886817,0.43414876606166847,1.6463842135628641,1.527614613883994,-0.9140403573324261,-0.3391147005423523,0.11120117221044529,1.2162879637940827,0.4963545751002245,0.24430920059289293,-71.76137052838807,31.0,1.0,0.17516561107901316,-71.76137052838807,85.54875236302982,0.07353031178458025,21.737806971809974,5.0,0.0,0.13423506446962202,0.13423506446962202
280,1,-1.4560061091359309,0.9970924250218869,0.912444840231686,2.14329248682814,0.8900652810261014,-0.05149598254969595,0.17569439260084652,0.9369754792744298,0.20892690353308646,1.347587999653463,-0.1375810610734699,-0.3960135069633659,-1.4749337173258692,-1.404813333179863,0.7707066665185492,0.5374817463424937,-0.605021510393944,-2.3183222566291666,0.7429126012556284,0.00941213708147548,-74.01561255899763,31.0,1.0,0.6851254069204635,-74.01561255899763,84.2908460663429,-0.08458434016897343,3.4012101256288503,5.0,0.0,0.13423506446962202,0.13423506446962202
281,1,3.148506185187795,0.5563917980203144,2.4606786816507866,0.481009786506326,0.9367698783923241,0.6572413356339933,0.10540848585952278,-0.36607059529253294,-0.4442735214666337,-0.6150964066058323,0.14939113996012687,-0.21552852594211291,0.9537439016416668,1.643829866087277,-0.7203899848281717,0.034864288196174514,1.0892037053697405,1.720835088914779,0.45685907738958426,-0.09636249939585056,-71.17593357769208,31.0,1.0,0.9997072787905988,-71.17593357769208,80.69214472859997,-0.290669529024413,-0.3128103879287636,5.0,0.0,0.13423506446962202,0.13423506446962202
282,1,0.21221894674608416,0.5110321949651512,0.48915139433290566,2.4855297760073363,1.214238562043144,-0.4093695927953584,0.7180103849181704,2.0402114079570284,0.47530019955012687,-0.8977591440163215,0.22491909902647966,0.8497837731422502,-1.5890439374566296,-1.3603669734592803,-0.009085150216142743,-0.22312737437956096,0.7071003235585319,-1.5892847341759704,0.7233722784523233,0.017903727423381022,-71.10847139545409,31.0,1.0,0.5305647548901489,-71.10847139545409,82.61547472046023,0.5385724225055242,11.073184959425916,5.0,0.0,0.13423506446962202,0.13423506446962202
283,1,0.08625927581118382,1.15462294945277,3.4736454882246504,1.119895911408455,-0.7652739376700328,0.8143156810969374,0.9333636273441446,-0.5858369470687399,0.41067860475702556,-0.044162524847354695,-0.28940835132616877,-0.1337901654117291,1.017658188447646,-0.742277614264443,-0.44111094284374724,0.4706492387632068,0.5094169684743735,1.175524600721131,0.5641790816102744,-0.047153168509581456,-68.08877960433027,31.0,1.0,0.9899196078382672,-68.08877960433027,77.96105415127188,-0.0818163176045772,-0.24083540754374155,5.0,0.0,0.13423506446962202,0.13423506446962202
284,1,1.401968364873819,0.9615645819214822,1.89375802793952,0.28344324984326075,1.023656173954857,1.9847738405521596,1.7515136253664236,-0.6465773636635613,-0.15217925562618917,-0.4237188977083769,-0.7268011589760348,-0.8322730300324805,0.6541925537052455,-1.3050052719785221,-0.18301496068468903,-0.02931534454917223,0.8416304223030887,1.192372949611075,0.3095160577862375,-0.08407809941652761,-70.46504310146523,31.0,1.0,0.7829593768351678,-70.46504310146523,82.78173694675064,0.7327552212970829,0.9798423808948797,5.0,0.0,0.13423506446962202,0.13423506446962202
285,1,-0.8195278053596264,1.326704033290905,1.7501122281605919,2.724790508934024,1.729754947758884,-0.4667762837417815,-0.21216369934644153,0.8862184544794652,1.634633172462314,0.5811296941007504,0.4517763734954414,1.6754615898520484,-0.9601594232879477,0.12201477477496697,-0.8314622418574079,0.04785867525958243,-1.6383549797681924,-2.124110080147516,0.13984341099450867,-0.16690262290076538,-74.84466227297871,31.0,1.0,0.9903477118761225,-74.84466227297871,81.49968444908261,-0.21120378752713975,-1.4289424853998582,5.0,0.0,0.13423506446962202,0.13423506446962202
286,1,1.932386188679453,1.4735034217055278,2.259148926635077,-0.247798170048526,2.015866374089826,1.2954788762206002,0.7997641170595554,-0.3714075651715783,-1.7641293706394097,0.09000211488319956,-0.016344029064179026,-0.9421837831998576,1.8652535034196773,0.41542540397312966,0.5989778914549014,0.160650033063735,-0.01911023340801668,-0.44824715431262574,0.4221604872957718,0.1525042629600058,-72.41560158407319,31.0,1.0,0.5308669698595312,-72.41560158407319,85.16248352661192,0.44294424640987984,4.828054391750015,5.0,0.0,0.13423506446962202,0.13423506446962202
287,1,0.950415056282676,2.439398791217977,1.2029196773881972,0.4260573342603117,1.033379355056061,1.7062298960247348,0.7650506723717474,0.6488900784841926,-0.5725954405966744,-0.011699509753605404,0.3870410276032161,-0.255435879949377,-1.6246434659061413,1.2530163953527325,0.35202628098119115,-0.5131087580328741,-0.34229055723020835,-0.147989766637041,0.4011876181841527,0.12763836971816356,-68.3624843828114,31.0,1.0,0.523751090750766,-68.3624843828114,81.4729999773498,0.2416991003008917,3.985579870319029,5.0,0.0,0.13423506446962202,0.13423506446962202
288,1,1.1810113016965247,-0.679520886322267,1.625080794910616,1.7393125900904194,1.3709045812575464,0.11934669638687974,0.7169249878619728,0.03194416127225114,-1.0439500058947393,1.8769565452631987,-0.8388751945547306,0.6070405121341885,0.416246265753146,0.10508370268143463,-0.01955152144149628,1.4778556351082799,0.7214027344487324,-0.208677129160195,1.0300970906290858,0.1367133792920957,-70.34337002783782,31.0,1.0,0.6485397473946207,-70.34337002783782,79.38743437195009,-0.005096357932643514,1.5466451629248326,5.0,0.0,0.13423506446962202,0.13423506446962202
289,1,0.47494636755326547,3.1539997328836376,1.4940638701515712,0.726797809060115,0.5679986527396275,0.9812850611815506,0.10185244767841091,0.7544621023874505,1.3599787736591622,-1.7080732379069665,0.07312636551969964,-1.0682353224683487,-0.7576039540459014,0.2156220403150448,0.1608082642706432,-1.4927179532230561,-1.0294019022139729,-0.6483751938255562,0.4150200731339445,-0.04911623970422042,-70.52173996396428,31.0,1.0,0.8705647128645058,-70.52173996396428,79.83272467877435,-0.003498199683548364,0.4340950449213494,5.0,0.0,0.13423506446962202,0.13423506446962202
290,1,0.6244829681017325,-0.976449066570342,2.046215196658165,2.49608177767464,1.3078117019367934,-0.7936710721936181,0.9139388750898072,0.42827803677921505,-1.4954804168369507,2.8482860669938947,-0.2869189773264097,0.8326783787507682,-0.3345831778807832,-0.2964928986840294,-0.05960853146208421,1.9286342545496733,1.3649795957044033,0.16418966032392895,0.4121787034950123,0.11321435850602024,-74.6588630407857,31.0,1.0,0.7400567682665389,-74.6588630407857,81.18016915313643,0.05495346795645162,1.168057474866444,5.0,0.0,0.13423506446962202,0.13423506446962202
291,1,-0.6171181497790359,3.147791529129616,4.153718446999765,-0.18527701895161083,-0.1486476776224532,0.3210907449537457,0.5294609103877618,-1.372751597095872,0.4964074620420834,0.5729566000381364,1.2274617254520148,-0.5427327965391224,2.0138847905645463,-0.39200583189637206,-0.42258605975143326,-0.22344014405906604,-0.24000966239920038,0.4176640597361979,-0.08826851892006929,0.013022572596264409,-74.96812039982596,31.0,1.0,0.9948484555235799,-74.96812039982596,88.63363144648552,-0.052875217962707666,-0.10704461685514843,5.0,0.0,0.13423506446962202,0.13423506446962202
292,1,1.277825472391606,-0.8174257348715094,-0.8505016527482733,3.3549855944540816,1.4598441276199299,1.3741127738172243,-0.09729760849313579,2.089490618043838,0.1676920745200352,-0.4088353371658575,-0.7357522504227475,0.7546314538418273,-2.2658561377354247,0.4834563597316667,0.1355452287698204,-0.008939310786656052,-0.029327258326148187,-0.8383406135755854,1.06692319430782,0.2590795459743048,-77.34106316976022,31.0,1.0,0.7863717423554484,-77.34106316976022,89.2555507229811,0.38348540701423417,1.171030298628935,5.0,0.0,0.13423506446962202,0.13423506446962202
293,1,-0.17230770240993107,2.7950895720882367,3.2953151282699826,-0.31142675417920757,0.7281905249926957,0.700499031239749,0.6607748370215296,-0.8083226862893796,-0.7755484304586013,1.0980334149967363,1.1940098740763139,-0.6452685117427053,2.001287025923351,-0.2122452759173807,-0.8659046162510906,0.317013470862762,0.03627528217875845,-0.600397275602661,0.04993173082422994,-0.29992481866691345,-73.77273328878556,31.0,1.0,0.9746263810220218,-73.77273328878556,90.12001196881026,0.02390748045353064,-0.7474832608536417,5.0,0.0,0.13423506446962202,0.13423506446962202
294,1,1.4655262215539882,0.5826029500291668,0.2819068608072882,3.4539892854204823,1.7152169418309455,0.6374681779066071,0.38617845804748985,0.6269557224397144,-0.6430652657067197,-1.5918222744924024,-2.160725876842174,-0.1045406535212017,-1.621577033794737,0.6765783040542881,0.24812236544923472,-0.432305384169386,-0.6355230320034682,-0.9089003477913336,0.07807240085497527,0.20849688641751035,-74.74374879139326,31.0,1.0,1.0,-74.74374879139326,83.35073384264913,-0.35239843802246185,-0.6124091203462143,5.0,0.0,0.13423506446962202,0.13423506446962202
295,1,0.8197805786889828,-0.23113713264926952,1.8410791070420849,2.353344406906056,-0.02828603419991063,1.281735358453749,0.8283993171267794,-0.7261357882467707,1.3261659349747261,-1.106265874986227,0.36580043379308713,-0.43571315385072124,-0.009523322559939873,0.5754651973377697,-0.1404881474970937,0.3157862340170975,0.3510077103528211,0.686003860805025,0.571762607045736,-0.17913050763353452,-67.67904968339188,31.0,1.0,0.9679915752575989,-67.67904968339188,81.31751842959632,-0.26372673612364395,-0.30828433615923245,5.0,0.0,0.13423506446962202,0.13423506446962202
296,1,0.27475506297237595,2.3353747411676764,1.2370856870945357,0.23965199274684287,1.9108163578952981,0.13593637215951723,0.3348652760137091,1.4521850092016473,-0.9872102213624994,1.4095175420899304,-0.30976843165727386,0.36545478872013537,-0.036975755534706306,-0.6239242798000937,0.13706232141444272,-0.184926927507171,-0.21901168559086773,-0.9668381436369985,0.14428839731867452,0.022625730167847635,-67.85921128024445,31.0,1.0,0.729458151424494,-67.85921128024445,80.16316366452152,-0.10815991399019254,0.9584194452784232,5.0,0.0,0.13423506446962202,0.13423506446962202
297,1,0.6812230156716396,1.791145113649978,2.1568716046185323,2.2311142531846646,1.5790437290651842,-0.7073956526289471,-0.36997512601219157,0.5573536247268359,-1.340300456670355,0.8377049905747102,-0.1892720259701686,0.36402545417722487,-0.1958823550881131,-1.1655914038516058,3.280699662161578,0.5361374190593902,-0.39047385326096,0.04865170863302379,0.11291087958677105,-0.03497205182041292,-72.93868617262393,31.0,1.0,0.9832437899929745,-72.93868617262393,79.20203901301763,0.05619618022633688,-0.3553619670799719,5.0,0.0,0.13423506446962202,0.13423506446962202
298,1,2.025218086031537,2.251926525386641,1.5475418063752717,2.144203518771403,-0.2197045146492573,-1.9383525998998963,0.3366509134794949,2.663000613949251,0.44085641087056004,0.19818990791387092,-0.31704879601342284,0.35457526123955097,-0.322107529379036,-1.096812696999672,0.8417123417679022,0.08221642056326904,0.0947201311402826,1.3568660579455083,0.194223195170613,0.27212593398148077,-75.44594149940286,31.0,1.0,0.387280793719279,-75.44594149940286,86.95455101421292,0.9601921535215325,4.0739254651569325,5.0,0.0,0.13423506446962202,0.13423506446962202
