name,time,value,.lower,.upper,.width,.point,.interval
alpha_t_values,0,0.11136176197568756,0.0975658870634941,0.13059451337696865,0.5,median,qi
alpha_t_values,1,0.13008494772728052,0.11133835117510218,0.15331270003248149,0.5,median,qi
alpha_t_values,2,0.14966654017933878,0.12568326231470967,0.17744611044558078,0.5,median,qi
alpha_t_values,3,0.16159168974387772,0.13869136679945063,0.19118041622755633,0.5,median,qi
alpha_t_values,4,0.17236419517385454,0.14631624192688963,0.2020283182989137,0.5,median,qi
alpha_t_values,5,0.17853092807332857,0.15303646702184953,0.2095155216420101,0.5,median,qi
alpha_t_values,6,0.18666063262481813,0.1607463403916142,0.21739617723911933,0.5,median,qi
alpha_t_values,7,0.19195878660388696,0.16443451277145743,0.22036478787622193,0.5,median,qi
alpha_t_values,8,0.19272322902548333,0.16798429364499334,0.22319756597270576,0.5,median,qi
alpha_t_values,9,0.19476986701786794,0.16806727177308853,0.2214961513953989,0.5,median,qi
alpha_t_values,10,0.1907929554135167,0.16422398781765363,0.22075157795469375,0.5,median,qi
alpha_t_values,11,0.1849282332580018,0.1588002351893152,0.21891437798212984,0.5,median,qi
alpha_t_values,12,0.18122750191875536,0.1525039478435044,0.21212172968106463,0.5,median,qi
alpha_t_values,13,0.1720683281243441,0.14550175882031802,0.2047938048617547,0.5,median,qi
alpha_t_values,14,0.16681898486407395,0.13554339867808135,0.20092133550389885,0.5,median,qi
alpha_t_values,15,0.1661050855646004,0.13360303016774727,0.20691624442804157,0.5,median,qi
E,0,12.993491165101755,12.564251039063544,13.474566526022725,0.5,median,qi
E,1,12.284995947223628,11.70918136601642,12.935831858325404,0.5,median,qi
E,2,11.777078133457785,10.904834942492755,12.717656599156957,0.5,median,qi
E,3,11.346730066212807,10.257945458807487,12.492862758369782,0.5,median,qi
E,4,10.947705835022763,9.76433534792642,12.281574975188134,0.5,median,qi
E,5,10.638855106840609,9.389443087529122,12.059672724866294,0.5,median,qi
E,6,10.338842594055043,9.090329675709647,11.802312637569532,0.5,median,qi
E,7,10.105134710986336,8.837685668338416,11.598858859797135,0.5,median,qi
E,8,10.234114879942526,8.906568621565075,11.755761794964364,0.5,median,qi
E,9,10.260631391834945,8.875296063931598,11.91233048460646,0.5,median,qi
E,10,10.253970608994635,8.779186909541572,11.979140431689933,0.5,median,qi
E,11,10.231427370296394,8.742557609158549,11.996954152208392,0.5,median,qi
E,12,10.190739133947428,8.682261051506815,11.98925786732688,0.5,median,qi
E,13,10.146842239232697,8.570632975603651,11.990166185365789,0.5,median,qi
E,14,10.056475102648584,8.483294987793194,11.976188426545345,0.5,median,qi
E,15,10.309649343585438,8.684870110265276,12.384517832529884,0.5,median,qi
E,16,10.509350979664625,8.779698401395347,12.70106782937296,0.5,median,qi
E,17,10.65275708513934,8.844384200129522,12.93025692712422,0.5,median,qi
E,18,10.729333948366126,8.871553015015213,13.1222275641598,0.5,median,qi
E,19,10.860995975349827,8.873138358320352,13.268342846890611,0.5,median,qi
E,20,10.92605892229122,8.899480075195443,13.459667686832795,0.5,median,qi
E,21,11.024091827935036,8.878763460470658,13.648216594522081,0.5,median,qi
E,22,11.364068062672448,9.113012461494646,14.04913139291898,0.5,median,qi
E,23,11.56811109158194,9.254769895500266,14.289589740603052,0.5,median,qi
E,24,11.79072401745131,9.39721739873582,14.66185993318734,0.5,median,qi
E,25,12.005111386050782,9.526324310192447,14.965720217044657,0.5,median,qi
E,26,12.184769994060069,9.653260151200922,15.260129991179332,0.5,median,qi
E,27,12.38459056711585,9.736219199562642,15.56325807824718,0.5,median,qi
E,28,12.537898157731945,9.792966690406892,15.931403021290514,0.5,median,qi
E,29,12.991555554256085,10.191572875597787,16.403952759611926,0.5,median,qi
E,30,13.277331761233096,10.39577076893814,16.949284698962938,0.5,median,qi
E,31,13.570452849088513,10.598678068379424,17.317441270866407,0.5,median,qi
E,32,13.889771187567515,10.730084609194723,17.724296703341935,0.5,median,qi
E,33,14.169200010755645,10.886324293969185,18.120294857366943,0.5,median,qi
E,34,14.453273120915323,11.035139948392114,18.59386002464412,0.5,median,qi
E,35,14.75960130047927,11.192987285276462,19.107213228757097,0.5,median,qi
E,36,15.203499657695243,11.445097454492211,19.622110298455492,0.5,median,qi
E,37,15.600366094176131,11.77536193460335,20.284078349570535,0.5,median,qi
E,38,15.979265393936927,12.10077012172276,20.84488535112381,0.5,median,qi
E,39,16.29773421652714,12.436381808916707,21.39348530497263,0.5,median,qi
E,40,16.55085710841058,12.748177239563397,22.171500299183457,0.5,median,qi
E,41,17.002712905539408,12.959174060160365,22.99363424251642,0.5,median,qi
E,42,17.396041681559637,13.207278705933938,23.535417550236176,0.5,median,qi
