iteration,chain,rt_params_non_centered[1],rt_params_non_centered[2],rt_params_non_centered[3],rt_params_non_centered[4],rt_params_non_centered[5],rt_params_non_centered[6],rt_params_non_centered[7],rt_params_non_centered[8],rt_params_non_centered[9],rt_params_non_centered[10],rt_params_non_centered[11],rt_params_non_centered[12],I_init_non_centered,E_init_non_centered,gamma_non_centered,nu_non_centered,rho_conc_non_centered,tau_non_centered,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
261,1,1.687228219398568,0.08703445686136278,1.3773145098298707,2.48738634659576,1.7751804785689949,0.5626858100900125,-0.5081481033800448,-1.129199566037312,1.0828119432561707,0.07835955290765634,-0.871542627487906,0.829739223108129,-0.405362573755674,1.181853719286344,0.8671230982114848,-0.06324774519654697,1.6379873259034845,0.7289936460128205,-111.59457613591901,15.0,1.0,0.7364683806171968,-111.59457613591901,116.34354886807797,0.708907762849492,1.9305003243339485,4.0,0.0,0.1325039378935397,0.1325039378935397
262,1,1.1120581903922955,0.4521970398071273,2.0694461983463803,0.952662856396326,1.936186518004037,1.0311679216347562,0.4951942804861248,-0.2675679322563774,1.1944280235046698,-0.06218371695209774,-0.9930953130113714,1.5341918472079243,0.2768073181406917,1.4114900663073486,0.2920531299023099,-0.08502599488967526,1.2696473348444548,0.4644747551096412,-108.22894615593981,31.0,1.0,0.3374481385649321,-108.22894615593981,116.08807864832282,-0.8509013088412161,6.905611935360156,5.0,0.0,0.1325039378935397,0.1325039378935397
263,1,2.3760469833413627,1.0314165077580522,1.586447422308207,1.0996243317681567,2.606847912994698,0.9854642300679791,-0.15484647323550824,-0.06882297504754606,0.147064890506499,0.4505125871711644,-0.7741969084556277,0.6485647067835096,0.5813514008526671,1.1437858760233008,-1.1582527079724303,0.2457849628504974,1.4656541623987913,0.37497849407323836,-106.82365082477047,31.0,1.0,0.4100246359858232,-106.82365082477047,117.94546959078147,-0.9416498193072869,3.804576128686861,5.0,0.0,0.1325039378935397,0.1325039378935397
264,1,-0.21499072060274252,0.9050225080087715,1.6307262632148896,1.898718599107267,1.9469534839102558,1.863418169553436,0.6927330526380111,0.7640645731182085,0.08029807574011971,-0.43999692038735017,-0.7359828618138587,0.6049061313022913,-1.7417335711879047,-0.9539583709871914,0.7929374665072003,0.769357384749352,1.1649911317689363,0.39599326484544933,-106.70418288153643,31.0,1.0,0.968026113232403,-106.70418288153643,111.72822112894173,0.011351603749304218,0.09381929257891386,5.0,0.0,0.1325039378935397,0.1325039378935397
265,1,2.222921985752072,3.134281834934646,3.7184004252298672,1.2461746799360887,-0.43113148637114523,0.5482099039493508,-0.275460306226049,-0.6460147735590237,0.22466492399972185,1.1874067464983553,-0.4787589146943115,1.936586968501386,1.1435109898003506,0.6424285765422819,0.04115312175645747,0.049386448656807844,0.7097285201331152,0.42614245433838466,-112.1291517714424,31.0,1.0,0.8976139360585351,-112.1291517714424,117.64859708489878,0.049047866387965655,0.2726423922477039,5.0,0.0,0.1325039378935397,0.1325039378935397
266,1,1.0197964644853144,-1.2151262266230933,1.8685976213763498,2.0082415879298963,3.105652280899433,-0.38346075390546436,0.9760289160704562,0.5055332181968335,0.45193502426936794,0.3652840306843896,1.1701935249725839,-1.8040728969137083,0.591814272256701,-1.6275404966896527,-0.2184884826058029,-0.6599279311331776,1.6848413504631385,0.5174908122534282,-112.70214053335104,31.0,1.0,0.9886965982412147,-112.70214053335104,121.39719125234471,-0.044457831615133614,-0.15525465279154105,5.0,0.0,0.1325039378935397,0.1325039378935397
267,1,1.4620669046296595,0.625477861409678,1.4196185774327987,1.3399595653755425,0.9875069978633325,1.7281343672119793,1.052895625741954,-0.05809775205024806,-0.36882905748317985,-1.2300613075085098,-1.2363500832223766,0.2965993101013441,-1.4026612768507423,2.2754382634343897,-0.850145388976324,-0.30597219266362996,2.3713254644693222,0.48536002696651515,-111.87610469143145,31.0,1.0,0.9761297073107199,-111.87610469143145,124.44865596299375,-0.026091060859272375,0.21848221299904935,5.0,0.0,0.1325039378935397,0.1325039378935397
268,1,0.6004562732996046,1.8868272609591379,1.8376514607491479,1.704866933017981,1.4838050746239002,0.10054975230385216,0.5827294557708297,-0.3932761161545715,0.6144490436878773,0.3614828171906466,-0.5800918069103448,0.1591365607535387,0.7091038196602194,-1.3452609875135537,1.8396717446893087,-0.6693072073687474,1.7587239982061644,0.41518638419663123,-107.11659687000959,31.0,1.0,0.523159668422551,-107.11659687000959,118.30612017639999,-0.1663533507729511,2.0506410397484984,5.0,0.0,0.1325039378935397,0.1325039378935397
269,1,2.6265876820082634,0.9033947401597772,3.483650853934725,1.3195431032536553,1.4607685216401602,0.6505504841994376,0.387640194536171,0.3226216175529195,-0.2979931376094702,-0.7428062620915374,1.1954775122261956,-0.24974399927722346,-0.1784609516433912,-0.9906553732026868,-0.10833254537909057,-0.7868622526804472,0.4443040346276175,0.4105813369692688,-108.32497773108925,31.0,1.0,0.9331517044462548,-108.32497773108925,112.53600407683561,0.21874790421087198,0.21874790421087198,5.0,0.0,0.1325039378935397,0.1325039378935397
270,1,0.28673539518912095,0.026275919616238378,2.133147259990239,1.3038739263354244,0.5656114626377576,0.854060555995064,2.2778770579292376,-0.23165107181191472,-0.729632848213143,0.2782408675588087,-2.5325402931195096,0.8480506967615434,-2.2902985859354756,-0.7354919761062854,0.7074851218070952,1.1668260654870342,2.4451793530822004,0.5793817348430484,-116.20929165010644,31.0,1.0,0.8364389424618831,-116.20929165010644,125.69951027298235,0.2410505245995722,0.5851256597902079,4.0,0.0,0.1325039378935397,0.1325039378935397
271,1,1.100957070601064,1.5453943972967827,0.5175428209989498,3.8092833497760172,0.5344532251626231,0.9704958256144055,0.388962954186021,1.0993391480718255,0.6472853700412058,0.43208635569009696,-1.9509733069605133,-0.4027053172020524,0.6352758358010165,-0.026906075144422656,-0.3096421713093791,1.100659015383249,1.2999682402085675,0.5311216357239321,-110.04363905231867,31.0,1.0,0.47441749489751545,-110.04363905231867,127.94214598285888,-0.3063989475813287,2.961973038504908,5.0,0.0,0.1325039378935397,0.1325039378935397
272,1,-0.22504767145312174,2.8163272254907152,3.088401493514776,0.40050068115100496,2.074395309190588,1.3492620323180018,1.2088337653592918,0.12860318965110162,-0.4435281186009289,-0.24762875743913149,1.588709887573761,-0.14341473008013267,-0.6815145124536485,-0.2167688721781835,0.16974772675335087,0.07101079867671092,0.5142901517349174,0.5236274771206209,-109.19056819447542,31.0,1.0,0.9901331766195104,-109.19056819447542,117.99511338267902,0.03838629987998843,-0.2215739122516993,5.0,0.0,0.1325039378935397,0.1325039378935397
273,1,-0.14214900851779655,1.842607288610361,2.838910647863334,-0.5000208011566589,3.020296710521169,1.0676879300682964,1.5822164480470622,0.20302908754195004,-0.6798490049866952,-0.3257183372950393,1.6093101470401356,0.45424205811758955,-0.8057542669080068,0.5419378781870728,-0.2932915529092977,0.11740384259243193,0.6490843875719529,0.69247607993084,-113.74720785509074,31.0,1.0,0.6611276314826233,-113.74720785509074,120.78135198670958,0.49071920416744774,2.2198641609513174,5.0,0.0,0.1325039378935397,0.1325039378935397
274,1,0.5758984909288518,1.5709151656853364,4.537394497725973,-1.2834055843881549,2.651801996264296,0.10806767723511226,1.0058779674737703,0.18162289582373842,-0.7034111306622076,-0.816716317761772,0.33141189773502644,-0.3492994143262856,-0.2726115629107382,1.3225636690462375,-0.5431665827514973,0.7613619792874093,1.346343635188304,0.3386954970253719,-113.16876363877007,31.0,1.0,0.7030253994086155,-113.16876363877007,122.08737003498264,-1.4253169770831136,2.121279554134233,5.0,0.0,0.1325039378935397,0.1325039378935397
275,1,1.0721354358824744,0.9100881856881616,-0.8842655661641343,4.788720969801741,0.6732530149016756,2.540868033267597,0.4114688803355412,-1.0871046858129179,1.8054024981849663,0.6771657220926982,-0.7859552521255337,0.9647607163967411,0.22610050216267807,-1.338826663808574,1.5185429677152456,-1.2279936506681246,1.2814303624711196,0.362576782059466,-118.61505697096423,31.0,1.0,0.5415446596242549,-118.61505697096423,125.2277916245645,0.13364121364118375,1.3199984917817744,5.0,0.0,0.1325039378935397,0.1325039378935397
276,1,2.8871241543523216,-0.1526836409370919,-0.2886951058613595,4.027400919537686,0.23195008007499196,2.236766450550213,0.6357278688805472,-1.4794817820882766,2.334258032383451,0.6641642537725413,-0.7507754139581414,-0.08478267128910469,0.34173204251940076,-1.3127656681573745,0.47922625928271373,-1.2356314023134778,1.1161195043681715,0.6206276863199962,-119.48370140681173,15.0,1.0,0.6511591859784038,-119.48370140681173,128.80136870725076,0.5031310434238492,0.8298477430844571,4.0,0.0,0.1325039378935397,0.1325039378935397
277,1,-0.9236576155225071,2.20074583019469,4.419612341002545,-0.2416467308972169,2.089106277452283,-0.6390809030972607,1.466482862650269,1.5799366462163846,-1.8451975982359907,-1.022133799023617,1.4263320873324346,0.17078816139306205,-0.74836008892961,0.7951918692777394,-0.1374745722312425,0.6778015496829883,0.931883817512159,0.61778939233009,-117.60003364629735,31.0,1.0,0.8912455854179331,-117.60003364629735,127.98156978041261,0.3001054332776789,0.5194433118517594,5.0,0.0,0.1325039378935397,0.1325039378935397
278,1,2.2667241648383247,1.0569610214102099,-0.04750443940112878,2.4244017267890823,1.3964789383456238,1.7858844221992207,-0.06737382202860877,0.2696901212244346,1.9112587591500658,0.8461360581189608,-2.3418112231437886,0.6747797257762624,1.6900489708268815,0.6783709455208825,1.2019149767567825,-0.3766537604089201,1.3864787977261621,0.3115217645317343,-114.69185789663037,31.0,1.0,0.9378527144139305,-114.69185789663037,124.16385607117444,-0.06861634487111701,0.7802229628098587,5.0,0.0,0.1325039378935397,0.1325039378935397
279,1,2.3010116283586917,0.8450105761115975,-0.2422514976833671,2.307469036586676,1.2763059125029363,1.5698850034296343,0.09746820014080358,0.20484140385986413,1.6768955636356955,0.6513888580131776,-2.5270964072479103,0.7866745287011652,1.797502176683736,0.7601517705281801,1.3327559825218926,-0.3198766433806503,1.395687918164808,0.5614259883545396,-115.73062930226443,31.0,1.0,0.2547637132367902,-115.73062930226443,125.96320066598429,0.6718319924706719,2.3072601600416505,5.0,0.0,0.1325039378935397,0.1325039378935397
280,1,-0.23670754297044508,0.1834607746793736,4.264690676383506,2.3558603520476207,2.0546878825551573,0.3479736831413402,0.9013373933358101,-1.7966478786941842,-2.32855285983438,-0.48685759967032904,0.9432968160485806,-0.297432355900732,-0.4897879593844806,-1.403699895188882,-0.9671033014052454,-0.8145924227913894,1.6595619238636505,0.3662803555804336,-117.68617568191533,31.0,1.0,0.9351139428189138,-117.68617568191533,126.90937727922466,-0.024889420789719452,0.46221228342699305,5.0,0.0,0.1325039378935397,0.1325039378935397
281,1,0.7340293134016753,0.30471877291753957,3.365688663917853,2.4318463719757686,0.9439445919639546,0.5568925915064751,0.8163314366874252,-0.8720191565171311,-0.6811619262680233,-0.5008255416209811,0.27402982557097166,0.5593636630509761,0.5074331366738445,-0.8504717830272746,0.7384802368139072,0.05572241505808523,1.5669460944879787,0.5224301927810919,-107.8696133337768,31.0,1.0,0.4078758201422386,-107.8696133337768,123.72482353717265,0.6401079847008191,2.505451810716181,5.0,0.0,0.1325039378935397,0.1325039378935397
282,1,0.6209219577204355,0.07583030536637292,3.4373910125535208,2.1594660710966895,0.9729128292972475,0.4859188722296909,0.9653087400752076,-1.0268843536192938,-0.6134826429474014,-0.40997988042457334,0.284800688842397,0.6590371895428635,0.3673231738365774,-0.855192636130505,0.7217901356473718,0.11509676533907928,1.7042467151969605,0.44651242802927726,-107.33704555873247,31.0,1.0,0.9825061326014659,-107.33704555873247,115.0660671673358,-0.3205342560884503,-0.5919056827464573,5.0,0.0,0.1325039378935397,0.1325039378935397
283,1,1.484197674990967,-0.2623950003277015,1.6087495596699992,2.614290237552799,2.5737625284267134,2.085896484867911,0.8160576823838946,-0.5929937496669071,-1.3365925977968443,0.5783130825188916,-1.5617957412914405,-1.1109958952523287,-1.9717113150378747,0.09339444548994363,-0.8472543965810639,0.6917504609833118,0.7353716310306283,0.3974981383997679,-112.32849084886774,31.0,1.0,0.9600263628778611,-112.32849084886774,117.71853766543217,-0.18002572652487459,0.2567715795570109,5.0,0.0,0.1325039378935397,0.1325039378935397
284,1,0.9206796099078838,2.0982863264821656,2.3471033074480463,2.407576854552185,0.7834448177993637,0.229568620570605,0.19822556325556276,0.517751159994739,0.29567384777206507,0.9962023639235749,1.0364370994066685,2.595968977571654,1.2849361595728508,1.3859468241320925,2.5004571697209315,-0.7032486051097466,0.4769194907455212,0.47820078441201086,-113.24365911272905,31.0,1.0,0.8569676985133764,-113.24365911272905,123.84001899346268,0.0943978503663061,0.35342236762848245,5.0,0.0,0.1325039378935397,0.1325039378935397
285,1,0.7574484490888052,-0.43484976355045524,2.663437525586843,-0.8314158256041932,1.6646430821615552,2.638691992534496,0.4350409878841391,1.7708800159951874,1.2457361311164707,-1.0250579379633051,0.2657940727217937,-1.1371286997373744,-1.2861630422668953,0.2352040746139055,-1.0506670219614556,0.9292818456339448,2.082740999265254,0.5380527123786142,-114.83049114894892,31.0,1.0,0.8100579863653764,-114.83049114894892,127.0067724406411,0.1679096336685859,0.612736056096935,5.0,0.0,0.1325039378935397,0.1325039378935397
286,1,0.430097022172893,2.775113589202219,1.7170509850066378,4.329399680418306,0.02403024640332131,0.6190169623176831,0.4990302315176119,0.11134678296957051,-0.9202897607677966,-0.2264988278252077,0.07475319762676483,0.010248541612609685,0.5568324655446518,-0.20424249193689134,1.038503509854568,-0.7421273601491305,0.4516578354482191,0.50768939457,-110.16659861133549,31.0,1.0,0.5883339172872665,-110.16659861133549,122.39639335335953,-0.22133573063970857,2.685017399630354,5.0,0.0,0.1325039378935397,0.1325039378935397
287,1,0.05029698440712946,2.3637469541892675,1.2561104091544255,2.31586902777174,0.7734337210184294,0.2148879712301254,1.1442802081680874,0.9846719307631472,0.23866373867623786,-0.7133652259696921,0.8059331707017201,0.9622891250555502,0.5718046804145361,0.04398120317345831,0.3279926251538506,0.11580109852465983,1.6869173980559287,0.48665453132069303,-105.6698573040069,31.0,1.0,0.9737040950895659,-105.6698573040069,113.83383084883154,-0.20022403879792705,-0.2572020623183988,5.0,0.0,0.1325039378935397,0.1325039378935397
288,1,0.9182346858418335,0.34145686900874195,3.6349578773683704,0.6378160030709884,1.8473726085589712,1.7188647525950422,0.7576017666480116,-1.0634061145013305,0.5553762454489276,-1.4066788830981851,-2.3720574442842417,-1.343830035656066,0.45054586936652313,-0.058876419713236615,0.3697859908036353,0.09828584665907816,1.106652248767324,0.294692858481923,-110.81691839071968,31.0,1.0,0.7693260960813779,-110.81691839071968,115.83395020828463,0.018880404269225437,0.7921290699080856,5.0,0.0,0.1325039378935397,0.1325039378935397
289,1,0.31419700267359835,0.2707891552326324,3.3929733708360184,0.05619104010508619,1.680279950375896,1.390180075707762,0.9817224878948999,-0.4215091440672544,0.466381140337379,-1.2052732894096958,-2.3389191595644006,-1.191417586654042,0.4558194943607747,0.1825904707070814,0.4398012086912582,0.21024389287436968,1.5056348709052987,0.516307860303757,-111.48180140845287,31.0,1.0,0.08433351417694811,-111.48180140845287,120.07147715245141,0.7152517826498865,5.156295757438414,5.0,0.0,0.1325039378935397,0.1325039378935397
290,1,0.14355912664362439,2.108590560705788,3.2132906032653565,-0.2088451217542103,2.714828340327229,0.8533737723454149,-0.057238566014158554,0.6395928511918595,0.06241084773398467,-1.4560969160009483,-2.1041315870939683,-0.0957782005117899,-0.3571616494749336,0.8533054774072522,0.24798926928684414,0.8772110029015475,0.959170586276921,0.5133513728854712,-110.52677857836284,31.0,1.0,0.672997119664282,-110.52677857836284,124.41217622037802,-0.00822251154902176,1.3740999769419489,5.0,0.0,0.1325039378935397,0.1325039378935397
291,1,2.037455475052195,1.129814411619718,0.18193826671569802,3.4060703998535122,0.2075886560956093,2.407268687853462,0.9799173496373443,0.07856052801970442,-0.9644470405039997,1.0583033560385071,1.9794360207603918,0.5044824202984082,0.6910620333488836,-0.8147754986241398,1.071912526619254,-1.0723976216306785,0.612406539685598,0.36242678843888854,-114.6550793992775,31.0,1.0,0.9384741897783659,-114.6550793992775,118.10412722054414,0.35408481753569276,0.35408481753569276,5.0,0.0,0.1325039378935397,0.1325039378935397
292,1,0.4740894031580337,1.2240746422742168,3.291637096493694,1.0020341458525295,2.8755934714691214,-0.027093680374987356,0.19129456906280176,1.3070497125788767,0.235852618272743,-1.2003106404115231,-1.3123288066232335,-0.07932394549992784,-1.774391569883083,0.29774581892595464,-0.40810674678573067,1.5108085566127782,0.765426879748591,0.3439654876577125,-111.30275973573595,31.0,1.0,0.981462334470368,-111.30275973573595,120.70802660052195,-0.3223268847812477,-0.5991685919248084,5.0,0.0,0.1325039378935397,0.1325039378935397
293,1,1.1116261954868676,1.3961965954284403,2.044061522767365,1.6421374225085907,1.3901657727758763,-0.18744857063531864,-0.25014347785046626,0.5885817732812059,-1.2636629537598867,-0.9635943301436174,0.12371782590170086,0.2746712862241783,-1.5237321647587452,-0.13301886918952865,-0.27673085752615273,1.2926646204942789,1.7397299623203988,0.6352462115895191,-111.78881046141447,31.0,1.0,0.1942493924962598,-111.78881046141447,119.09626947750348,2.109182686831801,2.9838613638849694,5.0,0.0,0.1325039378935397,0.1325039378935397
294,1,-0.003739864966384489,1.5972048244305062,2.406667409596252,1.6306072773070857,1.9701284868686193,0.987076663146896,1.123245099996174,-0.08279909895348446,0.07028552593697712,-1.3488737580454044,-0.3623945771924478,0.8287267789504126,-1.0795327988722316,-0.31223327790721256,0.03801196398848822,0.949873847397509,0.9375673833690484,0.5551080428174693,-105.98896887274358,31.0,1.0,0.43103399913937246,-105.98896887274358,117.13049337640132,0.196285582287274,7.023437200489454,5.0,0.0,0.1325039378935397,0.1325039378935397
295,1,-0.33368816750004704,2.9760103368715964,0.26774824356711074,3.1592868522759456,-0.10467012309341547,1.9331089359554026,0.3316792322250747,-0.836087495424267,0.8615959763518778,1.2398375996612097,1.958572577716967,1.098096183711799,-1.1971110576452428,1.437311265186495,0.5891616178672031,-0.4474769618232739,1.9610941444559717,0.5889958715728165,-116.28977009405578,31.0,1.0,0.8406969065333871,-116.28977009405578,122.87711927138987,0.19610702448694894,0.7395629058242577,5.0,0.0,0.1325039378935397,0.1325039378935397
296,1,0.7966059584737459,1.6337790633503864,1.6736714614751507,3.87735188967849,1.3756044893139223,1.2131534269835935,-0.7557635547216305,-0.852832050122851,0.21884059919793086,0.7408920293405206,0.844337903301364,1.067617760934219,-0.8443626183940591,0.3012282549922516,0.21864019145532915,-0.3482187790452158,0.3933823716016278,0.3133451996232508,-109.63576105821876,31.0,1.0,0.9937812411883337,-109.63576105821876,122.4491853068607,-0.22200691578682097,-0.4358498317901791,5.0,0.0,0.1325039378935397,0.1325039378935397
297,1,0.6604692056556547,1.1608959958996563,2.9076668770157292,-0.0017663479043873165,1.7028239126255174,1.1200522178615024,2.1668604285147275,1.4069349126000135,-0.1906999477573728,-0.9808326076290346,-0.8908063631317974,-1.0082385476204732,0.8714897595002035,-0.2707775378467311,0.33476279564370487,0.7483533993990316,1.100942999136999,0.4945243641419588,-108.85899877682078,31.0,1.0,0.4409919635276043,-108.85899877682078,119.95719049008565,0.9146460932848868,2.0086323918938263,5.0,0.0,0.1325039378935397,0.1325039378935397
298,1,0.9288466954487763,-0.8716751313084138,2.1631164327313974,1.1136684080233659,2.2184579581919635,1.3051970946795075,1.1794543787756742,-0.3481295543049725,-1.5906326252681973,-0.4421126243305348,0.39202668708360777,-1.7198882720578632,-1.762837309292493,-0.45033932111744673,-0.5516713684381035,0.2469245822745401,2.2136811852826743,0.4521727391740365,-113.02227704487173,31.0,1.0,0.8664270605071899,-113.02227704487173,121.42163222257011,-0.09812770095879841,0.671342565990841,5.0,0.0,0.1325039378935397,0.1325039378935397
299,1,1.7192294420970058,2.6880464952574386,2.1838665441144833,0.07848649618441948,1.1015983267276361,1.5642415094099067,-0.9219585354159338,1.1376413822965734,0.9264594157039926,-0.8836580092151024,-0.03528092901256123,0.9184915995336919,1.3874539968841826,-0.3082109333647473,-0.22471082067220421,-0.8321200495001411,1.7273499076803573,0.4837041851914521,-110.03107968475834,31.0,1.0,0.9545673265978291,-110.03107968475834,122.10963536854482,-0.1749369698996759,0.4451099133054299,5.0,0.0,0.1325039378935397,0.1325039378935397
300,1,0.1523383899356232,-0.16977380925449465,2.122139904516513,2.962579596291778,1.2670601389385472,0.38584005982547404,1.9640396330611234,-0.6967666274649424,-2.0228751298773378,1.1291031257699553,-0.21933034484681546,-1.381122801842901,-1.266803709263206,-0.07997170553606628,1.4604029522109034,0.5561456890212945,1.6710027160335925,0.524528557852603,-111.88077719991313,31.0,1.0,0.8055731899300522,-111.88077719991313,123.43323599443283,0.056923709689129964,0.6046160537049161,5.0,0.0,0.1325039378935397,0.1325039378935397
301,1,2.527482107953076,0.04746560772573277,0.525289335246621,3.4202175857387496,0.36420675943674985,2.6824183558188675,1.6852944918669364,-1.1892061491654098,-1.3982078633930772,0.3934636903883112,1.4653647749879057,0.5666406162236497,-2.3830456137503915,1.3134371521252322,0.722947611084434,0.4447868505602976,0.9119426873239052,0.34149541581126497,-116.6046654903752,31.0,1.0,0.7287816693491981,-116.6046654903752,127.19140554435937,-0.1303688183640901,0.7649908442325284,5.0,0.0,0.1325039378935397,0.1325039378935397
302,1,2.417983949107812,-0.09621040176220874,0.5280136518492955,3.6621937584858197,0.41348173115131753,2.9130801181351504,1.693985492340031,-1.0122904892001738,-1.3698032150204846,0.35420024582454757,1.3535433034459732,0.7224493579843864,-2.4390099482309298,1.3202541013509583,0.6654522504635658,0.5810557879172658,0.8157075136887763,0.7145547254751159,-121.10901390418405,31.0,1.0,0.054931981670289516,-121.10901390418405,128.80988457876367,1.4678345802694253,9.610324994320194,5.0,0.0,0.1325039378935397,0.1325039378935397
