iteration,chain,rt_params_non_centered[1],rt_params_non_centered[2],rt_params_non_centered[3],rt_params_non_centered[4],rt_params_non_centered[5],rt_params_non_centered[6],rt_params_non_centered[7],rt_params_non_centered[8],rt_params_non_centered[9],rt_params_non_centered[10],rt_params_non_centered[11],rt_params_non_centered[12],rt_params_non_centered[13],rt_params_non_centered[14],rt_params_non_centered[15],rt_params_non_centered[16],rt_params_non_centered[17],I_init_non_centered,E_init_non_centered,gamma_non_centered,nu_non_centered,rho_conc_non_centered,tau_non_centered,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
251,1,-0.7978979571725501,-0.08615061329352411,0.9555580578233609,1.8757541576705343,0.20890600650462607,-0.04962916139513458,-0.10558501476914654,-0.5390092248746787,1.3690651976239985,1.8243460954289346,-0.9450344281289358,0.025626045453396695,-0.4082471227755812,-0.9460165570116307,-0.9951986343059842,0.8708454837395174,-0.5185372785497236,-1.530770273733155,0.2482218717054574,1.066568680335751,-0.9876742669893622,0.15280540747545243,0.14798290501814781,-89.98737667916012,31.0,1.0,0.9078773889637946,-89.98737667916012,102.92557123966942,0.026427702229199213,-0.46039815414785323,5.0,0.0,0.09585681366348742,0.09585681366348742
252,1,-1.0128064889651374,0.3120093042391844,1.9836925996100723,1.7616126301460404,-0.2765237875804293,1.5575930474217436,-1.6446424167901188,0.4948678940403684,0.4434783836230919,-0.7304490920677492,-0.29427634952860937,-0.37687556560131863,0.15012097164521299,1.857619932742142,-0.6211818081136535,-0.7755071001379403,-0.5607700259987622,0.5987820154352109,-0.2640085023095061,0.7239365692106551,-0.19738091046179135,0.1813980087480617,0.05821384523987158,-92.64240770921037,63.0,1.0,0.7170746023117557,-92.64240770921037,101.57834582610846,0.5992580971035721,1.1180517022804395,6.0,0.0,0.09585681366348742,0.09585681366348742
253,1,1.2034701152498486,1.0560243379477428,-1.651349579304512,0.6745333620134428,1.9135703073390957,-0.7413209729486794,2.862185804762616,-0.13972998399282613,-0.5037182018250757,0.8541873827735372,0.600515522453242,-0.25315630210359613,-0.8229902423350115,-2.383839597299936,-0.21716013945323065,0.7048223108065659,0.8494076290247007,-0.24880680651198434,-0.09666739556280168,-0.35426971690017484,-0.6193251057755028,0.6340008573632637,0.3262000576214475,-96.61265644453661,31.0,1.0,0.9996692661914429,-96.61265644453661,103.3798554292785,-0.5486892185317629,-0.8533510460527935,5.0,0.0,0.09585681366348742,0.09585681366348742
254,1,-1.3821103107307116,0.5654857174032926,-0.13051122738832457,1.4830630059519887,0.9962137437569779,0.9305822048173436,0.7316653091020662,-0.9852984572542424,0.48440465852949843,0.5004453049518833,1.252332717059943,-0.28541186053469214,0.021550199421001157,0.18495151179563843,0.5220766880550485,0.7523472515623796,1.0574966162461639,0.2576348417516154,1.1622965414390065,0.8669361365304101,-0.7198187113730801,0.13962122964636006,0.314433690558078,-90.12463826809464,31.0,1.0,0.7408138304992486,-90.12463826809464,106.2686048328124,0.1961321704894914,1.66124887327274,5.0,0.0,0.09585681366348742,0.09585681366348742
255,1,-1.308669261048804,1.2306845154901378,-0.332150513669876,1.8459372505695752,0.1845267882198955,0.4737437626935878,1.2928996663202672,-0.5223136960686114,-0.05535852005733856,0.21151577719649944,1.410240001509995,-0.24595468839618057,-1.147214391947422,-1.1034444300107373,0.4401981754691185,1.4012164143639017,0.4142896404213287,0.5886152832965365,1.0468306332095272,0.39832568352694,-0.3397575884346428,0.2379177367223995,0.29316458327514283,-90.08362139348559,31.0,1.0,0.9860721073718794,-90.08362139348559,96.82245989109265,-0.11786989786317292,-0.33843590183668937,5.0,0.0,0.09585681366348742,0.09585681366348742
256,1,-0.9636739208364289,1.817275328026374,-0.8215379874202292,0.8924024764287014,0.3563034928268036,1.9690020283630696,0.073520756436362,-0.31508859403620404,1.0517536778358643,-0.6870951449458023,1.165616208628019,-0.35596822800544603,-0.5950627145727017,0.14432091644673592,1.9031416782907573,5.3224357710601744e-5,-0.35366019172105045,-0.2105815271622979,-0.9158098572052531,0.42704329098478555,-1.5431821959589453,0.13259827072023767,0.15631693912051897,-91.54523176082614,31.0,1.0,0.9317511128938716,-91.54523176082614,101.24462660553083,-0.11312295907474379,0.7765323356455838,5.0,0.0,0.09585681366348742,0.09585681366348742
257,1,0.9016875688274084,-0.04958683111820414,1.8383701023124221,1.2159361072849897,1.1367891097336373,-1.3151432259992786,0.5386595416093164,0.7730562770874178,-0.4454066161456348,0.27641336898312124,-0.7309264230168504,0.37577481746615193,0.9196865238224059,-1.0861039185645747,-0.7935424980586565,-0.6498390771512982,0.40491292499624837,1.370897844639182,0.059438083473657505,0.3004435962015133,1.7522518932291864,-0.6616924311435651,0.08318097799223387,-90.7806313009723,31.0,1.0,0.6112215084610007,-90.7806313009723,101.58677658384718,-2.188629716047643,11.53068341344057,5.0,0.0,0.09585681366348742,0.09585681366348742
258,1,0.4881850117977391,-0.41686043143483287,0.5084309662595694,0.9340768289847605,1.3029906813001546,-0.10499699299373633,1.3075737440728814,-1.3185751799508683,0.5452817974137946,1.0403009874448914,-0.08333539047173241,0.24881202569627717,0.4172977211675122,0.977231979267499,-1.0159958446106088,-1.0822834757628221,0.6422259732812822,1.1644484397470718,-1.2228683223337269,0.452709434086529,1.8964137854577519,0.202179010971229,0.4901263105966647,-94.46416583370046,63.0,1.0,0.29271506157224897,-94.46416583370046,103.77912260410508,2.5974936444242616,4.992738545730248,5.0,0.0,0.09585681366348742,0.09585681366348742
259,1,1.1514415341506707,-0.1155689809301206,0.3866887508701362,1.87017650565047,2.11617415721742,-0.48957961414519047,-0.4917423870989592,0.7233283779710824,-0.19175229590671442,-1.4397890325919676,-0.30563644229073517,0.4955857182018271,0.93901827157182,-0.6438733338844467,-0.523920073575171,-0.34806947939976396,-1.0351131445793074,-1.058512269614838,1.088936930533484,-0.2251854355267354,0.9381429578434841,-0.10581132707854007,0.2488301000859439,-90.00929320838834,31.0,1.0,0.9978624488724661,-90.00929320838834,102.81420959007399,-0.6541497128148848,-0.9878104742628437,5.0,0.0,0.09585681366348742,0.09585681366348742
260,1,1.138440600859209,0.8434310401631555,0.5329702963335035,1.0420196255325467,1.353679075564014,-0.4678078784716388,-0.6417207272354399,1.9859571815380186,-0.9080098334791701,-0.6378998125449412,0.39926776583035717,0.22970887513276084,0.24959066513689648,-0.9684181553542826,-1.4047714874682227,0.03615546251190898,-1.1279737953978344,-0.7172791333509974,-0.10255626670509738,-1.3408227750918402,0.04556701923730348,0.41910186143824724,0.022202177429517106,-89.5342748455398,31.0,1.0,0.8615217066329058,-89.5342748455398,97.15282957498374,-0.08133142100911073,0.5387237691514315,5.0,0.0,0.09585681366348742,0.09585681366348742
