iteration,E,I
220.0,3.8587804078522745,7.563266078501265
221.0,5.043608980909382,4.905662165861024
222.0,4.994792314925812,7.908859905985618
223.0,5.550909641183396,6.621624892687834
224.0,5.741574757976598,5.415901242293273
225.0,4.082973473274939,8.229491425120829
226.0,6.249173322477779,6.658941850801349
227.0,6.881211476249658,6.329971819576322
228.0,3.669140721325178,6.255879695749595
229.0,5.661469878810347,5.203928869334308
230.0,7.965433177496012,9.161066213869386
231.0,4.069370033535148,3.3145802360763463
232.0,3.8046610039920297,7.387880598814668
233.0,3.9620324071758324,4.941248689830158
234.0,8.007904110140087,5.798776423078858
235.0,3.7540384868104653,5.073422640091328
236.0,4.774417975439824,5.092537150181233
237.0,3.590905789847049,5.195856991959583
238.0,4.142549091571846,4.031804449136683
239.0,2.7283262565734385,6.556555191232946
240.0,1.9196060160286683,6.5411343284796395
241.0,4.473227999858742,7.280641243257923
242.0,3.0799454554815355,4.455065398500105
243.0,3.2253228327354333,6.797144329484438
244.0,7.883650405675409,7.869254969033258
245.0,2.7126828753182552,6.40675001586936
246.0,4.604017399859728,7.181473217143349
247.0,7.205785209545323,7.7858195993799555
248.0,7.550609760681077,14.935040303023573
249.0,7.225033320066332,3.524937833235496
250.0,3.2237245754557726,9.783232143915829
251.0,3.9971761441703175,9.008812119304809
252.0,5.666329990064527,10.53661416777661
253.0,3.514932085317607,5.464074824509493
254.0,4.480601110916785,5.437713953223612
255.0,7.709871097848439,6.71676549907592
256.0,5.105082065347968,4.543644573201696
257.0,3.176719045494837,9.754449598497548
258.0,3.1211037624870954,8.028457725059177
259.0,2.7531165272933644,5.516380841005476
260.0,3.196813326629429,4.2056143693975
261.0,5.592648713095598,2.686630601602379
262.0,5.352860749213109,9.878843237995827
263.0,9.46007994030332,2.621550263894528
264.0,9.196118677213752,7.632984977556108
265.0,6.8126183982030355,6.676620002887891
266.0,4.588945796486809,7.339565029070961
267.0,3.9691577181249054,6.058615351587812
268.0,5.4716990258308895,8.76256472165674
269.0,4.515975549869113,4.999162810706017
270.0,4.717265904927424,4.300267379492114
271.0,7.655495879951099,5.4454554796142105
272.0,7.06561713935731,6.855048606698636
273.0,4.062607543114258,5.746465845391061
274.0,4.01452494393696,6.776297410839185
275.0,4.8849267688249665,6.401030955543295
276.0,3.903924010890381,8.635779470919472
277.0,3.6286033850757082,9.171125946416648
278.0,2.6709602500091583,6.855453972962062
279.0,8.099847722968194,5.223182771211375
280.0,3.868468750554539,9.55266862021236
281.0,10.70757652105351,6.034402446301656
282.0,7.744874754510214,6.30730004071186
283.0,6.417902010883197,5.1993437734241965
284.0,3.3876792678133243,4.626454166647766
285.0,4.391443169044529,4.27445474555225
286.0,3.7707541154695656,6.768202009122676
287.0,3.6889887778212307,10.365296252073678
288.0,5.336728270077046,4.981010661583479
289.0,3.5202786909241324,5.964426545824826
290.0,5.486342586841863,4.063876148826466
291.0,6.081903252943916,5.229277155440649
292.0,6.294822706267201,9.188849863775303
293.0,3.4071186273536664,6.366429274848159
294.0,3.334556191426698,5.30521212265751
295.0,3.889828896481072,5.402173292020023
296.0,5.23721709446959,6.746113905553011
297.0,4.056075579273179,6.90351171763011
298.0,5.013737120103709,4.342585043518413
299.0,7.154826067675961,8.747191730262173
300.0,7.540448115240062,7.0154910352196485
301.0,1.7449043402349174,5.222360069354988
302.0,6.473654336530313,5.620579186847222
303.0,3.404405122010963,7.308467783348182
304.0,3.886039079268269,6.669675978664636
305.0,4.35588137769084,9.149437504099394
306.0,4.783109922446969,9.355242596668916
307.0,2.7031672049508413,4.129795184408508
308.0,4.75718152964676,9.765460845482842
309.0,1.6350139116596223,6.588802365824377
310.0,3.828799454016195,9.899461472839638
311.0,3.0270042989337234,6.724775396048086
312.0,2.5390485355290155,6.144030738356872
313.0,7.021312191733217,11.33125781749011
314.0,6.779276784446816,6.132669272919934
315.0,5.586328919869171,10.494816311321488
316.0,8.134267393710388,8.794639296958046
317.0,4.945782077579959,9.209379601926841
318.0,4.94604332449343,6.565276595194268
319.0,5.948225267810315,6.152230814672291
320.0,7.277264831034019,5.36256896759548
321.0,6.905370285105295,5.640550192776516
322.0,5.141679769470348,6.448687880793224
323.0,2.7503740597769775,9.035289969747357
324.0,4.446888905535286,5.59185998079025
325.0,4.341649853491261,6.424519037336963
326.0,4.652108237039582,5.804126194190661
327.0,4.629615056480487,6.90167654798804
328.0,3.4306020547893774,6.806201583669035
329.0,6.199353053470356,5.902181122665817
330.0,4.7633698918796314,7.282011596165023
331.0,3.2237250997650446,5.07996114118029
332.0,5.502836102699457,4.982388122114169
333.0,6.401348319602698,5.586666392288184
334.0,5.0750702822560285,4.3865261489878575
335.0,3.1634861794899027,8.406096261162537
336.0,2.501360248823122,5.385994695232532
337.0,7.841816045930563,6.851301918738241
338.0,3.3337582525400924,5.782655994595898
339.0,5.631290873111628,4.180352030393294
340.0,3.704752378537504,3.548409441713418
341.0,3.133159074924603,4.877293451685326
342.0,2.9948309357476743,6.318690832211973
343.0,7.0169688744791,7.552455381370185
344.0,3.436156803651724,8.555064376532858
345.0,2.6626421081159966,8.842954079987289
346.0,3.3881507863500993,4.7850371537231835
347.0,7.723918628196869,7.590108384296219
348.0,3.047043056744691,3.582641478360853
349.0,2.4530344337768044,4.955012024171691
350.0,5.0226787186093675,6.972186200013462
351.0,7.178844449089319,5.042724689012379
352.0,9.10038461042673,4.141874318687426
353.0,6.176372429133715,4.68809620749668
354.0,7.72135747795971,4.730908886694311
355.0,8.199933210361198,7.220740056006991
356.0,4.225494817211261,10.317274334797009
357.0,8.972768926011275,6.564428380237423
358.0,7.943578637568898,3.142066470875215
359.0,3.727352716364878,5.80819522773683
360.0,16.625739583699225,5.225362811952026
361.0,8.598663521786913,4.19526506840389
362.0,5.322409861591741,3.6490716021943936
363.0,4.676726149221134,8.0505313051229
364.0,7.180597264807737,4.648813839689043
365.0,5.515214366340392,5.795694524773342
366.0,5.966955973363522,9.325967764385247
367.0,10.719446248377695,6.231879828631017
368.0,7.94179373063671,6.601177191039036
369.0,6.4828825107583645,4.843143578116417
370.0,7.9195881496755085,5.529242336598745
371.0,3.0770522886177365,6.344605476489926
372.0,1.7079221329831704,7.715588373621913
373.0,3.163356169405677,4.666649430396549
374.0,4.174204771315856,5.433715935508995
375.0,4.555464175532411,7.682611705071239
376.0,2.1724152357254347,4.929785626114585
377.0,4.3607784931102,6.772596666390114
378.0,4.194146000821944,4.235788494123398
379.0,5.797975953447483,8.275026613688473
380.0,7.042783909279144,4.888499229358814
381.0,6.979929920338101,3.7305843517268316
382.0,1.811870534206844,6.725996940819451
383.0,3.9088692833006955,4.810299001056343
384.0,4.107475844847195,7.613440797490986
385.0,4.071878394673349,10.64579308752421
386.0,2.3943390662662174,6.266969202134706
387.0,10.727934670585256,4.825572486367056
388.0,4.068737734845214,5.456866424806494
389.0,4.286504476155499,2.8207675274330146
390.0,8.00240256120558,5.216811514177609
391.0,3.883242573974948,5.025524321938721
392.0,6.125470168004162,4.70305765329809
393.0,3.8887867873386006,12.254739059633494
394.0,5.06997244438677,2.792309700219148
395.0,4.293673761923544,5.076213374587698
396.0,2.3640738543557562,7.652889629411741
397.0,3.9274560466908883,4.464134839316483
398.0,4.147865728821992,6.402467279435461
399.0,3.427110082008008,3.2242555642496704
400.0,3.7541516307187632,8.939427598459273
401.0,4.159443318350031,5.992348683112713
402.0,3.034655980923932,7.638134395839822
403.0,3.0988021082082877,5.502025262551308
404.0,5.688577165527498,6.944446040498706
405.0,5.116019434757547,8.145977443229997
406.0,3.6632013756745936,5.633740985895505
407.0,3.748932784582068,6.99270631058977
408.0,2.668280470814126,8.355210075707728
409.0,7.149755790651046,4.943640883924815
410.0,4.4532790401014575,10.059351915003608
411.0,6.461804873803026,4.822306176261577
412.0,5.719075456254251,6.244500153615896
413.0,4.8250069943696,3.6541646253176063
414.0,6.009139822411949,8.42471559969017
415.0,4.358809070892713,5.53107657821848
416.0,5.254784024704209,6.125875529026865
417.0,6.201737260353903,5.807781777368067
418.0,2.428475991622807,5.074234727628801
419.0,3.8537251882036356,7.880090646311222
420.0,4.48590453786774,5.583948956635921
421.0,3.257999134367355,5.584367136561078
422.0,7.5215779092085375,7.588796831116789
423.0,2.7078725164274315,9.94426643457639
424.0,3.968110964883106,7.280975986601577
425.0,5.98329135410261,5.307843231193109
426.0,4.981116901277679,6.308593549077362
427.0,3.2074833928459805,8.611493431010905
428.0,4.499784216032577,7.346825045678389
429.0,3.7832815254221654,4.77003987617638
430.0,5.7680096505006695,7.259204067293857
431.0,6.33639775295033,5.619429072443902
432.0,6.785745499444887,4.936015309542996
433.0,4.8412974092486385,3.505560598648558
434.0,5.7109474485052925,4.21069575566209
435.0,6.644912300269803,6.040612696708356
436.0,4.675335964955699,12.026065936067795
437.0,8.080448777987666,4.012747877717959
438.0,3.4996823674899957,9.507801858695116
439.0,2.886068517360566,5.491185351127461
440.0,3.6517261682764848,9.434001390039539
441.0,4.665580711765935,9.470803758193645
442.0,8.92182123475451,5.727741043164786
443.0,7.394634761942044,6.708535602160162
444.0,2.8769794814314538,5.355700770474043
445.0,2.720435869954177,7.683065349228139
446.0,4.750991800240458,6.541178550708257
447.0,4.853221836402779,6.021278565877812
448.0,3.350034546346605,8.795154499825454
449.0,7.102532434395021,7.284774052496531
450.0,2.9671290175066796,7.41999100266454
451.0,3.4150241386251037,12.529300113484398
452.0,3.9912914796081784,4.074705822259042
453.0,4.425177165275264,7.341519472153397
454.0,11.392791840068105,5.1130229471618875
455.0,6.196357549553609,5.8303541553056775
456.0,5.4012918907051315,8.67664195430723
457.0,3.470193667045962,7.761809211261323
458.0,3.737181900828854,3.201226115706621
459.0,3.9128861166150126,8.994501826340043
460.0,7.041359179546233,6.58531149862835
461.0,8.17751581263109,5.169186892510272
462.0,5.093646027046698,3.7490052045181796
463.0,2.5435549940021227,7.983606659688322
464.0,3.2235488439723263,7.413776063909813
465.0,3.703034959814966,4.072060387073462
466.0,2.5211838230719716,7.097355662646799
467.0,8.460941458487252,8.80527311110319
468.0,4.724412385146571,5.9801817718472945
469.0,8.73446225084726,6.147220723378133
470.0,3.6431468202665194,2.960558745084256
471.0,7.978450143430989,7.374165932737436
472.0,2.451354974135897,10.087773334797394
473.0,4.312141080520236,7.345694111311849
474.0,4.188394825913784,4.088985871120605
475.0,3.030730626102563,11.634149417407995
476.0,6.55356355702624,6.105834885881361
477.0,6.4931347526459415,6.883830085758195
478.0,2.424101924705523,6.9086928178569265
479.0,4.845452997466843,7.818670019110346
480.0,4.714573049583084,5.083134284621548
481.0,5.409980186341836,6.392736953211475
482.0,6.9727369239646695,5.762679712744452
483.0,4.871776785275172,4.118664117155295
484.0,3.8352094476282006,7.567744160616398
485.0,2.7889574978429956,4.16686767697929
486.0,4.882742781019684,4.190735755913403
487.0,3.8857287161624425,6.337852969121145
488.0,3.14114214543207,4.293317948906587
489.0,2.780468763246061,11.72294099856737
490.0,6.030405234644193,7.322709920305053
491.0,3.098769779426878,7.5487041739719105
492.0,3.478998515878944,3.117239065689982
493.0,8.07547864963735,4.909831204824334
494.0,3.722244590676595,5.664573929285604
495.0,5.290105949013256,5.094450039058326
496.0,3.690615659314999,4.4744584562325045
497.0,3.8091651841808574,4.1287833384548485
498.0,5.377501589573172,3.3677745949768667
499.0,6.491497159228988,5.300571998873864
500.0,3.4502258862889947,5.579570896699096
501.0,3.4879331516630865,5.04373432923462
502.0,3.3759601909742676,5.119821071132153
503.0,2.329544146978224,3.1650620299649366
504.0,7.937663984790237,5.715447600544845
505.0,4.435598363385061,4.394211465593117
506.0,11.94368316961652,7.141103389541034
507.0,15.455922189988183,15.844993157887952
508.0,5.312834795700333,5.198897151945473
509.0,4.3326157418597875,8.216389362882934
510.0,4.265682936702314,9.227592157133996
511.0,3.0088707051009447,6.548222937744682
512.0,4.437541586895723,5.5278572050762715
513.0,2.5203988268983544,6.4954772946462676
514.0,3.9712491772785676,6.281849426435676
515.0,6.4745510303662295,3.866426240603001
516.0,4.625341844679321,8.079495129927635
517.0,2.3295084743911656,5.763271380100313
518.0,8.944875275198774,6.711685285656462
519.0,5.494520121418018,5.874441509599215
520.0,5.413368622179495,7.209737629529736
521.0,2.7182902895917853,4.839650963863172
522.0,2.4238734184539115,6.0685764379433085
523.0,3.309278959399558,5.621829541054755
524.0,8.604446171818406,6.823127460699839
525.0,4.086970652402048,6.697326447726179
526.0,11.223581970282945,5.647602336520372
527.0,5.67778214149426,3.689838482860298
528.0,2.9892841403595294,6.902429468209562
529.0,3.4554401592929995,5.540540109293974
530.0,3.3138999005994685,5.092538650489537
531.0,3.952100425217099,3.4319590728911247
532.0,6.777525571027721,6.785378027677875
533.0,3.5728201280548855,5.954391322949246
534.0,2.886116017624391,4.014953700989289
535.0,9.815941924991469,6.031155313163655
536.0,7.327094927971764,6.213130038245437
537.0,3.5534926552492423,5.468722841922442
538.0,2.376832160289085,13.109021014929857
539.0,5.092213591369194,5.618422919680009
540.0,8.668555460684738,4.204086650341105
541.0,3.5453644830224285,6.306191530196605
542.0,6.049151016441903,7.26555358436804
543.0,4.240277170971783,8.03265290730515
544.0,5.94190534495773,6.474849193125986
545.0,3.211181895160121,4.836465612729178
546.0,6.568496630317104,4.963954722226901
547.0,2.523494922360962,4.679466687082739
548.0,4.971884803029661,4.2420689548034884
549.0,5.331807473456741,8.738134457492873
550.0,9.964693154385243,3.9383626920809793
551.0,4.332018621389992,3.988896369172444
552.0,3.591981918634682,4.458666266370219
553.0,6.194226823686343,3.6546852768337765
554.0,10.119441468608228,4.712659514075405
555.0,2.958350211361132,4.202395868551848
556.0,4.649024852256983,5.508385474626288
557.0,2.8226180810098747,7.333645342742388
558.0,5.3335961741442794,7.62409916967023
559.0,8.597913362566455,3.7554940068104647
560.0,4.759985876350599,11.371582902166473
561.0,3.4437434167519982,7.563506186227827
562.0,6.4451813895489085,7.964991707822216
563.0,7.075429668502918,7.567993499716764
564.0,5.544291423460704,6.702833869796651
565.0,2.691680482976227,6.206519826104873
566.0,4.302995956020309,7.4615427298238215
567.0,2.871604160797992,9.709851633610533
568.0,4.70047669308142,6.2934227791665105
569.0,3.473858492120796,10.615120762456565
570.0,8.248212526334129,3.4668535479162297
571.0,1.625341464749333,6.87966642622537
572.0,6.763645252092653,4.197981312499193
573.0,2.5040771386113336,12.894420777666026
574.0,3.66834704474167,4.820494192969464
575.0,6.346033821011004,9.599936879325394
576.0,4.16362913396739,4.827353680291689
577.0,4.954054671737428,7.473692813063134
578.0,6.284391826125913,5.4081589821099065
579.0,2.709356425864511,4.532474960016136
580.0,5.0212415684863485,4.1919936156527875
581.0,11.399610359497977,4.866393056863301
582.0,5.022877503254579,7.905923487359842
583.0,3.3179675587782627,9.067157400219232
584.0,4.280799701322108,7.495725340477667
585.0,2.5125001135484886,17.18674848508844
586.0,4.328174848304407,12.061116966617377
587.0,6.075485387256838,4.413490314942164
588.0,4.098009141584094,8.086694889360754
589.0,8.920727949828802,5.729233353991659
590.0,2.342313053439794,6.111718524789619
591.0,5.880713044109783,3.531705178010544
592.0,4.851057071410434,5.523715714504685
593.0,5.30501324120873,11.259592217064974
594.0,2.401846670909912,5.283288381046088
595.0,4.247523517651053,4.295458375752151
596.0,5.064683071050599,9.195275682601473
597.0,6.526271456941564,7.056411922805635
598.0,4.892427577283888,6.872893611477379
599.0,3.3634710353236716,5.370326976681058
600.0,5.598071059408029,4.182213601195558
601.0,3.8230652634680036,6.007925037003461
602.0,5.533383242903341,5.9656307678886025
603.0,8.472020195132698,4.196173160828238
604.0,5.48804926558797,6.2475478275536345
605.0,2.675253142296509,6.080335491671628
606.0,7.627103959140466,5.479000226358711
607.0,3.708359954223964,5.332181971318756
608.0,4.477172376354713,15.346600924614947
609.0,6.59737448249749,6.613028529630236
610.0,7.118710113393251,5.463824515016882
611.0,3.7442845306110013,4.857491511919074
612.0,7.991919176046005,9.652785714016247
613.0,8.10218921099131,7.26534084661665
614.0,3.9935618117310323,5.549359804711277
615.0,13.373595192681757,8.82737259589679
616.0,7.496928320625054,6.5661000282435475
617.0,4.9567288049490354,4.449141609817583
618.0,6.9033701771545966,5.762096709474839
619.0,4.8547939243765015,3.824846197234332
620.0,6.06887816633632,5.640152118034778
621.0,5.517899146374667,6.519525258789454
622.0,3.4213104124209814,13.722102602610146
623.0,3.60822025864695,8.804377985101299
624.0,3.609841966121442,3.8195434702305366
625.0,4.501321093090778,6.676203394646741
626.0,5.478766892340411,5.6838783626223615
627.0,6.77574315462349,7.917275334901801
628.0,2.2516475129715836,3.990095423476919
629.0,4.093550602974052,7.755592102853053
630.0,7.677487641902185,5.92400975572269
631.0,3.6844384978273745,8.608000528438867
632.0,2.6146522015508236,4.292685118052131
633.0,4.740799849559714,6.542729607814509
634.0,5.351511831172465,8.707651093752768
635.0,3.837602631443991,7.225610510382883
636.0,11.845882912558302,11.442131290468238
637.0,4.663279526177381,4.109106961996574
638.0,5.248423833530485,6.726302718160651
639.0,3.666957277650112,7.527408273064377
640.0,1.9740420847579725,5.406260196551438
641.0,4.738240320544789,7.938953309605079
642.0,6.8994770189072705,7.806884062303436
643.0,3.6813458367803973,7.990876348268161
644.0,5.337543425766163,4.875406068502651
645.0,2.6325148437891244,8.110683528198992
646.0,11.846267218436983,7.099068690973044
647.0,1.940546780518103,5.648332629889966
648.0,3.021859198188076,5.170421405102436
649.0,3.7051133571887656,4.860787498820905
650.0,4.70554144860812,3.4143945050080924
651.0,8.97705673966025,5.326255561915041
652.0,4.756212943895956,4.372680645307704
653.0,3.110114660323127,8.365640786873909
654.0,8.427075764467906,3.9594511785778757
655.0,3.6266241962478745,6.697998969971887
656.0,3.4095119837510595,3.551383925185805
657.0,3.7539175980686186,6.071287434850948
658.0,1.59597588964806,9.287312523402386
659.0,8.423493482336275,3.3207163703127947
660.0,2.911596836509627,6.262679506739377
661.0,3.313875417440424,7.3058838973311335
662.0,5.585921968135634,6.941784762977675
663.0,4.495334858618142,7.939879279555829
664.0,5.721405132239622,8.382847015962767
665.0,8.032426816724863,3.9387326226930446
666.0,3.03144433375692,5.561268983612962
667.0,4.970355827879894,7.408304205712912
668.0,3.6740981370746018,3.92956115739463
669.0,2.4193616668611755,9.94485253118236
670.0,3.4981280939935,4.007297520959615
671.0,8.157420099776413,8.09135292544272
672.0,4.4648912465555854,7.86779683244035
673.0,5.565446992473429,6.69458866295588
674.0,5.454430397462758,4.585927801125604
675.0,5.150828673873056,5.758721157883003
676.0,3.7805465165019374,7.864253002934271
677.0,4.6709230694210095,4.919917629311416
678.0,4.2458253949118285,13.581011014086192
679.0,4.412302800844769,6.159725702292193
680.0,6.806026719059529,11.27519809739954
681.0,5.820308060822635,6.23789713223954
682.0,4.299617854972816,7.01548973141899
683.0,12.5185313077283,3.7536093723487745
684.0,2.301165674758438,12.896149292924038
685.0,5.828661507384236,5.565369943136516
686.0,4.702699228475258,7.544966608817777
