iteration,E,I
1.0,9.013737482259403,13.748335327195113
2.0,9.174969957052138,17.739771785651723
3.0,7.664276714952233,16.631316792629498
4.0,14.656074796429815,18.068087148646843
5.0,9.232701582748584,16.031881023878306
6.0,5.354050456363133,12.55852576347947
7.0,8.154951520494826,18.891984362421056
8.0,8.22492877795087,12.291896780856396
9.0,8.552365478517704,12.399585686544915
10.0,10.087479332720287,12.025470858899348
11.0,11.05004517895505,16.187764200714767
12.0,10.081390350187139,15.167172797348627
13.0,8.760450441458786,15.749260728304746
14.0,8.619140911997293,11.515641356924373
15.0,8.715856192476108,16.204953630115348
16.0,11.180617111670246,9.657241572743999
17.0,12.253964829272755,8.995184246460521
18.0,8.632263009445927,9.068342627746896
19.0,5.147854111894688,15.085199417146615
20.0,7.74934590483423,8.897510648653071
21.0,9.72698977884464,9.922546019005082
22.0,9.285586330528906,10.856672049024763
23.0,6.301431688112215,9.130741176876404
24.0,9.50027435359816,12.139232689717268
25.0,8.231924932011049,14.835533468403685
26.0,7.368480244391033,16.196178379566753
27.0,9.708414584181378,8.903601972351458
28.0,10.938221225504911,13.634998623734345
29.0,9.303896288197471,14.990921478712574
30.0,7.600885637673413,9.982530602373547
31.0,7.716770961283282,10.030442782186938
32.0,10.13408887749023,14.759625236900197
33.0,11.355844010046939,22.016913928308846
34.0,14.656478101114896,15.226541837726135
35.0,8.075708443467699,12.998551954788775
36.0,11.752240521671599,13.31755285621546
37.0,7.483530331588948,8.724280757742166
38.0,8.313486560506965,12.328266815169862
39.0,11.53675806267603,14.752764868929345
40.0,10.444534071963872,15.070249054843769
41.0,6.977194228235805,7.43351393411055
42.0,11.399729560206861,9.986047516064888
43.0,10.017302390499403,8.608369728943659
44.0,8.144220836234275,12.58644068414838
45.0,8.948724537189998,12.092309412706111
46.0,12.560391702246699,6.762378832548915
47.0,8.36857210687064,13.761752393288265
48.0,8.648053262049999,13.104319558842121
49.0,10.669738491796112,9.40094085588134
50.0,8.487519457338482,13.684438032570743
51.0,7.0284688288829,15.26632669531935
52.0,9.373479951188576,17.78024957400731
53.0,8.80515156380895,17.34618519221982
54.0,13.312557431409944,12.883383115210604
55.0,7.422455678184588,8.961979012124534
56.0,9.202673727287397,10.555272732592826
57.0,9.273003792004074,16.72843008834886
58.0,6.219380815854423,18.488043561752086
59.0,10.199581660122433,18.544318872707716
60.0,8.514672260932667,11.536382055341274
61.0,9.645212968342456,15.323235796586818
62.0,13.26034516047555,9.427341206356278
63.0,8.404749397841776,14.198246472814349
64.0,9.78927444322497,10.289086518274924
65.0,10.93104291455776,11.886264766742162
