iteration,E,I
1.0,18.12965891769396,26.5879195790796
2.0,18.358372420267127,31.839013342995745
3.0,16.16536317784771,30.419038624787703
4.0,25.566360175651088,32.25455868145451
5.0,18.43997972153648,29.639623216035353
6.0,12.543715867719733,24.939455068791528
7.0,16.890485783621557,33.28775530230704
8.0,16.99284302848171,24.563876038093508
9.0,17.468451517387205,24.715853256216374
10.0,19.631406857022803,24.1861918246884
11.0,20.93821703364193,29.843119355566795
12.0,19.623026994472163,28.50005221795312
13.0,17.767925913828694,29.26919429863568
14.0,17.564784425470986,23.456543433989463
15.0,17.70392318369075,29.865523909314234
16.0,21.112864423680755,20.711725555805955
17.0,22.526705639242817,19.69731207554988
18.0,17.583689148900643,19.810455734758907
19.0,12.200162995207144,28.391048007132014
20.0,16.29203162323726,19.54583308761728
21.0,19.132695863095396,21.112465277421244
22.0,18.514604579793076,22.499255833917807
23.0,14.075337008272882,19.90674757351181
24.0,18.816279670937675,24.34775684293245
25.0,17.003062399895505,28.05797948244498
26.0,15.721671265095726,29.854087193749052
27.0,19.1068531787298,19.55529412632797
28.0,20.78816514779121,26.43274675037712
29.0,18.540412447695868,28.26546703917095
30.0,16.070705677909814,21.202634187179708
31.0,16.243575727542474,21.27454188187852
32.0,19.695503493985758,27.956388976704197
33.0,21.346304772583814,37.093017814365965
34.0,25.566857646628915,28.578890553436374
35.0,16.774264070947538,25.554222422262477
36.0,21.87053882063756,25.996095240961406
37.0,15.89485423757048,19.27597185714708
38.0,17.122013565955175,24.615247120637655
39.0,21.58621737873379,27.94719998787044
40.0,20.12024528644309,28.371149057977867
41.0,15.126634854049296,17.212631801821527
42.0,21.404604212854768,21.207915884134604
43.0,19.534736844293114,19.09452666622501
44.0,16.874767073532443,24.978640843763976
45.0,18.0370976082312,24.28117018130963
46.0,22.92358317660571,16.098631658221922
47.0,17.202158093639003,26.606264453989247
48.0,17.60642667181043,25.701077629880245
49.0,20.42605072846832,20.32151211840102
50.0,17.374690989550214,26.500482065321048
51.0,15.20515527644425,28.6316719490724
